N,K,beta,t1,tv,t2,h1,hv,h2,tail_gamma,aw_mass_in_window,paper_bimodal
194,4,0.01,32,375.0,1755.0,0.00011037965375772747,5.2333443362900885e-05,0.00017376171408656107,0.00024580184844918756,0.5344168007108345,True
196,4,0.01,32,383.0,1790.0,0.00011037965376264857,5.177624042546666e-05,0.00017037049939932898,0.00024117211973793783,0.525898254631576,True
198,4,0.01,32,392.0,1825.0,0.00011037965376741536,5.122902063349012e-05,0.00016707925490694981,0.00023667730265498172,0.5174871053095853,True
200,4,0.01,32,401.0,1860.0,0.00011037965377203587,5.069161779900068e-05,0.000163884081942374,0.00023231214395587837,0.5091843826890117,True
202,4,0.01,32,410.0,1895.0,0.00011037965377650615,5.016375147096966e-05,0.00016078125052572213,0.00022807164487054313,0.5009909515239284,True
204,4,0.01,32,419.0,1931.0,0.00011037965378079485,4.9645180224500366e-05,0.0001577672078408494,0.0002239510463739184,0.492907523388762,True
206,4,0.01,32,428.0,1967.0,0.00011037965378495332,4.913569409173735e-05,0.00015483858494636177,0.00021994581553619766,0.4849346678079146,True
208,4,0.01,32,437.0,2003.0,0.00011037965378895519,4.863510825919277e-05,0.00015199216555549696,0.00021605163268787332,0.47707282277524454,True
210,4,0.01,32,447.0,2040.0,0.00011037965379282157,4.814317137848466e-05,0.00014922487222995332,0.00021226437947680584,0.4693223043655024,True
212,4,0.01,32,456.0,2076.0,0.00011037965379651891,4.765964705184551e-05,0.00014653379397411775,0.00020858012767065005,0.4616833157735637,True
214,4,0.01,32,466.0,2114.0,0.0001103796538000724,4.7184422969532304e-05,0.00014391613461724217,0.00020499512871933247,0.4541559556727797,True
216,4,0.01,32,475.0,2151.0,0.00011037965380348436,4.671727526554022e-05,0.00014136923321233786,0.0002015058039484777,0.446740225924658,True
218,4,0.01,32,485.0,2189.0,0.00011037965380673765,4.625794304163588e-05,0.00013889053957397713,0.00019810873535096576,0.43943603876766246,True
220,4,0.01,32,495.0,2227.0,0.00011037965380984834,4.580632690654274e-05,0.00013647762848286116,0.0001948006570098782,0.4322432234422077,True
222,4,0.01,32,505.0,2265.0,0.00011037965381282115,4.536223530939413e-05,0.00013412817528144782,0.0001915784470494014,0.42516153227960984,True
224,4,0.01,32,515.0,2304.0,0.00011037965381566623,4.4925498776663825e-05,0.00013183996351461602,0.0001884391200130362,0.41819064639312487,True
226,4,0.01,32,526.0,2343.0,0.00011037965381835515,4.449592145828728e-05,0.00012961086532851232,0.0001853798197780079,0.411330180905468,True
228,4,0.01,32,536.0,2382.0,0.0001103796538209177,4.40733239960012e-05,0.00012743885000415824,0.00018239781287269835,0.40457968971848524,True
230,4,0.01,32,546.0,2422.0,0.00011037965382335572,4.365764330036531e-05,0.00012532197006165678,0.0001794904821789668,0.397938670047365,True
232,4,0.01,32,557.0,2461.0,0.0001103796538256508,4.324858369164729e-05,0.0001232583643275365,0.00017665532102543728,0.39140656647173955,True
234,4,0.01,32,568.0,2502.0,0.00011037965382783044,4.284611485662265e-05,0.0001212462502237414,0.00017388992765795494,0.38498277477285603,True
236,4,0.01,32,579.0,2542.0,0.0001103796538298806,4.2450055094977776e-05,0.00011928391605599861,0.00017119199993528112,0.3786666454141592,True
238,4,0.01,32,590.0,2583.0,0.00011037965383181544,4.2060243639376625e-05,0.00011736971722540084,0.00016855933045165726,0.372457486844003,True
240,4,0.01,32,601.0,2624.0,0.00011037965383361814,4.167653729860465e-05,0.00011550208565058633,0.00016598980187568032,0.3663545684334149,True
242,4,0.01,32,612.0,2665.0,0.0001103796538353096,4.1298807584448096e-05,0.00011367951271890664,0.00016348138253101225,0.36035712333853487,True
244,4,0.01,32,623.0,2707.0,0.00011037965383687662,4.092693825818452e-05,0.00011190054541877278,0.0001610321222949683,0.3544643510601845,True
246,4,0.01,32,634.0,2748.0,0.00011037965383835062,4.056082324086214e-05,0.00011016380126935643,0.0001586401486750574,0.3486754198172737,True
248,4,0.01,32,646.0,2790.0,0.00011037965383970998,4.02002744142674e-05,0.00010846793917627324,0.00015630366311420612,0.3429894688455128,True
250,4,0.01,32,658.0,2833.0,0.000110379653840964,3.98452485547339e-05,0.00010681168237481509,0.00015402093752043264,0.3374056104425699,True
252,4,0.01,32,669.0,2876.0,0.0001103796538421183,3.949554670436737e-05,0.00010519379142520075,0.0001517903109431211,0.3319229319444535,True
254,4,0.01,32,681.0,2919.0,0.00011037965384315732,3.915110704220896e-05,0.00010361308658091248,0.00014961018649937302,0.32654049752665054,True
256,4,0.01,32,693.0,2962.0,0.00011037965384412337,3.881181158898393e-05,0.00010206842874883808,0.00014747902835421996,0.3212573499330774,True
258,4,0.01,32,705.0,3005.0,0.0001103796538449857,3.8477549334031345e-05,0.0001005587184255228,0.00014539535902895437,0.3160725120702811,True
260,4,0.01,32,717.0,3049.0,0.00011037965384574558,3.81482194508789e-05,9.908290579292981e-05,0.0001433577566436043,0.3109849885296445,True
262,4,0.01,32,730.0,3093.0,0.00011037965384641834,3.782370204336846e-05,9.763997280040402e-05,0.00014136485251782315,0.3059937670141968,True
264,4,0.01,32,742.0,3138.0,0.00011037965384700263,3.750390124428991e-05,9.622894469882099e-05,0.00013941532872267575,0.30109781964334886,True
266,4,0.01,32,755.0,3182.0,0.00011037965384750208,3.7188742295228455e-05,9.484887903346463e-05,0.00013750791585580253,0.2962961043127311,True
268,4,0.01,32,767.0,3227.0,0.0001103796538479252,3.687810392791517e-05,9.34988713739795e-05,0.00013564139090815314,0.2915875658239342,True
270,4,0.01,32,780.0,3273.0,0.00011037965384825872,3.657189913147805e-05,9.21780469790806e-05,0.0001338145752440478,0.28697113706238897,True
272,4,0.01,32,793.0,3318.0,0.0001103796538485111,3.627004839069967e-05,9.088556644175229e-05,0.00013202633264892423,0.28244574011805423,True
274,4,0.01,32,806.0,3364.0,0.00011037965384868648,3.5972458980459705e-05,8.9620615650882e-05,0.00013027556754048044,0.27801028728415755,True
276,4,0.01,32,819.0,3410.0,0.00011037965384879196,3.567904626442849e-05,8.838241356776557e-05,0.00012856122320219093,0.2736636820954613,True
278,4,0.01,32,832.0,3456.0,0.00011037965384882496,3.53897325378666e-05,8.717020499213791e-05,0.0001268822801618887,0.2694048202307706,True
280,4,0.01,32,846.0,3503.0,0.0001103796538487814,3.510441202917022e-05,8.598326224849708e-05,0.0001252377545931579,0.2652325904888436,True
282,4,0.01,32,859.0,3550.0,0.00011037965384867583,3.482303428611192e-05,8.482088185122127e-05,0.00012362669684535098,0.26114587560784996,True
284,4,0.01,32,873.0,3597.0,0.00011037965384850871,3.454550333023979e-05,8.368238635920663e-05,0.00012204819002516873,0.2571435531635832,True
286,4,0.01,32,887.0,3644.0,0.00011037972410585459,3.4271824731834554e-05,8.256716499720183e-05,0.00012050134861125635,0.7114190173442805,True
288,4,0.01,32,901.0,3692.0,0.0001103797249494819,3.4001789012489454e-05,8.147449559662785e-05,0.0001189853172350569,0.7062239876600729,True
290,4,0.01,32,914.0,3740.0,0.00011037972577431038,3.3735382451224554e-05,8.040381107847238e-05,0.00011749926938330674,0.7010431614735603,True
292,4,0.01,32,929.0,3788.0,0.00011037972658031883,3.3472535522931854e-05,7.935452110009413e-05,0.00011604240629254343,0.6958776484609862,True
294,4,0.01,32,943.0,3837.0,0.00011037972736748407,3.3213183333147175e-05,7.832605435505383e-05,0.00011461395578135185,0.6907285111749539,True
296,4,0.01,32,957.0,3885.0,0.00011037972813586204,3.295726622311335e-05,7.73178598314271e-05,0.00011321317123486734,0.6855967664121798,True
298,4,0.01,32,972.0,3934.0,0.0001103797288854887,3.270471850817435e-05,7.632940339311808e-05,0.0001118393305785339,0.6804833863856247,True
300,4,0.01,32,986.0,3984.0,0.00011037972961638559,3.245546456349192e-05,7.53601693778851e-05,0.00011049173529652267,0.6753893000076703,True
