t,f_total,f_from_corridor,f_from_outer,survival
4765,5.820707437166065e-05,5.820707437166065e-05,0.0,0.5515753183498626
4766,5.820092302963313e-05,5.820092302963313e-05,0.0,0.551517117426833
4767,5.81947723377222e-05,5.81947723377222e-05,0.0,0.5514589226544953
4768,5.8188622296020906e-05,5.8188622296020906e-05,0.0,0.5514007340321992
4769,5.818247290462146e-05,5.818247290462146e-05,0.0,0.5513425515592945
4770,5.817632416361517e-05,5.817632416361517e-05,0.0,0.5512843752351309
4771,5.817017607309238e-05,5.817017607309238e-05,0.0,0.5512262050590577
4772,5.816402863314257e-05,5.816402863314257e-05,0.0,0.5511680410304246
4773,5.8157881843854353e-05,5.8157881843854353e-05,0.0,0.5511098831485808
4774,5.815173570531541e-05,5.815173570531541e-05,0.0,0.5510517314128753
4775,5.814559021761252e-05,5.814559021761252e-05,0.0,0.5509935858226577
4776,5.813944538083158e-05,5.813944538083158e-05,0.0,0.5509354463772768
4777,5.8133301195057645e-05,5.8133301195057645e-05,0.0,0.5508773130760817
4778,5.812715766037481e-05,5.812715766037481e-05,0.0,0.5508191859184213
4779,5.8121014776866344e-05,5.8121014776866344e-05,0.0,0.5507610649036444
4780,5.8114872544614604e-05,5.8114872544614604e-05,0.0,0.5507029500310997
4781,5.8108730963701074e-05,5.8108730963701074e-05,0.0,0.5506448413001359
4782,5.810259003420635e-05,5.810259003420635e-05,0.0,0.5505867387101017
4783,5.8096449756210174e-05,5.8096449756210174e-05,0.0,0.5505286422603455
4784,5.8090310129791396e-05,5.8090310129791396e-05,0.0,0.5504705519502157
4785,5.808417115502802e-05,5.808417115502802e-05,0.0,0.5504124677790606
4786,5.807803283199714e-05,5.807803283199714e-05,0.0,0.5503543897462285
4787,5.8071895160775034e-05,5.8071895160775034e-05,0.0,0.5502963178510677
4788,5.806575814143707e-05,5.806575814143707e-05,0.0,0.5502382520929262
4789,5.8059621774057786e-05,5.8059621774057786e-05,0.0,0.5501801924711521
4790,5.805348605871086e-05,5.805348605871086e-05,0.0,0.5501221389850934
4791,5.80473509954691e-05,5.80473509954691e-05,0.0,0.550064091634098
4792,5.8041216584404446e-05,5.8041216584404446e-05,0.0,0.5500060504175135
4793,5.8035082825588004e-05,5.8035082825588004e-05,0.0,0.549948015334688
4794,5.8028949719090033e-05,5.8028949719090033e-05,0.0,0.5498899863849688
4795,5.802281726497994e-05,5.802281726497994e-05,0.0,0.5498319635677038
4796,5.8016685463326286e-05,5.8016685463326286e-05,0.0,0.5497739468822405
4797,5.801055431419678e-05,5.801055431419678e-05,0.0,0.5497159363279263
4798,5.800442381765829e-05,5.800442381765829e-05,0.0,0.5496579319041086
4799,5.799829397377685e-05,5.799829397377685e-05,0.0,0.5495999336101348
4800,5.7992164782617676e-05,5.7992164782617676e-05,0.0,0.5495419414453522
4801,5.798603624424513e-05,5.798603624424513e-05,0.0,0.5494839554091079
4802,5.7979908358722694e-05,5.7979908358722694e-05,0.0,0.5494259755007491
4803,5.7973781126113135e-05,5.7973781126113135e-05,0.0,0.549368001719623
4804,5.79676545464783e-05,5.79676545464783e-05,0.0,0.5493100340650765
4805,5.796152861987923e-05,5.796152861987923e-05,0.0,0.5492520725364566
4806,5.7955403346376166e-05,5.7955403346376166e-05,0.0,0.5491941171331102
4807,5.794927872602848e-05,5.794927872602848e-05,0.0,0.5491361678543841
4808,5.7943154758894804e-05,5.7943154758894804e-05,0.0,0.5490782246996252
4809,5.793703144503288e-05,5.793703144503288e-05,0.0,0.5490202876681801
4810,5.793090878449966e-05,5.793090878449966e-05,0.0,0.5489623567593955
4811,5.7924786777351314e-05,5.7924786777351314e-05,0.0,0.5489044319726182
4812,5.791866542364315e-05,5.791866542364315e-05,0.0,0.5488465133071945
4813,5.791254472342971e-05,5.791254472342971e-05,0.0,0.548788600762471
4814,5.790642467676471e-05,5.790642467676471e-05,0.0,0.5487306943377943
4815,5.790030528370109e-05,5.790030528370109e-05,0.0,0.5486727940325105
4816,5.789418654429094e-05,5.789418654429094e-05,0.0,0.5486148998459661
4817,5.788806845858559e-05,5.788806845858559e-05,0.0,0.5485570117775074
4818,5.7881951026635586e-05,5.7881951026635586e-05,0.0,0.5484991298264807
4819,5.787583424849068e-05,5.787583424849068e-05,0.0,0.5484412539922322
4820,5.786971812419975e-05,5.786971812419975e-05,0.0,0.5483833842741079
4821,5.786360265381102e-05,5.786360265381102e-05,0.0,0.5483255206714541
4822,5.785748783737183e-05,5.785748783737183e-05,0.0,0.5482676631836167
4823,5.785137367492876e-05,5.785137367492876e-05,0.0,0.5482098118099418
4824,5.7845260166527644e-05,5.7845260166527644e-05,0.0,0.5481519665497752
4825,5.783914731221346e-05,5.783914731221346e-05,0.0,0.548094127402463
4826,5.78330351120305e-05,5.78330351120305e-05,0.0,0.548036294367351
4827,5.78269235660222e-05,5.78269235660222e-05,0.0,0.547978467443785
4828,5.7820812674231294e-05,5.7820812674231294e-05,0.0,0.5479206466311107
4829,5.781470243669969e-05,5.781470243669969e-05,0.0,0.547862831928674
4830,5.780859285346857e-05,5.780859285346857e-05,0.0,0.5478050233358206
4831,5.780248392457832e-05,5.780248392457832e-05,0.0,0.547747220851896
4832,5.779637565006856e-05,5.779637565006856e-05,0.0,0.5476894244762458
4833,5.779026802997819e-05,5.779026802997819e-05,0.0,0.5476316342082158
4834,5.778416106434534e-05,5.778416106434534e-05,0.0,0.5475738500471514
4835,5.7778054753207334e-05,5.7778054753207334e-05,0.0,0.5475160719923983
4836,5.777194909660078e-05,5.777194909660078e-05,0.0,0.5474583000433016
4837,5.776584409456158e-05,5.776584409456158e-05,0.0,0.5474005341992071
4838,5.7759739747124776e-05,5.7759739747124776e-05,0.0,0.5473427744594599
4839,5.7753636054324784e-05,5.7753636054324784e-05,0.0,0.5472850208234055
4840,5.77475330161952e-05,5.77475330161952e-05,0.0,0.5472272732903892
4841,5.774143063276886e-05,5.774143063276886e-05,0.0,0.5471695318597565
4842,5.773532890407796e-05,5.773532890407796e-05,0.0,0.5471117965308524
4843,5.7729227830153854e-05,5.7729227830153854e-05,0.0,0.5470540673030222
4844,5.772312741102725e-05,5.772312741102725e-05,0.0,0.5469963441756112
4845,5.7717027646728e-05,5.7717027646728e-05,0.0,0.5469386271479645
4846,5.771092853728538e-05,5.771092853728538e-05,0.0,0.5468809162194271
4847,5.7704830082727816e-05,5.7704830082727816e-05,0.0,0.5468232113893444
4848,5.7698732283083064e-05,5.7698732283083064e-05,0.0,0.5467655126570613
4849,5.769263513837813e-05,5.769263513837813e-05,0.0,0.5467078200219229
4850,5.768653864863934e-05,5.768653864863934e-05,0.0,0.5466501334832742
4851,5.7680442813892274e-05,5.7680442813892274e-05,0.0,0.5465924530404603
4852,5.767434763416177e-05,5.767434763416177e-05,0.0,0.5465347786928261
4853,5.766825310947201e-05,5.766825310947201e-05,0.0,0.5464771104397166
