Wy,x_start,w_fast,w_slow,fast_skip,slow_skip,delta_fast,delta_slow,phase,sep_mode_width,peak_ratio,valley_over_max,t_peak1,t_peak2,p_m1,p_m2,t_mode_m1,t_mode_m2,absorbed_mass,survival_tail
24,12,0,0,1,1,0.85,0.85,0,0.9488526403096489,,,,,0.650545909238353,0.3494540907616469,79,1795,0.8950913024881002,0.10490869751182537
24,14,0,0,1,1,0.85,0.85,0,0.8341655716162943,,,,,0.630371576201041,0.36962842379895894,114,1701,0.896126603444843,0.10387339655507831
24,16,0,0,1,1,0.85,0.85,0,0.7170377783337503,,,,,0.6115044572681249,0.38849554273187514,167,1600,0.8975362112359674,0.10246378876395293
24,18,0,0,1,1,0.85,0.85,0,0.5836350470673425,,,,,0.5935922740021046,0.4064077259978954,282,1491,0.8991157836724286,0.10088421632748655
24,20,0,0,1,1,0.85,0.85,0,0.4633222905821107,,,,,0.5763992612095329,0.42360073879046695,398,1377,0.9007027726554058,0.09929722734450976
24,22,0,0,1,1,0.85,0.85,0,0.35887850467289717,,,,,0.5597517522599197,0.4402482477400804,493,1261,0.902163195407635,0.09783680459227805
25,6,0,0,1,1,0.85,0.85,0,1.125917867827033,,,,,0.7302771800435731,0.2697228199564271,9,2079,0.8903468747628511,0.10965312523708051
25,8,0,0,1,1,0.85,0.85,0,1.0850536746490504,,,,,0.7000545791824777,0.29994542081752223,29,2000,0.8871376756432041,0.11286232435672108
25,10,0,0,1,1,0.85,0.85,0,1.0306375931548442,,,,,0.6749798839326832,0.3250201160673169,52,1919,0.8860651887263162,0.11393481127360836
25,12,0,0,1,1,0.85,0.85,0,0.9462597893599783,,,,,0.6528372239467218,0.3471627760532782,79,1831,0.8861735128692887,0.11382648713062835
25,14,0,0,1,1,0.85,0.85,0,0.8340184994861254,,,,,0.6325507710806594,0.36744922891934056,113,1736,0.8869808499522839,0.11301915004763088
25,16,0,0,1,1,0.85,0.85,0,0.718574566756163,,,,,0.6135308004179397,0.38646919958206016,160,1632,0.888191676113061,0.1118083238868531
25,18,0,0,1,1,0.85,0.85,0,0.5930259770652937,,,,,0.5954210921043565,0.40457890789564366,253,1520,0.8895960011743093,0.11040399882560271
25,20,0,0,1,1,0.85,0.85,0,0.46273433927754914,,,,,0.5779860286295424,0.42201397137045776,391,1403,0.8910302192997691,0.10896978070014138
25,22,0,0,1,1,0.85,0.85,0,0.3557258791704238,,,,,0.5610554365450463,0.43894456345495353,495,1284,0.8923617578859979,0.10763824211391575
26,6,0,0,1,1,0.85,0.85,0,1.1094736842105264,,,,,0.7328179713727527,0.2671820286272471,9,2117,0.8823515643116067,0.11764843568832076
26,8,0,0,1,1,0.85,0.85,0,1.070362473347548,,,,,0.7025145138807329,0.29748548611926695,29,2037,0.8785950966277957,0.1214049033721287
26,10,0,0,1,1,0.85,0.85,0,1.017928819909018,,,,,0.6773473499987404,0.32265265000125953,52,1954,0.8771306924846192,0.12286930751530067
26,12,0,0,1,1,0.85,0.85,0,0.9409905163329821,,,,,0.6550965834204903,0.34490341657950974,79,1865,0.8769302576069755,0.12306974239293969
26,14,0,0,1,1,0.85,0.85,0,0.8324949698189135,,,,,0.634677258253785,0.365322741746215,112,1767,0.8774787511344712,0.12252124886544145
26,16,0,0,1,1,0.85,0.85,0,0.7179364700262718,,,,,0.6154920480035558,0.3845079519964439,157,1660,0.8784649477207203,0.12153505227919481
26,18,0,0,1,1,0.85,0.85,0,0.5999087591240876,,,,,0.5971803897719057,0.40281961022809426,231,1546,0.8796722237314205,0.12032777626849081
26,20,0,0,1,1,0.85,0.85,0,0.4668587896253602,,,,,0.5795057745325076,0.42049422546749227,373,1426,0.8809353827605111,0.11906461723939907
26,22,0,0,1,1,0.85,0.85,0,0.3551483420593368,,,,,0.562300230002209,0.43769976999779103,490,1304,0.8821230684197667,0.11787693158013761
27,6,0,0,1,1,0.85,0.85,0,1.096198009696351,,,,,0.7352583771398461,0.26474162286015396,9,2157,0.8745250239214727,0.1254749760784532
27,8,0,0,1,1,0.85,0.85,0,1.0576376324631689,,,,,0.7048752374280857,0.2951247625719141,29,2075,0.8702192502735507,0.12978074972637274
27,10,0,0,1,1,0.85,0.85,0,1.0075344245258508,,,,,0.6796184853736417,0.32038151462635833,52,1991,0.8683585024153228,0.13164149758459553
27,12,0,0,1,1,0.85,0.85,0,0.9362139917695473,,,,,0.6572641370062245,0.34273586299377545,79,1899,0.8678435095214933,0.13215649047842074
27,14,0,0,1,1,0.85,0.85,0,0.8323471400394478,,,,,0.6367180484204089,0.36328195157959114,112,1800,0.8681264928652949,0.13187350713461718
27,16,0,0,1,1,0.85,0.85,0,0.7188961646398503,,,,,0.6173751918541245,0.3826248081458755,154,1691,0.86888094146608,0.13111905853382974
27,18,0,0,1,1,0.85,0.85,0,0.6044543429844098,,,,,0.5988705307091109,0.40112946929088894,217,1574,0.8698840188445596,0.13011598115534703
27,20,0,0,1,1,0.85,0.85,0,0.47440860215053765,,,,,0.5809665139168536,0.41903348608314644,348,1451,0.8709693586411879,0.12903064135871564
27,22,0,0,1,1,0.85,0.85,0,0.3546548448385054,,,,,0.5634972041518606,0.4365027958481394,486,1326,0.8720072092309896,0.12799279076891545
28,6,0,0,1,1,0.85,0.85,0,1.0811881188118813,,,,,0.737763525403204,0.262236474596796,9,2193,0.8665899028188241,0.13341009718110222
28,8,0,0,1,1,0.85,0.85,0,1.0433692654800701,,,,,0.7072804784955798,0.29271952150442004,29,2110,0.8616843917906647,0.13831560820925576
28,10,0,0,1,1,0.85,0.85,0,0.9949545913218971,,,,,0.6819096009330432,0.31809039906695674,52,2024,0.8593852594663952,0.1406147405335208
28,12,0,0,1,1,0.85,0.85,0,0.9278557114228457,,,,,0.6594283441251794,0.3405716558748205,79,1931,0.858521069282107,0.14147893071780204
28,14,0,0,1,1,0.85,0.85,0,0.8298695021749638,,,,,0.63873647681129,0.36126352318870997,112,1829,0.8585101280288996,0.1414898719710122
28,16,0,0,1,1,0.85,0.85,0,0.7178899082568807,,,,,0.6192227185010282,0.38077728149897194,153,1718,0.8590095738845467,0.14099042611535945
28,18,0,0,1,1,0.85,0.85,0,0.6057167794021383,,,,,0.6005179008921854,0.39948209910781457,210,1598,0.8597895138763999,0.14021048612350423
28,20,0,0,1,1,0.85,0.85,0,0.48479765149926607,,,,,0.582383076001858,0.41761692399814204,316,1472,0.8606818004520925,0.13931819954780944
28,22,0,0,1,1,0.85,0.85,0,0.3580069714988723,,,,,0.5646535838223151,0.43534641617768494,471,1344,0.8615578704259029,0.13844212957400173
