workload_id,family,geometry_id,geometry_kind,t_max,defect_pairs,local_bias_sites,defect_bin,sparse_seconds,luca_seconds,linear_mfpt_seconds,luca_mode,speedup_sparse_over_luca,winner_fullfpt,sparse_wall_samples,luca_reported_samples,luca_wall_samples,linear_wall_samples,l1_error,linf_error,estimation_components_json
TT_SYN_B16_K2_T1200,two_target,TT_SYN_B16_K2,synthetic,1200,30,17,"[21,60]",0.01203874999191612,0.6015242920257151,0.01679862500168383,full,0.020013738682728818,sparse,"[0.011690541985444725, 0.01203874999191612, 0.012318541994318366]","[0.0, 0.0, 0.0]","[0.598472207901068, 0.6015242920257151, 0.624013707973063]","[0.017047792091034353, 0.016465541906654835, 0.01679862500168383]",8.188482694919455e-10,7.619095319976293e-13,
TT_SYN_B1_K1_T300,two_target,TT_SYN_B1_K1,synthetic,300,4,2,"[0,20]",0.0038819590117782354,0.04126537498086691,0.016384958988055587,full,0.09407303371357084,sparse,"[0.00462195894215256, 0.0038819590117782354, 0.002941875020042062]","[0.0, 0.0, 0.0]","[0.04126537498086691, 0.04048708395566791, 0.043720167013816535]","[0.01735545799601823, 0.014530790969729424, 0.016384958988055587]",4.738351417335367e-10,1.7017698260623752e-12,
TT_SYN_B1_K1_T600,two_target,TT_SYN_B1_K1,synthetic,600,4,2,"[0,20]",0.0056634999345988035,0.07917775004170835,0.01714350003749132,full,0.07152893245407264,sparse,"[0.005652250023558736, 0.00591750000603497, 0.0056634999345988035]","[0.0, 0.0, 0.0]","[0.07301583304069936, 0.0810333340195939, 0.07917775004170835]","[0.01691679109353572, 0.01714350003749132, 0.01736754202283919]",6.354752360774774e-10,1.1463456584335415e-12,
TT_SYN_B1_K1_T1200,two_target,TT_SYN_B1_K1,synthetic,1200,4,2,"[0,20]",0.012457457953132689,0.15356083295773715,0.016421749955043197,full,0.08112392797817929,sparse,"[0.012457457953132689, 0.015790167031809688, 0.012276874971576035]","[0.0, 0.0, 0.0]","[0.15430175000801682, 0.15356083295773715, 0.14289308292791247]","[0.016421749955043197, 0.01637904194649309, 0.01676804106682539]",7.857876097615281e-10,7.281960049222e-13,
TT_SYN_B1_K2_T300,two_target,TT_SYN_B1_K2,synthetic,300,4,2,"[0,20]",0.0028639170341193676,0.039000291959382594,0.017148334067314863,full,0.07343322037440218,sparse,"[0.0028639170341193676, 0.002789124962873757, 0.003000917029567063]","[0.0, 0.0, 0.0]","[0.039000291959382594, 0.03912887501064688, 0.038097166921943426]","[0.017148334067314863, 0.017902874969877303, 0.016602499992586672]",4.680426506346084e-10,1.6813451567597684e-12,
TT_SYN_B1_K2_T600,two_target,TT_SYN_B1_K2,synthetic,600,4,2,"[0,20]",0.005645624944008887,0.07847304199822247,0.01709404098801315,full,0.07194349550176439,sparse,"[0.005645624944008887, 0.005860749981366098, 0.0054897499503567815]","[0.0, 0.0, 0.0]","[0.07811566593591124, 0.0792785829398781, 0.07847304199822247]","[0.018109917058609426, 0.016742957988753915, 0.01709404098801315]",6.314174043718647e-10,1.137085210254789e-12,
TT_SYN_B1_K2_T1200,two_target,TT_SYN_B1_K2,synthetic,1200,4,2,"[0,20]",0.011649667052552104,0.15256862505339086,0.01644750009290874,full,0.07635689872983611,sparse,"[0.011649667052552104, 0.011990042054094374, 0.011581999948248267]","[0.0, 0.0, 0.0]","[0.1475161249982193, 0.15256862505339086, 0.15343137504532933]","[0.01644750009290874, 0.01625383400823921, 0.016964917071163654]",7.860768588729025e-10,7.277861761331142e-13,
TT_SYN_B2_K1_T300,two_target,TT_SYN_B2_K1,synthetic,300,4,3,"[0,20]",0.0028286660090088844,0.03752670809626579,0.016768000088632107,full,0.07537740858464373,sparse,"[0.002813250059261918, 0.003010125015862286, 0.0028286660090088844]","[0.0, 0.0, 0.0]","[0.03724808304104954, 0.03752670809626579, 0.03939079097472131]","[0.016763500054366887, 0.016768000088632107, 0.017158375005237758]",4.6219698920306473e-10,1.6611697420477006e-12,
TT_SYN_B2_K1_T600,two_target,TT_SYN_B2_K1,synthetic,600,4,3,"[0,20]",0.005963583011180162,0.07849637500476092,0.016646667034365237,full,0.07597271862322894,sparse,"[0.006118749966844916, 0.005963583011180162, 0.005579833989031613]","[0.0, 0.0, 0.0]","[0.07361033302731812, 0.07849637500476092, 0.07866624998860061]","[0.017176999943330884, 0.016290125087834895, 0.016646667034365237]",6.266876906361866e-10,1.1266653568171592e-12,
TT_SYN_B2_K1_T1200,two_target,TT_SYN_B2_K1,synthetic,1200,4,3,"[0,20]",0.011537957936525345,0.15150595805607736,0.016223917016759515,full,0.07615514323373847,sparse,"[0.011537957936525345, 0.011441165930591524, 0.011617874959483743]","[0.0, 0.0, 0.0]","[0.15150595805607736, 0.1485640840837732, 0.16077924997080117]","[0.016223917016759515, 0.017995000001974404, 0.016081125009804964]",7.858679736661743e-10,7.268325397539053e-13,
TT_SYN_B2_K2_T300,two_target,TT_SYN_B2_K2,synthetic,300,6,3,"[0,20]",0.00287033396307379,0.04200433404184878,0.016338707995601,full,0.06833423332492514,sparse,"[0.00287033396307379, 0.002868958981707692, 0.0030778750078752637]","[0.0, 0.0, 0.0]","[0.04211529204621911, 0.04200433404184878, 0.041702707996591926]","[0.016303082928061485, 0.016338707995601, 0.016840541968122125]",4.682540365300329e-10,1.682110389347644e-12,
TT_SYN_B2_K2_T600,two_target,TT_SYN_B2_K2,synthetic,600,6,3,"[0,20]",0.0058358750538900495,0.08399208402261138,0.016518124961294234,full,0.0694812507845261,sparse,"[0.0058358750538900495, 0.005858665914274752, 0.00563074997626245]","[0.0, 0.0, 0.0]","[0.07806608406826854, 0.08399208402261138, 0.08481162507086992]","[0.016282083000987768, 0.016518124961294234, 0.01677829201798886]",6.31108540310412e-10,1.1368515548002422e-12,
TT_SYN_B2_K2_T1200,two_target,TT_SYN_B2_K2,synthetic,1200,6,3,"[0,20]",0.01172645902261138,0.16133641602937132,0.0170181670691818,full,0.07268327455889795,sparse,"[0.01172645902261138, 0.012036375002935529, 0.011554167023859918]","[0.0, 0.0, 0.0]","[0.1620189999230206, 0.16133641602937132, 0.1589969580527395]","[0.016794165945611894, 0.017535833059810102, 0.0170181670691818]",7.848608732442716e-10,7.267130449866028e-13,
TT_SYN_B32_K1_T300,two_target,TT_SYN_B32_K1,synthetic,300,62,33,"[61,120]",0.004391332971863449,0.5402288750046864,0.01670058409217745,full,0.008128652826684532,sparse,"[0.0046518329763785005, 0.0039634170243516564, 0.004391332971863449]","[0.0, 0.0, 0.0]","[0.6371885419357568, 0.527970458031632, 0.5402288750046864]","[0.01670058409217745, 0.016709374962374568, 0.01633166696410626]",4.306962796438998e-10,1.549349116427484e-12,
TT_SYN_B32_K1_T600,two_target,TT_SYN_B32_K1,synthetic,600,62,33,"[61,120]",0.005929459002800286,1.1125054580625147,0.01701820793095976,full,0.005329824640255467,sparse,"[0.005929459002800286, 0.005891292006708682, 0.006587832933291793]","[0.0, 0.0, 0.0]","[1.0835487089352682, 1.1713751669740304, 1.1125054580625147]","[0.016692208009772003, 0.01701820793095976, 0.017452374915592372]",5.903892309232895e-10,1.0571817631653042e-12,
TT_SYN_B32_K1_T1200,two_target,TT_SYN_B32_K1,synthetic,1200,62,33,"[61,120]",0.013656832976266742,2.323571499902755,0.0168250841088593,full,0.00587751785423358,sparse,"[0.012644957983866334, 0.014142416999675333, 0.013656832976266742]","[0.0, 0.0, 0.0]","[2.2529265410266817, 2.323571499902755, 2.4068636669544503]","[0.0168250841088593, 0.01684858393855393, 0.016001499956473708]",7.66089813054057e-10,7.026617865680304e-13,
TT_SYN_B32_K2_T300,two_target,TT_SYN_B32_K2,synthetic,300,62,33,"[61,120]",0.003335834015160799,0.6152074999408796,0.019474250031635165,full,0.005422290878250618,sparse,"[0.003335834015160799, 0.0031154999742284417, 0.0046761659905314445]","[0.0, 0.0, 0.0]","[0.6213952079415321, 0.6152074999408796, 0.5699297919636592]","[0.018530708039179444, 0.020729957963339984, 0.019474250031635165]",4.577033342695768e-10,1.6585140820482904e-12,
TT_SYN_B32_K2_T600,two_target,TT_SYN_B32_K2,synthetic,600,62,33,"[61,120]",0.0073933330131694674,1.2079443329712376,0.01529074995778501,full,0.006120590834665152,sparse,"[0.005621249903924763, 0.0073933330131694674, 0.007955084089189768]","[0.0, 0.0, 0.0]","[1.2098864999134094, 1.1747402499895543, 1.2079443329712376]","[0.0139570829924196, 0.01529074995778501, 0.015983249992132187]",6.091064627550687e-10,1.095252430219081e-12,
TT_SYN_B32_K2_T1200,two_target,TT_SYN_B32_K2,synthetic,1200,62,33,"[61,120]",0.01187199994456023,2.499920667032711,0.016978709027171135,full,0.004748950677163583,sparse,"[0.01187199994456023, 0.01173012494109571, 0.01221375004388392]","[0.0, 0.0, 0.0]","[2.499920667032711, 2.551931667025201, 2.3564824999775738]","[0.017113166977651417, 0.016736249905079603, 0.016978709027171135]",7.686135883398457e-10,7.098531842986768e-13,
TT_SYN_B4_K1_T300,two_target,TT_SYN_B4_K1,synthetic,300,10,5,"[0,20]",0.0030241659842431545,0.056896959082223475,0.015446500037796795,full,0.053151627662083714,sparse,"[0.0030241659842431545, 0.002909541013650596, 0.003334416076540947]","[0.0, 0.0, 0.0]","[0.04964566696435213, 0.056896959082223475, 0.06274616601876915]","[0.01559545798227191, 0.015417624963447452, 0.015446500037796795]",4.733831625686217e-10,1.6931388671349266e-12,
TT_SYN_B4_K1_T600,two_target,TT_SYN_B4_K1,synthetic,600,10,5,"[0,20]",0.00832349993288517,0.09593683306593448,0.018285542028024793,full,0.0867602115567509,sparse,"[0.00832349993288517, 0.006467874976806343, 0.010560666909441352]","[0.0, 0.0, 0.0]","[0.09264120901934803, 0.09593683306593448, 0.10168191709090024]","[0.01923774997703731, 0.018285542028024793, 0.017541458015330136]",6.422980660560772e-10,1.1572062033199513e-12,
TT_SYN_B4_K1_T1200,two_target,TT_SYN_B4_K1,synthetic,1200,10,5,"[0,20]",0.01127445895690471,0.20927745895460248,0.01541133294813335,full,0.05387325999285199,sparse,"[0.01224995800293982, 0.01127445895690471, 0.011135124950669706]","[0.0, 0.0, 0.0]","[0.20615054189693183, 0.2206645420519635, 0.20927745895460248]","[0.01541133294813335, 0.015505333081819117, 0.01490270800422877]",7.996759672114423e-10,7.399215273965664e-13,
TT_SYN_B4_K2_T300,two_target,TT_SYN_B4_K2,synthetic,300,10,5,"[0,20]",0.004143791040405631,0.06196637498214841,0.01669575006235391,full,0.06687160644138689,sparse,"[0.004143791040405631, 0.004639791906811297, 0.004094042000360787]","[0.0, 0.0, 0.0]","[0.06196637498214841, 0.05483487492892891, 0.06230608304031193]","[0.016212499933317304, 0.01725491601973772, 0.01669575006235391]",4.5334660769619806e-10,1.6235043927934763e-12,
TT_SYN_B4_K2_T600,two_target,TT_SYN_B4_K2,synthetic,600,10,5,"[0,20]",0.006121332990005612,0.11123212496750057,0.016399624990299344,full,0.05503206013365404,sparse,"[0.005593499983660877, 0.006334166042506695, 0.006121332990005612]","[0.0, 0.0, 0.0]","[0.11123212496750057, 0.11448454193305224, 0.10891270800493658]","[0.016399624990299344, 0.016920666908845305, 0.015998124959878623]",6.219039297516553e-10,1.1166154958493658e-12,
TT_SYN_B4_K2_T1200,two_target,TT_SYN_B4_K2,synthetic,1200,10,5,"[0,20]",0.01303654199000448,0.22199062502477318,0.016792459064163268,full,0.05872564207857723,sparse,"[0.01303654199000448, 0.015886624925769866, 0.012112582917325199]","[0.0, 0.0, 0.0]","[0.22694041696377099, 0.2122527500614524, 0.22199062502477318]","[0.016792459064163268, 0.016542167053557932, 0.017354125040583313]",7.87574636452267e-10,7.265003038811354e-13,
TT_SYN_B64_K1_T300,two_target,TT_SYN_B64_K1,synthetic,300,126,65,"[121,300]",0.002910749986767769,3.525544645031914,0.016447750036604702,estimate,0.0008256171116339444,sparse,"[0.002910749986767769, 0.0032055419869720936, 0.002827625023201108]","[3.525544645031914, 3.5447116886498407, 3.4911369781475514]","[0.11792566697113216, 0.11876449990086257, 0.11752429197076708]","[0.016447750036604702, 0.015508374897763133, 0.016799874952994287]",,,"{""setup_seconds"": 0.007982458104379475, ""eval_seconds_sampled"": 0.10884795896708965, ""eval_nz"": 32, ""m"": 1024, ""fft_seconds"": 1.983309630304575e-05, ""estimated_total_seconds"": 3.4911369781475514, ""defect_pairs"": 126, ""defect_nodes"": 123}"
TT_SYN_B64_K1_T600,two_target,TT_SYN_B64_K1,synthetic,600,126,65,"[121,300]",0.005790333962067962,7.141049271333031,0.016403542016632855,estimate,0.0008108519829589511,sparse,"[0.005790333962067962, 0.005602582939900458, 0.006226624944247305]","[7.141049271333031, 7.078679461963475, 7.499496310483664]","[0.12000829202588648, 0.1190622920403257, 0.12649958406109363]","[0.016316124936565757, 0.016403542016632855, 0.01841933303512633]",,,"{""setup_seconds"": 0.008738207980059087, ""eval_seconds_sampled"": 0.11704270797781646, ""eval_nz"": 32, ""m"": 2048, ""fft_seconds"": 2.4791923351585865e-05, ""estimated_total_seconds"": 7.499496310483664, ""defect_pairs"": 126, ""defect_nodes"": 123}"
TT_SYN_B64_K1_T1200,two_target,TT_SYN_B64_K1,synthetic,1200,126,65,"[121,300]",0.011635291972197592,11.959408909780905,0.016367541044019163,estimate,0.0009728985821934531,sparse,"[0.011512332945130765, 0.011824000044725835, 0.011635291972197592]","[11.312048326595686, 11.959408909780905, 21.78806374897249]","[0.09584954101592302, 0.10128454200457782, 0.17804570798762143]","[0.016367541044019163, 0.01635658391751349, 0.01708020898513496]",,,"{""setup_seconds"": 0.006938250036910176, ""eval_seconds_sampled"": 0.17016479198355228, ""eval_nz"": 32, ""m"": 4096, ""fft_seconds"": 3.2125040888786316e-05, ""estimated_total_seconds"": 21.78806374897249, ""defect_pairs"": 126, ""defect_nodes"": 123}"
TT_SYN_B64_K2_T300,two_target,TT_SYN_B64_K2,synthetic,300,124,65,"[121,300]",0.005340250092558563,3.388201125198975,0.01854033302515745,estimate,0.0015761313733242302,sparse,"[0.004742959048599005, 0.005364459007978439, 0.005340250092558563]","[3.388201125198975, 3.199411668116227, 3.551011187490076]","[0.11310087505262345, 0.10785745806060731, 0.1191331660374999]","[0.029594375053420663, 0.01854033302515745, 0.01718129205983132]",,,"{""setup_seconds"": 0.007293042028322816, ""eval_seconds_sampled"": 0.11074054101482034, ""eval_nz"": 32, ""m"": 1024, ""fft_seconds"": 2.0832987502217293e-05, ""estimated_total_seconds"": 3.551011187490076, ""defect_pairs"": 124, ""defect_nodes"": 122}"
TT_SYN_B64_K2_T600,two_target,TT_SYN_B64_K2,synthetic,600,124,65,"[121,300]",0.005934459040872753,6.9717897339724,0.01762208400759846,estimate,0.0008512102727302713,sparse,"[0.005680624977685511, 0.006348583963699639, 0.005934459040872753]","[6.9717897339724, 6.684526273282245, 7.096173938596621]","[0.11662424996029586, 0.11277966597117484, 0.11899200000334531]","[0.01762208400759846, 0.017407916020601988, 0.017813166952691972]",,,"{""setup_seconds"": 0.007424499955959618, ""eval_seconds_sampled"": 0.11076133302412927, ""eval_nz"": 32, ""m"": 2048, ""fft_seconds"": 2.4125096388161182e-05, ""estimated_total_seconds"": 7.096173938596621, ""defect_pairs"": 124, ""defect_nodes"": 122}"
TT_SYN_B64_K2_T1200,two_target,TT_SYN_B64_K2,synthetic,1200,124,65,"[121,300]",0.011752167018130422,12.843003285466693,0.017514250008389354,estimate,0.000915063771059634,sparse,"[0.01161908300127834, 0.01201687497086823, 0.011752167018130422]","[12.843003285466693, 12.698682375601493, 13.272591839893721]","[0.10795316693838686, 0.10699424997437745, 0.11081350001040846]","[0.016020875074900687, 0.01761383400298655, 0.017514250008389354]",,,"{""setup_seconds"": 0.006973083014599979, ""eval_seconds_sampled"": 0.10363737505394965, ""eval_nz"": 32, ""m"": 4096, ""fft_seconds"": 3.474997356534004e-05, ""estimated_total_seconds"": 13.272591839893721, ""defect_pairs"": 124, ""defect_nodes"": 122}"
TT_SYN_B8_K1_T300,two_target,TT_SYN_B8_K1,synthetic,300,18,9,"[0,20]",0.002810667036101222,0.08077262504957616,0.015249499934725463,full,0.03479727239737605,sparse,"[0.002810667036101222, 0.0028002919862046838, 0.0034970829728990793]","[0.0, 0.0, 0.0]","[0.08434595901053399, 0.08077262504957616, 0.08070549997501075]","[0.015249499934725463, 0.014588833088055253, 0.016676749917678535]",4.870340915053096e-10,1.761809159085258e-12,
TT_SYN_B8_K1_T600,two_target,TT_SYN_B8_K1,synthetic,600,18,9,"[0,20]",0.0056374589912593365,0.1586560420691967,0.015244166017509997,full,0.03553258305032341,sparse,"[0.005597625044174492, 0.0056374589912593365, 0.00616570794954896]","[0.0, 0.0, 0.0]","[0.1586560420691967, 0.15439237502869219, 0.16485091706272215]","[0.015784375020302832, 0.015244166017509997, 0.014845083002001047]",6.434445512767628e-10,1.161087662454724e-12,
TT_SYN_B8_K1_T1200,two_target,TT_SYN_B8_K1,synthetic,1200,18,9,"[0,20]",0.012107084039598703,0.3341242080787197,0.016559500014409423,full,0.036235279416648176,sparse,"[0.012107084039598703, 0.014894749969244003, 0.011868792003951967]","[0.0, 0.0, 0.0]","[0.3341242080787197, 0.3391650839475915, 0.32949995808303356]","[0.016219333978369832, 0.016559500014409423, 0.016646457952447236]",7.863591173405514e-10,7.322831847427157e-13,
TT_SYN_B8_K2_T300,two_target,TT_SYN_B8_K2,synthetic,300,18,9,"[0,20]",0.0028648750158026814,0.08333716704510152,0.015976249938830733,full,0.03437691869525911,sparse,"[0.0028213750338181853, 0.0031860829330980778, 0.0028648750158026814]","[0.0, 0.0, 0.0]","[0.08502683299593627, 0.08257070800755173, 0.08333716704510152]","[0.015976249938830733, 0.015420667012222111, 0.016536958049982786]",4.483869619549389e-10,1.60608484540943e-12,
TT_SYN_B8_K2_T600,two_target,TT_SYN_B8_K2,synthetic,600,18,9,"[0,20]",0.005909125087782741,0.1651121670147404,0.015147916972637177,full,0.03578855026023129,sparse,"[0.005721875000745058, 0.006113208015449345, 0.005909125087782741]","[0.0, 0.0, 0.0]","[0.1651121670147404, 0.16837258299347013, 0.15966608398593962]","[0.013545374968089163, 0.015147916972637177, 0.015843915985897183]",6.175132209336203e-10,1.1062961785298396e-12,
TT_SYN_B8_K2_T1200,two_target,TT_SYN_B8_K2,synthetic,1200,18,9,"[0,20]",0.011855957913212478,0.3106235000304878,0.016440290957689285,full,0.038168258074642816,sparse,"[0.011868625064380467, 0.011583499959670007, 0.011855957913212478]","[0.0, 0.0, 0.0]","[0.3106235000304878, 0.31957691605202854, 0.2962439999682829]","[0.016323416028171778, 0.01668379094917327, 0.016440290957689285]",7.960077554839975e-10,7.317434113554622e-13,
