t,f_total,f_target1,f_target2,survival
107,1.604882349902455e-07,3.944406742668632e-11,1.604487909228188e-07,8.997528686391005e-07
108,1.36202940128697e-07,3.346079934207713e-11,1.3616947932935494e-07,7.635499285104035e-07
109,1.1559094229696522e-07,2.8385517583157914e-11,1.1556255677938206e-07,6.479589862134384e-07
110,9.809695845758422e-08,2.408035266887381e-11,9.807287810491534e-08,5.498620277558541e-07
111,8.324957959380897e-08,2.0428385438856763e-11,8.322915120837011e-08,4.6661244816204514e-07
112,7.064861545459759e-08,1.733046020392021e-11,7.063128499439367e-08,3.959638327074475e-07
113,5.995434596397824e-08,1.4702483334316095e-11,5.993964348064392e-08,3.3600948674346934e-07
114,5.0878392611388706e-08,1.247313320433872e-11,5.086591947818437e-08,2.8513109413208066e-07
115,4.317596612584444e-08,1.0581918745138711e-11,4.31653842070993e-08,2.419551280062362e-07
116,3.663928330211257e-08,8.977533451403202e-12,3.6630305768661163e-08,2.0531584470412361e-07
117,3.1091976945479316e-08,7.616459810001402e-12,3.1084360485669314e-08,1.7422386775864438e-07
118,2.6384349346523867e-08,6.461785996358225e-12,2.637788756052751e-08,1.4783951841212047e-07
119,2.238934218172371e-08,5.482202508698959e-12,2.2383859979215008e-08,1.2545017623039678e-07
120,1.899911485029227e-08,4.651151343292853e-12,1.899446369894898e-08,1.064510613801045e-07
121,1.6122139505427913e-08,3.9461044923012815e-12,1.6118193400935612e-08,9.032892187467659e-08
122,1.3680734847496365e-08,3.347952085579534e-12,1.3677386895410785e-08,7.664818702718023e-08
123,1.1608972482263732e-08,2.840483496723334e-12,1.1606131998767008e-08,6.503921454491652e-08
124,9.85089961955044e-09,2.4099472746502245e-12,9.84848967227579e-09,5.518831492536606e-08
125,8.359030360741128e-09,2.0446779151771258e-12,8.35698568282595e-09,4.682928456462494e-08
126,7.0930650222077954e-09,1.7347793117409404e-12,7.0913302428960544e-09,3.973621954241715e-08
127,6.018803057069497e-09,1.4718562708408563e-12,6.017331200798656e-09,3.371741648534765e-08
128,5.1072203324301285e-09,1.248786788485324e-12,5.105971545641643e-09,2.8610196152917527e-08
129,4.333685931588796e-09,1.0595288949113141e-12,4.332626402693885e-09,2.4276510221328732e-08
130,3.677297398282303e-09,8.989568166005634e-13,3.6763984414657023e-09,2.059921282304643e-08
131,3.1203165227560153e-09,7.627220029718004e-13,3.1195538007530433e-09,1.7478896300290415e-08
132,2.6476904723385126e-09,6.471352419533835e-13,2.6470433370965592e-09,1.48312058279519e-08
133,2.2466453644377283e-09,5.490666624671833e-13,2.2460962977752613e-09,1.2584560463514174e-08
134,1.906341328859186e-09,4.658609083802116e-13,1.905875467950806e-09,1.0678219134654988e-08
