Wy,bx,start_x,start_y,near_x,near_y,far_x,far_y,near_dx,near_dy,phase,loss_mode,t_peak1,t_valley,t_peak2,t_mode_near,t_mode_far,peak1_height,peak2_height,peak1_window_mass,peak2_window_mass,p_near,p_far,sep_mode_width,survival_tail,t_max_used,horizon_flag
16,0.14,7,7,16,10,58,7,9,3,2,clear,46,196,408,46,408,0.00292842420026259,0.0021685863257691206,0.125908231913454,0.11404454653986314,0.21505181387428116,0.7849481861247032,1.9514824797843666,9.98676450962319e-13,12000,ok
16,0.14,7,7,17,10,58,7,10,3,2,clear,53,200,408,53,408,0.0026601805872646816,0.002177492457921179,0.1196248667905235,0.11451314584338772,0.21200445744328833,0.7879955425556961,1.8783068783068784,9.97018129040267e-13,12000,ok
16,0.14,7,7,18,10,58,7,11,3,2,clear,60,203,408,60,408,0.0024444559043270355,0.0021855039047006274,0.11326084377472453,0.11493505620526966,0.20930052022054885,0.790699479778439,1.8172323759791122,9.948076973075707e-13,12000,ok
16,0.14,7,7,19,10,58,7,12,3,2,clear,67,206,408,67,408,0.002269209660317647,0.0021925908953463846,0.1073330520740947,0.11530871848909648,0.2069511746964365,0.793048825302549,1.7487179487179487,9.9730664263816e-13,12000,ok
16,0.14,7,7,9,11,58,7,2,4,2,clear,14,170,407,14,407,0.00419952898275895,0.0023635911940561934,0.10408799018755345,0.12429604239006009,0.14457009881647767,0.8554299011825052,2.3603603603603602,9.98183432925136e-13,12000,ok
16,0.14,7,7,10,11,58,7,3,4,2,clear,17,173,407,17,407,0.004146986427724951,0.0023154154684823826,0.11244981361940362,0.12176281920532163,0.1619694563947415,0.8380305436042432,2.3076923076923075,9.98175143589241e-13,12000,ok
16,0.14,7,7,11,11,58,7,4,4,2,clear,21,177,407,21,407,0.0038837079971859294,0.002283196938076146,0.11632490082168565,0.12006794314682129,0.1735817910097005,0.8264182089892831,2.244186046511628,9.999809991138851e-13,12000,ok
16,0.14,7,7,12,11,58,7,5,4,2,clear,26,181,407,25,407,0.0035547213717614864,0.002262738561214983,0.1179054280339177,0.11899122514070963,0.18097099418534762,0.8190290058136382,2.182857142857143,9.963952949653086e-13,12000,ok
16,0.14,7,7,13,11,58,7,6,4,2,clear,31,185,407,31,407,0.0032351713649551492,0.002250307937833777,0.11683938343361076,0.11833669471482532,0.18549866353343347,0.8145013364655531,2.1064425770308124,9.962231167689307e-13,12000,ok
16,0.14,7,7,14,11,58,7,7,4,2,clear,36,188,407,36,407,0.0029491299931105777,0.002243101164371244,0.11417686816632722,0.11795705698359252,0.1881760833902466,0.8118239166087367,2.044077134986226,9.981992524699434e-13,12000,ok
16,0.14,7,7,15,11,58,7,8,4,2,clear,43,192,407,42,407,0.002705561517415814,0.0022391791446927187,0.11378436296267128,0.11775040843583054,0.18969782604666788,0.8103021739523193,1.978319783197832,9.962188608769865e-13,12000,ok
16,0.14,7,7,16,11,58,7,9,4,2,clear,49,195,407,49,407,0.002501684202895073,0.002237263331007674,0.1099728163044656,0.11764954099867078,0.19052026566822414,0.8094797343307637,1.9093333333333333,9.949856842735262e-13,12000,ok
16,0.14,7,7,17,11,58,7,10,4,2,clear,56,199,407,56,407,0.0023314401627956218,0.002236537580032579,0.1064249270705819,0.11761154963228745,0.1909348861856613,0.8090651138133219,1.8425196850393701,9.994047625281222e-13,12000,ok
16,0.14,7,7,18,11,58,7,11,4,2,clear,63,202,407,63,407,0.0021892075465760677,0.0022364954391493053,0.10246312469159087,0.11760981686152001,0.1911238815297656,0.8088761184692169,1.782383419689119,9.987670240952323e-13,12000,ok
16,0.14,7,7,19,11,58,7,12,4,2,clear,70,205,407,70,407,0.0020695360669902916,0.002236833140621579,0.09856573801446472,0.11762839388178029,0.19119878767784487,0.80880121232114,1.719387755102041,9.98202538693867e-13,12000,ok
16,0.14,7,7,9,12,58,7,2,5,2,clear,19,169,407,18,407,0.002329352499426759,0.0024886330783328654,0.06750999173014136,0.13086684264106013,0.09896775107829345,0.9010322489206911,2.2748538011695905,9.954062871162415e-13,12000,ok
16,0.14,7,7,10,12,58,7,3,5,2,clear,22,173,407,21,407,0.0025051594122027076,0.0024419170998823034,0.07730830842125401,0.128412004605162,0.11607693762866422,0.8839230623703216,2.23121387283237,9.957088519457355e-13,12000,ok
16,0.14,7,7,11,12,58,7,4,5,2,clear,25,177,407,25,407,0.002539221346542963,0.0024037611146789607,0.08321424071483559,0.1264064821101383,0.13000046891165595,0.8699995310873244,2.182857142857143,9.998105807097714e-13,12000,ok
16,0.14,7,7,12,12,58,7,5,5,2,clear,30,180,407,30,407,0.0024908630320266225,0.002373552447852974,0.08881563701420914,0.12481835462771046,0.14101210656337024,0.8589878934356138,2.1179775280898876,9.968626821663875e-13,12000,ok
16,0.14,7,7,13,12,58,7,6,5,2,clear,35,184,407,35,407,0.002401916444860816,0.0023499674231035597,0.09209021208242386,0.12357826334739709,0.14961922261139082,0.8503807773875945,2.0609418282548475,9.96761499679928e-13,12000,ok
16,0.14,7,7,14,12,58,7,7,5,2,clear,41,187,407,41,407,0.0023007009774297037,0.0023315961238728838,0.09499340658576412,0.1226122421081663,0.1563454617887631,0.8436545382102201,2.0,9.988723749496215e-13,12000,ok
16,0.14,7,7,15,12,58,7,8,5,2,clear,47,191,407,47,407,0.0022008962328886454,0.0023172109754079975,0.0956572025175992,0.12185585327115048,0.16164090690363908,0.8383590930953458,1.935483870967742,9.973985782707965e-13,12000,ok
16,0.14,7,7,16,12,58,7,9,5,2,clear,53,194,407,53,407,0.0021077885401414743,0.00230583925339108,0.09474709782531154,0.12125802160544305,0.16586044646919257,0.8341395535297924,1.873015873015873,9.971701822454547e-13,12000,ok
16,0.14,7,7,17,12,58,7,10,5,2,clear,60,198,407,60,407,0.0020228300415774283,0.0022967482790964082,0.09364854828456265,0.12078027447300599,0.16927158406687767,0.8307284159321052,1.8167539267015707,9.978669941695496e-13,12000,ok
16,0.14,7,7,18,12,58,7,11,5,2,clear,66,201,407,66,407,0.001945857936337686,0.0022894017344584744,0.09146555945791601,0.12039445830047008,0.17207141754006433,0.8279285824589185,1.7622739018087856,9.992560700182479e-13,12000,ok
16,0.14,7,7,19,12,58,7,12,5,2,clear,73,204,407,73,407,0.0018761263109876348,0.0022834135407930416,0.08958818749982558,0.12008032236801855,0.17440386451772835,0.8255961354812573,1.7084398976982098,9.95910407113045e-13,12000,ok
16,0.14,7,7,9,13,58,7,2,6,2,clear,24,169,408,24,408,0.0013517773694902862,0.002570382494276462,0.044424259162550425,0.13517274624390774,0.068847658902641,0.9311523410963382,2.1942857142857144,9.999317547114996e-13,12000,ok
16,0.14,7,7,10,13,58,7,3,6,2,clear,27,172,408,27,408,0.0015504218030967217,0.002530399850699937,0.05336459625387407,0.13307262259543365,0.08367590108467284,0.9163240989143102,2.1586402266288953,9.976098352031977e-13,12000,ok
16,0.14,7,7,11,13,58,7,4,6,2,clear,31,176,407,31,407,0.0016820629644415212,0.002493628893173801,0.061409125568208545,0.13112955684748004,0.09722439226419077,0.9027756077347932,2.100558659217877,9.968453335478212e-13,12000,ok
16,0.14,7,7,12,13,58,7,5,6,2,clear,36,179,407,35,407,0.001758438515108356,0.0024609916501045896,0.06873216058845989,0.12941475962546975,0.10920698478663554,0.8907930152123469,2.049586776859504,9.979470922320959e-13,12000,ok
16,0.14,7,7,13,13,58,7,6,6,2,clear,41,183,407,40,407,0.001796134429378231,0.0024326060396992555,0.07424414389262134,0.12792314165645344,0.11959995336318656,0.8804000466357988,2.0,9.956793494564342e-13,12000,ok
16,0.14,7,7,14,13,58,7,7,6,2,clear,46,186,407,46,407,0.0018078044369193016,0.0024082172858066455,0.07773920961075821,0.1266414224477483,0.12851850338838777,0.8714814966105991,1.9513513513513514,9.951497734992235e-13,12000,ok
16,0.14,7,7,15,13,58,7,8,6,2,clear,52,190,407,51,407,0.0018014150228144925,0.0023873956630161243,0.08035907115714049,0.12554710939069133,0.13613433640197076,0.8638656635970151,1.8986666666666667,9.96148533512576e-13,12000,ok
16,0.14,7,7,16,13,58,7,9,6,2,clear,57,193,407,57,407,0.001783804837878468,0.0023696710368857022,0.08102189830342663,0.12461557075128497,0.1426292871206162,0.8573707128783682,1.8469656992084433,9.984612403439104e-13,12000,ok
16,0.14,7,7,17,13,58,7,10,6,2,clear,63,196,407,63,407,0.001758504009099546,0.0023545994017707106,0.08146722498344369,0.12382353850643364,0.1481730707417635,0.8518269292572201,1.7963446475195823,9.966294932736771e-13,12000,ok
16,0.14,7,7,18,13,58,7,11,6,2,clear,70,200,407,69,407,0.001728212211099731,0.0023417897466408736,0.0816621088751343,0.12315052645765961,0.15291484516744946,0.8470851548315367,1.7467700258397933,9.957262585680968e-13,12000,ok
16,0.14,7,7,19,13,58,7,12,6,2,clear,76,203,407,76,407,0.001695155449897606,0.0023309105130897992,0.08098968565461737,0.12257917482824521,0.15698177055887305,0.8430182294401121,1.6930946291560103,9.95594315244443e-13,12000,ok
