t,f_K2,f_K4
3020,0.0001499917370966745,8.221084541353512e-05
3021,0.00014993381081554496,8.214083553097043e-05
3022,0.00014987590599049237,8.207088526797917e-05
3023,0.00014981802261551872,8.200099457399993e-05
3024,0.00014976016068643356,8.193116339820859e-05
3025,0.0001497023201975427,8.186139168996815e-05
3026,0.00014964450114355687,8.179167939815044e-05
3027,0.00014958670351977916,8.172202647286432e-05
3028,0.00014952892732008022,8.165243286312125e-05
3029,0.00014947117254027222,8.158289851891756e-05
3030,0.00014941343917446664,8.151342338895831e-05
3031,0.00014935572721787383,8.144400742340346e-05
3032,0.00014929803666508825,8.137465057184277e-05
3033,0.0001492403675109709,8.130535278374027e-05
3034,0.00014918271975000047,8.123611400898424e-05
3035,0.00014912509337713516,8.116693419706317e-05
3036,0.00014906748838732083,8.109781329794092e-05
3037,0.00014900990477470207,8.10287512619264e-05
3038,0.00014895234253469903,8.095974803749281e-05
3039,0.0001488948016616963,8.08908035760781e-05
3040,0.00014883728215044632,8.082191782711222e-05
3041,0.0001487797839954935,8.075309074038193e-05
3042,0.00014872230719167417,8.068432226584567e-05
3043,0.00014866485173396551,8.061561235401725e-05
3044,0.00014860741761659688,8.054696095483536e-05
3045,0.0001485500048345256,8.047836801850251e-05
3046,0.00014849261338254453,8.04098334950227e-05
3047,0.000148435243254807,8.03413573349664e-05
3048,0.000148377894446172,8.027293948861456e-05
3049,0.00014832056695190227,8.020457990576457e-05
3050,0.00014826326076555624,8.013627853750248e-05
3051,0.00014820597588281222,8.006803533366379e-05
3052,0.00014814871229757421,7.999985024549419e-05
3053,0.00014809147000513303,7.993172322267422e-05
3054,0.00014803424899919787,7.986365421594997e-05
3055,0.00014797704927511476,7.97956431760713e-05
3056,0.0001479198708272227,7.972769005410358e-05
3057,0.00014786271364999057,7.965979480033972e-05
3058,0.00014780557773813718,7.959195736503182e-05
3059,0.00014774846308672729,7.952417769954416e-05
3060,0.00014769136968985,7.94564557544027e-05
3061,0.0001476342975421315,7.938879148075726e-05
3062,0.00014757724663809807,7.932118482904033e-05
3063,0.00014752021697219845,7.925363575039351e-05
3064,0.00014746320853963832,7.918614419628304e-05
3065,0.0001474062213338927,7.91187101166752e-05
3066,0.00014734925535051484,7.905133346336258e-05
3067,0.00014729231058322508,7.898401418761734e-05
3068,0.0001472353870272537,7.891675224011406e-05
3069,0.00014717848467659547,7.884954757198975e-05
3070,0.0001471216035260521,7.878240013487508e-05
3071,0.00014706474356993826,7.871530987951618e-05
3072,0.00014700790480309236,7.864827675773913e-05
3073,0.0001469510872197305,7.85813007205324e-05
3074,0.00014689429081442195,7.851438171957321e-05
3075,0.00014683751558179279,7.844751970575974e-05
3076,0.00014678076151595042,7.838071463120037e-05
3077,0.00014672402861147537,7.831396644707336e-05
3078,0.00014666731686310814,7.82472751049966e-05
3079,0.00014661062626507456,7.818064055651353e-05
3080,0.00014655395681196443,7.811406275346974e-05
3081,0.00014649730849826672,7.804754164738513e-05
3082,0.00014644068131813831,7.79810771896843e-05
3083,0.00014638407526627105,7.791466933275362e-05
3084,0.00014632749033729838,7.784831802770594e-05
3085,0.00014627092652512146,7.778202322705295e-05
3086,0.0001462143838243223,7.771578488218963e-05
3087,0.00014615786222937823,7.76496029450452e-05
3088,0.00014610136173509816,7.758347736798907e-05
3089,0.00014604488233502022,7.75174081026792e-05
3090,0.00014598842402474506,7.745139510125296e-05
3091,0.00014593198679747524,7.738543831560169e-05
3092,0.00014587557064815715,7.73195376981371e-05
3093,0.0001458191755709272,7.72536932011392e-05
3094,0.00014576280156057726,7.718790477668103e-05
3095,0.00014570644861113124,7.712217237663437e-05
3096,0.00014565011671685083,7.70564959538249e-05
3097,0.00014559380587289046,7.699087546068655e-05
3098,0.00014553751607235653,7.692531084831463e-05
3099,0.00014548124731055716,7.685980207094347e-05
3100,0.00014542499958151127,7.679434907967509e-05
3101,0.0001453687728795119,7.672895182768832e-05
3102,0.0001453125671988356,7.666361026727165e-05
3103,0.00014525638253428937,7.659832435079713e-05
3104,0.0001452002188794184,7.653309403166111e-05
3105,0.00014514407622911215,7.646791926170709e-05
3106,0.00014508795457743163,7.640279999379085e-05
3107,0.00014503185391899086,7.633773618080653e-05
3108,0.00014497577424743216,7.627272777528783e-05
3109,0.00014491971555759335,7.620777473027395e-05
3110,0.00014486367784386772,7.614287699892548e-05
3111,0.00014480766110025917,7.607803453332088e-05
3112,0.00014475166532107808,7.601324728732106e-05
3113,0.00014469569050041788,7.594851521342982e-05
3114,0.00014463973663299292,7.588383826464587e-05
3115,0.00014458380371289828,7.581921639391395e-05
3116,0.0001445278917341353,7.575464955469303e-05
3117,0.00014447200069109362,7.56901376995385e-05
3118,0.00014441613057773295,7.562568078240466e-05
3119,0.00014436028138905911,7.55612787556476e-05
3120,0.00014430445311889914,7.549693157366341e-05
3121,0.0001442486457615365,7.543263918812622e-05
3122,0.0001441928593111971,7.536840155411712e-05
3123,0.00014413709376186315,7.530421862403435e-05
3124,0.00014408134910775546,7.52400903515577e-05
3125,0.00014402562534340644,7.517601668954162e-05
3126,0.0001439699224629153,7.511199759217951e-05
3127,0.00014391424046062697,7.50480330129315e-05
3128,0.00014385857933036882,7.498412290499617e-05
3129,0.00014380293906649566,7.492026722233323e-05
3130,0.00014374731966319352,7.485646591846096e-05
3131,0.00014369172111493048,7.479271894734848e-05
3132,0.00014363614341587154,7.472902626208542e-05
3133,0.0001435805865595233,7.466538781704437e-05
3134,0.0001435250505403485,7.460180356593463e-05
3135,0.00014346953535313337,7.453827346253862e-05
3136,0.00014341404099140476,7.44747974604894e-05
3137,0.00014335856744971553,7.441137551434643e-05
3138,0.00014330311472142746,7.434800757719809e-05
3139,0.00014324768280175488,7.428469360402177e-05
3140,0.00014319227168400355,7.422143354806569e-05
3141,0.0001431368813629854,7.415822736358617e-05
3142,0.00014308151183225438,7.4095075004933e-05
3143,0.00014302616308629166,7.40319764263794e-05
3144,0.0001429708351194313,7.39689315816467e-05
3145,0.00014291552792507475,7.390594042536764e-05
3146,0.00014286024149798,7.384300291178915e-05
3147,0.00014280497583202335,7.37801189947644e-05
3148,0.000142749730921215,7.371728862908717e-05
3149,0.0001426945067598284,7.365451176914053e-05
3150,0.00014263930334200642,7.35917883693854e-05
3151,0.00014258412066137793,7.352911838429905e-05
3152,0.00014252895871266603,7.346650176846523e-05
3153,0.00014247381749004384,7.340393847555367e-05
3154,0.00014241869698660686,7.334142846152319e-05
3155,0.00014236359719730645,7.327897167987179e-05
3156,0.00014230851811646562,7.3216568086335e-05
3157,0.00014225345973707389,7.315421763466753e-05
3158,0.00014219842205388957,7.309192028025583e-05
3159,0.00014214340506097826,7.302967597759985e-05
3160,0.00014208840875256805,7.296748468153629e-05
3161,0.0001420334331217554,7.290534634658044e-05
3162,0.00014197847816394026,7.284326092812846e-05
3163,0.00014192354387256685,7.278122838129145e-05
3164,0.00014186863024147217,7.271924866057135e-05
3165,0.00014181373726490862,7.265732172079313e-05
3166,0.00014175886493669187,7.259544751746428e-05
3167,0.00014170401325124356,7.253362600592336e-05
3168,0.0001416491822021322,7.247185714082601e-05
3169,0.00014159437178333135,7.241014087697073e-05
3170,0.00014153958198962456,7.234847717039087e-05
3171,0.00014148481281477134,7.228686597640988e-05
3172,0.00014143006425198509,7.22253072491267e-05
3173,0.00014137533629646461,7.216380094504712e-05
3174,0.00014132062894075433,7.210234701867388e-05
3175,0.00014126594218020068,7.204094542656838e-05
3176,0.00014121127600839238,7.197959612260332e-05
3177,0.00014115663041938304,7.19182990633102e-05
3178,0.0001411020054065172,7.18570542042677e-05
3179,0.00014104740096447692,7.179586150013955e-05
3180,0.00014099281708711172,7.173472090762769e-05
3181,0.000140938253768742,7.167363238135804e-05
3182,0.0001408837110025109,7.161259587791002e-05
3183,0.0001408291887825684,7.155161135205412e-05
3184,0.00014077468710342372,7.149067876051814e-05
3185,0.00014072020595856468,7.142979805787773e-05
3186,0.00014066574534203917,7.136896920136192e-05
3187,0.00014061130524825648,7.130819214529116e-05
3188,0.000140556885670542,7.124746684664797e-05
3189,0.00014050248660369975,7.118679326134298e-05
3190,0.00014044810804080424,7.112617134435358e-05
3191,0.00014039374997579522,7.106560105292736e-05
3192,0.00014033941240294237,7.100508234243776e-05
3193,0.000140285095316578,7.094461516888254e-05
3194,0.000140230798709612,7.088419948852704e-05
3195,0.00014017652257686535,7.082383525760235e-05
3196,0.0001401222669121318,7.076352243218664e-05
3197,0.0001400680317092732,7.070326096838151e-05
3198,0.00014001381696185632,7.064305082267081e-05
3199,0.00013995962266391765,7.058289195181218e-05
3200,0.00013990544880939073,7.052278431078567e-05
3201,0.00013985129539222113,7.046272785750044e-05
3202,0.0001397971624068224,7.04027225473919e-05
3203,0.00013974304984680784,7.034276833697484e-05
3204,0.0001396889577052952,7.028286518324844e-05
3205,0.0001396348859770252,7.022301304218038e-05
3206,0.00013958083465583014,7.016321187093894e-05
3207,0.0001395268037353495,7.010346162547479e-05
3208,0.00013947279320958503,7.004376226250688e-05
3209,0.00013941880307233803,6.998411373934044e-05
3210,0.00013936483331745568,6.992451601236685e-05
3211,0.00013931088393935646,6.986496903779362e-05
3212,0.00013925695493128144,6.980547277238233e-05
3213,0.00013920304628738426,6.974602717419793e-05
3214,0.0001391491580012339,6.96866321988174e-05
3215,0.00013909529006725951,6.962728780346223e-05
3216,0.0001390414424790334,6.956799394503073e-05
3217,0.000138987615230022,6.950875058080873e-05
3218,0.0001389338083148891,6.944955766757133e-05
3219,0.00013888002172630733,6.939041516228599e-05
3220,0.00013882625545934868,6.933132302259697e-05
3221,0.00013877250950699804,6.927228120467892e-05
3222,0.0001387187838641316,6.921328966667085e-05
3223,0.00013866507852327534,6.915434836492311e-05
3224,0.00013861139347946583,6.909545725699454e-05
3225,0.00013855772872560252,6.90366163003012e-05
3226,0.0001385040842563629,6.897782545170075e-05
3227,0.00013845046006441772,6.891908466895128e-05
3228,0.00013839685614526172,6.886039390928638e-05
3229,0.0001383432724910824,6.880175313010654e-05
3230,0.00013828970909679188,6.874316228830624e-05
3231,0.0001382361659558958,6.868462134216219e-05
3232,0.00013818264306142872,6.862613024876187e-05
3233,0.00013812914040888175,6.856768896597453e-05
3234,0.0001380756579904622,6.850929745158149e-05
3235,0.00013802219580074447,6.845095566208946e-05
3236,0.00013796875383299717,6.839266355602608e-05
3237,0.00013791533208230643,6.833442109076977e-05
3238,0.0001378619305407442,6.827622822421072e-05
3239,0.0001378085492031754,6.821808491416744e-05
3240,0.00013775518806354123,6.815999111864941e-05
3241,0.00013770184711433723,6.810194679471095e-05
3242,0.00013764852635139534,6.804395190096659e-05
3243,0.0001375952257671284,6.798600639534136e-05
3244,0.00013754194535539724,6.792811023475506e-05
3245,0.00013748868511022458,6.787026337882962e-05
3246,0.0001374354450259179,6.781246578360619e-05
3247,0.0001373822250950494,6.77547174090414e-05
3248,0.00013732902531242213,6.769701821215101e-05
3249,0.00013727584567044986,6.763936815123452e-05
3250,0.0001372226861650089,6.758176718460868e-05
3251,0.0001371695467881799,6.752421526982085e-05
3252,0.00013711642753435382,6.746671236665844e-05
3253,0.00013706332839745646,6.74092584312649e-05
3254,0.00013701024937086425,6.735185342341203e-05
3255,0.00013695719044875775,6.729449730097587e-05
3256,0.0001369041516246536,6.723719002294697e-05
3257,0.00013685113289175333,6.717993154697851e-05
3258,0.00013679813424472727,6.71227218315784e-05
3259,0.0001367451556769692,6.706556083555169e-05
3260,0.00013669219718192736,6.700844851729051e-05
3261,0.00013663925875413217,6.69513848350395e-05
3262,0.00013658634038656638,6.689436974779117e-05
3263,0.00013653344207312438,6.683740321363327e-05
3264,0.00013648056380775658,6.678048519196811e-05
3265,0.00013642770558415667,6.672361564052454e-05
3266,0.0001363748673958173,6.666679451941035e-05
3267,0.0001363220492367181,6.661002178606942e-05
3268,0.0001362692511004994,6.655329740028121e-05
3269,0.0001362164729808274,6.649662131973655e-05
3270,0.0001361637148718736,6.643999350405068e-05
3271,0.00013611097676688495,6.638341391264895e-05
3272,0.0001360582586597834,6.632688250324815e-05
3273,0.000136005560543737,6.62703992358753e-05
3274,0.00013595288241341637,6.62139640685488e-05
3275,0.00013590022426178492,6.615757696110794e-05
3276,0.0001358475860828683,6.610123787246773e-05
3277,0.000135794967869918,6.604494676143122e-05
3278,0.00013574236961729982,6.598870358712193e-05
3279,0.00013568979131884631,6.593250830901127e-05
3280,0.0001356372329673787,6.587636088651305e-05
3281,0.00013558469455765535,6.582026127840316e-05
3282,0.00013553217608269514,6.57642094439934e-05
3283,0.00013547967753599306,6.5708205342769e-05
3284,0.0001354271989123444,6.565224893379471e-05
