direction_index,predicted_gradient_dot_direction,frechet_directional_derivative,five_point_directional_derivative,relative_linearity_error,relative_finite_difference_error,budget_residual,metric_norm_residual
165.0,-0.0072074602205297765,-0.007207460220529746,-0.0072074602204194585,4.211977576112479e-15,1.5306085827159828e-11,5.551115123125783e-17,-2.220446049250313e-16
166.0,0.015829403231096256,0.015829403231096266,0.01582940323117954,6.575321067922065e-16,5.261352741182305e-12,-1.1102230246251565e-16,0.0
167.0,-0.006859437625423284,-0.006859437625423275,-0.00685943762532513,1.2644793718564941e-15,1.430935436367683e-11,5.551115123125783e-17,2.220446049250313e-16
168.0,0.0005828267444252496,0.0005828267444252522,0.0005828267442276046,4.464594733948296e-15,3.3911443183480206e-10,-8.326672684688674e-17,0.0
169.0,-0.02227949715262974,-0.022279497152629755,-0.022279497152606166,6.228950192521017e-16,1.0581429139545079e-12,1.1102230246251565e-16,0.0
170.0,0.001626758780781834,0.001626758780781834,0.0016267587805175268,0.0,1.6247475803533514e-10,-1.1102230246251565e-16,0.0
171.0,-0.007057397152467556,-0.007057397152467573,-0.00705739715255634,2.4580216168626037e-15,1.258027753618365e-11,-2.7755575615628914e-17,2.220446049250313e-16
172.0,0.01569402170301787,0.015694021703017882,0.015694021702911582,8.842722452171598e-16,6.7724200580569225e-12,-8.326672684688674e-16,-1.1102230246251565e-16
173.0,-0.0015476546236702273,-0.0015476546236702186,-0.0015476546235543285,5.604362399224933e-15,7.488675135998337e-11,2.220446049250313e-16,0.0
174.0,0.011622066441892249,0.011622066441892235,0.011622066441729915,1.1940895259203959e-15,1.396771296826309e-11,-2.220446049250313e-16,0.0
175.0,-0.014804164654457937,-0.014804164654457948,-0.014804164654297345,7.030684337009586e-16,1.0847760041644373e-11,6.938893903907228e-17,0.0
176.0,-0.028020710425327142,-0.02802071042532711,-0.028020710425522934,1.1143551356621179e-15,6.987378152313366e-12,-3.3306690738754696e-16,2.220446049250313e-16
177.0,-0.0013502130366216062,-0.0013502130366216045,-0.0013502130368515477,1.2847776081483172e-15,1.7030016270967777e-10,0.0,2.220446049250313e-16
178.0,-0.01132950716568773,-0.011329507165687737,-0.011329507165364997,6.124621135261902e-16,2.8486072246688252e-11,-6.106226635438361e-16,0.0
179.0,-0.005983292250790834,-0.005983292250790825,-0.00598329225090279,1.449639599097857e-15,1.871151305327541e-11,-1.1102230246251565e-16,-1.1102230246251565e-16
180.0,0.007450200912282722,0.007450200912282728,0.007450200912538044,8.149487828846281e-16,3.4270459060373775e-11,-1.1102230246251565e-16,0.0
181.0,-0.0037867646335439254,-0.0037867646335439306,-0.0037867646335519125,1.374305226635913e-15,2.1092149465794677e-12,0.0,0.0
