case_id,near,basin_radius,global_bias,local_bias,hold_strength,classification,score,t1,tv,t2,R_peak,R_valley,p_near,p_far,survival_tail,early_near_fraction,late_far_fraction,binned_roughness,row_stochasticity_error,mass_balance_error,decomposition_error
near7_9_R3p5_g0p12_l0p00_h0p00,"(7, 9)",3.5,0.12,0,0,unimodal,0,19,,,0,1,0.241181,0.454337,0.304482,0,0,0.0444142,0,7.99361e-15,3.40507e-19
near7_9_R3p5_g0p12_l0p00_h0p25,"(7, 9)",3.5,0.12,0,0.25,unimodal,0,20,,,0,1,0.234109,0.458552,0.307339,0,0,0.0401876,2.22045e-16,7.43849e-15,4.09964e-19
near7_9_R3p5_g0p12_l0p00_h0p45,"(7, 9)",3.5,0.12,0,0.45,unimodal,0,20,,,0,1,0.226905,0.462825,0.31027,0,0,0.0384033,1.11022e-16,7.21645e-15,3.95776e-19
near7_9_R3p5_g0p12_l0p04_h0p00,"(7, 9)",3.5,0.12,0.04,0,unimodal,0,19,,,0,1,0.276874,0.433562,0.289563,0,0,0.0486896,2.22045e-16,7.66054e-15,3.62676e-19
near7_9_R3p5_g0p12_l0p04_h0p25,"(7, 9)",3.5,0.12,0.04,0.25,unimodal,0,20,,,0,1,0.270424,0.437369,0.292207,0,0,0.0444499,2.22045e-16,7.21645e-15,4.30293e-19
near7_9_R3p5_g0p12_l0p04_h0p45,"(7, 9)",3.5,0.12,0.04,0.45,unimodal,0,20,,,0,1,0.263534,0.441407,0.295058,0,0,0.041555,1.11022e-16,6.88338e-15,4.22458e-19
near7_9_R3p5_g0p12_l0p08_h0p00,"(7, 9)",3.5,0.12,0.08,0,unimodal,0,19,,,0,1,0.311176,0.413502,0.275322,0,0,0.0528605,0,6.55032e-15,4.06576e-19
near7_9_R3p5_g0p12_l0p08_h0p25,"(7, 9)",3.5,0.12,0.08,0.25,unimodal,0,19,,,0,1,0.305432,0.416851,0.277716,0,0,0.0486509,2.22045e-16,6.99441e-15,3.79471e-19
near7_9_R3p5_g0p12_l0p08_h0p45,"(7, 9)",3.5,0.12,0.08,0.45,unimodal,0,20,,,0,1,0.29897,0.42059,0.28044,0,0,0.0445672,1.11022e-16,5.66214e-15,4.30716e-19
near7_9_R3p5_g0p12_l0p12_h0p00,"(7, 9)",3.5,0.12,0.12,0,unimodal,0,19,,,0,1,0.343918,0.394278,0.261804,0,0,0.0568124,0,7.99361e-15,4.2034e-19
near7_9_R3p5_g0p12_l0p12_h0p25,"(7, 9)",3.5,0.12,0.12,0.25,unimodal,0,19,,,0,1,0.338938,0.397139,0.263922,0,0,0.0526329,2.22045e-16,6.55032e-15,4.06576e-19
near7_9_R3p5_g0p12_l0p12_h0p45,"(7, 9)",3.5,0.12,0.12,0.45,unimodal,0,20,,,0,1,0.332996,0.400528,0.266475,0,0,0.0484964,1.11022e-16,6.88338e-15,4.07423e-19
near7_9_R3p5_g0p16_l0p00_h0p00,"(7, 9)",3.5,0.16,0,0,unimodal,0,17,,,0,1,0.202491,0.463742,0.333767,0,0,0.0607759,0,3.44169e-15,4.33681e-19
near7_9_R3p5_g0p16_l0p00_h0p25,"(7, 9)",3.5,0.16,0,0.25,unimodal,0,17,,,0,1,0.195003,0.468206,0.336791,0,0,0.0564181,2.22045e-16,1.88738e-15,4.33681e-19
near7_9_R3p5_g0p16_l0p00_h0p45,"(7, 9)",3.5,0.16,0,0.45,double_peak,45.1845,18,53,63,0.553371,0.551111,0.187521,0.472644,0.339835,0.999975,0.65041,0.0522093,1.11022e-16,2.88658e-15,4.33681e-19
near7_9_R3p5_g0p16_l0p04_h0p00,"(7, 9)",3.5,0.16,0.04,0,unimodal,0,17,,,0,1,0.231547,0.446932,0.32152,0,0,0.0663331,0,2.33147e-15,4.33681e-19
near7_9_R3p5_g0p16_l0p04_h0p25,"(7, 9)",3.5,0.16,0.04,0.25,unimodal,0,17,,,0,1,0.224126,0.451311,0.324563,0,0,0.0621395,2.22045e-16,1.77636e-15,4.33681e-19
near7_9_R3p5_g0p16_l0p04_h0p45,"(7, 9)",3.5,0.16,0.04,0.45,unimodal,0,18,,,0,1,0.21646,0.455805,0.327734,0,0,0.0579061,1.11022e-16,2.10942e-15,4.33681e-19
near7_9_R3p5_g0p16_l0p08_h0p00,"(7, 9)",3.5,0.16,0.08,0,unimodal,0,16,,,0,1,0.259941,0.430468,0.309591,0,0,0.0716277,0,1.88738e-15,4.33681e-19
near7_9_R3p5_g0p16_l0p08_h0p25,"(7, 9)",3.5,0.16,0.08,0.25,unimodal,0,17,,,0,1,0.252679,0.434708,0.312613,0,0,0.0676007,2.22045e-16,1.33227e-15,4.33681e-19
near7_9_R3p5_g0p16_l0p08_h0p45,"(7, 9)",3.5,0.16,0.08,0.45,unimodal,0,17,,,0,1,0.24493,0.4392,0.31587,0,0,0.0633774,1.11022e-16,1.9984e-15,4.33681e-19
near7_9_R3p5_g0p16_l0p12_h0p00,"(7, 9)",3.5,0.16,0.12,0,unimodal,0,16,,,0,1,0.28754,0.414437,0.298023,0,0,0.0767106,0,2.33147e-15,4.30293e-19
near7_9_R3p5_g0p16_l0p12_h0p25,"(7, 9)",3.5,0.16,0.12,0.25,unimodal,0,17,,,0,1,0.280522,0.418492,0.300987,0,0,0.0728358,2.22045e-16,1.9984e-15,4.33681e-19
near7_9_R3p5_g0p16_l0p12_h0p45,"(7, 9)",3.5,0.16,0.12,0.45,unimodal,0,17,,,0,1,0.27279,0.422926,0.304284,0,0,0.0686533,1.11022e-16,2.44249e-15,4.33681e-19
near7_9_R3p5_g0p20_l0p00_h0p00,"(7, 9)",3.5,0.2,0,0,double_peak,42.0574,15,40,55,0.554101,0.526994,0.174759,0.455707,0.369533,1,0.740794,0.0805357,0,1.18794e-14,4.33681e-19
near7_9_R3p5_g0p20_l0p00_h0p25,"(7, 9)",3.5,0.2,0,0.25,double_peak,43.8088,15,39,56,0.578745,0.541639,0.167086,0.46014,0.372774,1,0.764218,0.0769016,2.22045e-16,1.18794e-14,4.33681e-19
near7_9_R3p5_g0p20_l0p00_h0p45,"(7, 9)",3.5,0.2,0,0.45,double_peak,44.6273,16,39,57,0.604649,0.555503,0.159561,0.46446,0.375979,0.999989,0.786412,0.0726193,1.11022e-16,1.23235e-14,4.33681e-19
near7_9_R3p5_g0p20_l0p04_h0p00,"(7, 9)",3.5,0.2,0.04,0,double_peak,36.1632,15,44,51,0.495159,0.492925,0.198988,0.442145,0.358867,1,0.640316,0.0872568,0,1.11022e-14,4.33681e-19
near7_9_R3p5_g0p20_l0p04_h0p25,"(7, 9)",3.5,0.2,0.04,0.25,double_peak,38.4947,15,43,53,0.513321,0.506725,0.191069,0.446662,0.362268,1,0.686471,0.0839533,2.22045e-16,1.11022e-14,4.33681e-19
near7_9_R3p5_g0p20_l0p04_h0p45,"(7, 9)",3.5,0.2,0.04,0.45,double_peak,39.9676,15,42,54,0.533029,0.520125,0.183105,0.451175,0.36572,1,0.712944,0.0798058,0,1.19904e-14,4.33681e-19
near7_9_R3p5_g0p20_l0p08_h0p00,"(7, 9)",3.5,0.2,0.08,0,unimodal,0,15,,,0,1,0.222905,0.428745,0.34835,0,0,0.0934771,0,1.14353e-14,4.33681e-19
near7_9_R3p5_g0p20_l0p08_h0p25,"(7, 9)",3.5,0.2,0.08,0.25,unimodal,0,15,,,0,1,0.214817,0.433306,0.351877,0,0,0.0905691,2.22045e-16,1.06581e-14,4.33681e-19
near7_9_R3p5_g0p20_l0p08_h0p45,"(7, 9)",3.5,0.2,0.08,0.45,unimodal,0,15,,,0,1,0.206489,0.437968,0.355543,0,0,0.0866145,1.11022e-16,1.07692e-14,4.33681e-19
near7_9_R3p5_g0p20_l0p12_h0p00,"(7, 9)",3.5,0.2,0.12,0,unimodal,0,15,,,0,1,0.246412,0.415571,0.338017,0,0,0.0992936,0,1.11022e-14,8.65879e-19
near7_9_R3p5_g0p20_l0p12_h0p25,"(7, 9)",3.5,0.2,0.12,0.25,unimodal,0,15,,,0,1,0.238232,0.420134,0.341634,0,0,0.0968025,2.22045e-16,1.03251e-14,6.66112e-19
near7_9_R3p5_g0p20_l0p12_h0p45,"(7, 9)",3.5,0.2,0.12,0.45,unimodal,0,15,,,0,1,0.229621,0.424904,0.345476,0,0,0.0930915,1.11022e-16,1.09912e-14,7.13361e-19
near7_9_R4p5_g0p08_l0p00_h0p00,"(7, 9)",4.5,0.08,0,0,unimodal,0,22,,,0,1,0.302384,0.397546,0.30007,0,0,0.0316708,0,8.88178e-15,2.1684e-19
near7_9_R4p5_g0p08_l0p00_h0p25,"(7, 9)",4.5,0.08,0,0.25,unimodal,0,23,,,0,1,0.292685,0.402598,0.304718,0,0,0.0316487,2.22045e-16,8.32667e-15,2.1684e-19
near7_9_R4p5_g0p08_l0p00_h0p45,"(7, 9)",4.5,0.08,0,0.45,unimodal,0,25,,,0,1,0.282629,0.407802,0.30957,0,0,0.030576,2.22045e-16,8.88178e-15,2.1684e-19
near7_9_R4p5_g0p08_l0p04_h0p00,"(7, 9)",4.5,0.08,0.04,0,unimodal,0,22,,,0,1,0.37023,0.36199,0.26778,0,0,0.0363334,0,9.88098e-15,4.33681e-19
near7_9_R4p5_g0p08_l0p04_h0p25,"(7, 9)",4.5,0.08,0.04,0.25,unimodal,0,23,,,0,1,0.361894,0.366099,0.272007,0,0,0.0350546,2.22045e-16,7.88258e-15,4.13352e-19
near7_9_R4p5_g0p08_l0p04_h0p45,"(7, 9)",4.5,0.08,0.04,0.45,unimodal,0,24,,,0,1,0.352623,0.37063,0.276747,0,0,0.0343981,2.22045e-16,7.88258e-15,4.10381e-19
near7_9_R4p5_g0p08_l0p08_h0p00,"(7, 9)",4.5,0.08,0.08,0,unimodal,0,21,,,0,1,0.436512,0.326487,0.237001,0,0,0.0409454,0,7.99361e-15,4.28599e-19
near7_9_R4p5_g0p08_l0p08_h0p25,"(7, 9)",4.5,0.08,0.08,0.25,unimodal,0,23,,,0,1,0.429978,0.329429,0.240594,0,0,0.0380561,2.22045e-16,6.99441e-15,4.26905e-19
near7_9_R4p5_g0p08_l0p08_h0p45,"(7, 9)",4.5,0.08,0.08,0.45,unimodal,0,24,,,0,1,0.422008,0.333027,0.244965,0,0,0.0378378,2.22045e-16,7.88258e-15,4.31631e-19
near7_9_R4p5_g0p08_l0p12_h0p00,"(7, 9)",4.5,0.08,0.12,0,unimodal,0,21,,,0,1,0.499506,0.292193,0.208301,0,0,0.0455888,0,7.32747e-15,4.31563e-19
near7_9_R4p5_g0p08_l0p12_h0p25,"(7, 9)",4.5,0.08,0.12,0.25,unimodal,0,22,,,0,1,0.495002,0.293891,0.211107,0,0,0.0407121,2.22045e-16,6.99441e-15,4.24999e-19
near7_9_R4p5_g0p08_l0p12_h0p45,"(7, 9)",4.5,0.08,0.12,0.45,unimodal,0,23,,,0,1,0.488677,0.296432,0.214891,0,0,0.0409737,2.22045e-16,6.77236e-15,4.1997e-19
near7_9_R4p5_g0p12_l0p00_h0p00,"(7, 9)",4.5,0.12,0,0,unimodal,0,19,,,0,1,0.241181,0.454337,0.304482,0,0,0.0444142,0,7.99361e-15,3.40507e-19
near7_9_R4p5_g0p12_l0p00_h0p25,"(7, 9)",4.5,0.12,0,0.25,unimodal,0,20,,,0,1,0.230555,0.460733,0.308712,0,0,0.0385009,2.22045e-16,6.77236e-15,4.3114e-19
near7_9_R4p5_g0p12_l0p00_h0p45,"(7, 9)",4.5,0.12,0,0.45,unimodal,0,21,,,0,1,0.219813,0.467172,0.313015,0,0,0.0385027,2.22045e-16,6.43929e-15,4.21434e-19
near7_9_R4p5_g0p12_l0p04_h0p00,"(7, 9)",4.5,0.12,0.04,0,unimodal,0,19,,,0,1,0.292893,0.42431,0.282797,0,0,0.0515739,2.22045e-16,6.88338e-15,4.20128e-19
near7_9_R4p5_g0p12_l0p04_h0p25,"(7, 9)",4.5,0.12,0.04,0.25,unimodal,0,20,,,0,1,0.282112,0.430637,0.287251,0,0,0.0454699,2.22045e-16,6.99441e-15,4.33681e-19
near7_9_R4p5_g0p12_l0p04_h0p45,"(7, 9)",4.5,0.12,0.04,0.45,unimodal,0,21,,,0,1,0.27072,0.437281,0.291999,0,0,0.0436925,2.22045e-16,6.21725e-15,4.07846e-19
near7_9_R4p5_g0p12_l0p08_h0p00,"(7, 9)",4.5,0.12,0.08,0,unimodal,0,18,,,0,1,0.345059,0.393678,0.261263,0,0,0.0586044,2.22045e-16,6.66134e-15,4.33681e-19
near7_9_R4p5_g0p12_l0p08_h0p25,"(7, 9)",4.5,0.12,0.08,0.25,unimodal,0,19,,,0,1,0.334503,0.399698,0.265799,0,0,0.0524906,2.22045e-16,4.996e-15,4.26905e-19
near7_9_R4p5_g0p12_l0p08_h0p45,"(7, 9)",4.5,0.12,0.08,0.45,unimodal,0,20,,,0,1,0.322836,0.406305,0.270859,0,0,0.0484382,2.22045e-16,5.9952e-15,4.31388e-19
near7_9_R4p5_g0p12_l0p12_h0p00,"(7, 9)",4.5,0.12,0.12,0,unimodal,0,18,,,0,1,0.396782,0.363097,0.240121,0,0,0.0653312,0,5.9952e-15,7.81044e-19
near7_9_R4p5_g0p12_l0p12_h0p25,"(7, 9)",4.5,0.12,0.12,0.25,unimodal,0,19,,,0,1,0.386809,0.368609,0.244582,0,0,0.0593864,2.22045e-16,5.44009e-15,4.33583e-19
near7_9_R4p5_g0p12_l0p12_h0p45,"(7, 9)",4.5,0.12,0.12,0.45,unimodal,0,20,,,0,1,0.375254,0.374961,0.249785,0,0,0.0532076,2.22045e-16,5.32907e-15,4.33681e-19
near7_9_R4p5_g0p16_l0p00_h0p00,"(7, 9)",4.5,0.16,0,0,unimodal,0,17,,,0,1,0.202491,0.463742,0.333767,0,0,0.0607759,0,3.44169e-15,4.33681e-19
near7_9_R4p5_g0p16_l0p00_h0p25,"(7, 9)",4.5,0.16,0,0.25,double_peak,44.0831,17,54,61,0.543112,0.542089,0.191552,0.47043,0.338018,0.999994,0.616722,0.0546425,2.22045e-16,1.44329e-15,4.33681e-19
near7_9_R4p5_g0p16_l0p00_h0p45,"(7, 9)",4.5,0.16,0,0.45,double_peak,48.6709,18,51,66,0.568691,0.560852,0.180729,0.477016,0.342254,0.999978,0.701483,0.0485773,2.22045e-16,1.66533e-15,4.33681e-19
near7_9_R4p5_g0p16_l0p04_h0p00,"(7, 9)",4.5,0.16,0.04,0,unimodal,0,16,,,0,1,0.243504,0.440215,0.316282,0,0,0.0698518,0,2.66454e-15,4.33681e-19
near7_9_R4p5_g0p16_l0p04_h0p25,"(7, 9)",4.5,0.16,0.04,0.25,unimodal,0,17,,,0,1,0.231703,0.447278,0.321019,0,0,0.0638566,2.22045e-16,2.9976e-15,4.33681e-19
near7_9_R4p5_g0p16_l0p04_h0p45,"(7, 9)",4.5,0.16,0.04,0.45,unimodal,0,18,,,0,1,0.219655,0.454445,0.3259,0,0,0.0575916,2.22045e-16,1.55431e-15,4.33681e-19
near7_9_R4p5_g0p16_l0p08_h0p00,"(7, 9)",4.5,0.16,0.08,0,unimodal,0,16,,,0,1,0.285324,0.415972,0.298704,0,0,0.0787173,0,1.77636e-15,4.8865e-19
near7_9_R4p5_g0p16_l0p08_h0p25,"(7, 9)",4.5,0.16,0.08,0.25,unimodal,0,17,,,0,1,0.272902,0.423247,0.303851,0,0,0.0730031,2.22045e-16,9.99201e-16,4.19065e-19
near7_9_R4p5_g0p16_l0p08_h0p45,"(7, 9)",4.5,0.16,0.08,0.45,unimodal,0,17,,,0,1,0.259839,0.430844,0.309317,0,0,0.0667231,2.22045e-16,1.66533e-15,4.33681e-19
near7_9_R4p5_g0p16_l0p12_h0p00,"(7, 9)",4.5,0.16,0.12,0,unimodal,0,15,,,0,1,0.327483,0.391383,0.281134,0,0,0.0873358,0,2.77556e-15,5.70371e-19
near7_9_R4p5_g0p16_l0p12_h0p25,"(7, 9)",4.5,0.16,0.12,0.25,unimodal,0,16,,,0,1,0.314696,0.398713,0.286591,0,0,0.0822964,2.22045e-16,2.66454e-15,8.61856e-19
near7_9_R4p5_g0p16_l0p12_h0p45,"(7, 9)",4.5,0.16,0.12,0.45,unimodal,0,17,,,0,1,0.300859,0.406589,0.292552,0,0,0.0758518,2.22045e-16,1.27676e-15,8.54233e-19
near7_9_R4p5_g0p20_l0p00_h0p00,"(7, 9)",4.5,0.2,0,0,double_peak,42.0574,15,40,55,0.554101,0.526994,0.174759,0.455707,0.369533,1,0.740794,0.0805357,0,1.18794e-14,4.33681e-19
near7_9_R4p5_g0p20_l0p00_h0p25,"(7, 9)",4.5,0.2,0,0.25,double_peak,45.3714,15,39,57,0.590449,0.546575,0.163751,0.462335,0.373914,1,0.782507,0.0751984,2.22045e-16,1.21014e-14,4.33681e-19
near7_9_R4p5_g0p20_l0p00_h0p45,"(7, 9)",4.5,0.2,0,0.45,double_peak,46.7887,16,39,58,0.628612,0.564275,0.153069,0.468727,0.378204,0.999991,0.80873,0.0687409,2.22045e-16,1.08802e-14,4.33681e-19
near7_9_R4p5_g0p20_l0p04_h0p00,"(7, 9)",4.5,0.2,0.04,0,unimodal,0,15,,,0,1,0.208374,0.43722,0.354407,0,0,0.0910162,0,1.11022e-14,4.33681e-19
near7_9_R4p5_g0p20_l0p04_h0p25,"(7, 9)",4.5,0.2,0.04,0.25,double_peak,38.3688,15,44,53,0.494878,0.490121,0.196192,0.44439,0.359418,1,0.683997,0.086465,2.22045e-16,1.03251e-14,4.33681e-19
near7_9_R4p5_g0p20_l0p04_h0p45,"(7, 9)",4.5,0.2,0.04,0.45,double_peak,40.1584,16,42,55,0.521094,0.506063,0.184082,0.451466,0.364452,0.999993,0.733308,0.0801384,2.22045e-16,1.08802e-14,4.33681e-19
near7_9_R4p5_g0p20_l0p08_h0p00,"(7, 9)",4.5,0.2,0.08,0,unimodal,0,13,,,0,1,0.242778,0.418065,0.339157,0,0,0.100783,0,1.12133e-14,5.09596e-19
near7_9_R4p5_g0p20_l0p08_h0p25,"(7, 9)",4.5,0.2,0.08,0.25,unimodal,0,15,,,0,1,0.229575,0.425667,0.344758,0,0,0.097385,2.22045e-16,1.08802e-14,8.24163e-19
near7_9_R4p5_g0p20_l0p08_h0p45,"(7, 9)",4.5,0.2,0.08,0.45,unimodal,0,15,,,0,1,0.21616,0.433332,0.350508,0,0,0.0914727,2.22045e-16,1.05471e-14,4.33681e-19
near7_9_R4p5_g0p20_l0p12_h0p00,"(7, 9)",4.5,0.2,0.12,0,double_peak,6.52886,7,8,13,0.472408,0.434141,0.277685,0.39849,0.323825,1,0,0.109832,0,1.06581e-14,6.03723e-19
near7_9_R4p5_g0p20_l0p12_h0p25,"(7, 9)",4.5,0.2,0.12,0.25,unimodal,0,15,,,0,1,0.263628,0.406418,0.329954,0,0,0.107864,2.22045e-16,1.08802e-14,7.30989e-19
near7_9_R4p5_g0p20_l0p12_h0p45,"(7, 9)",4.5,0.2,0.12,0.45,unimodal,0,15,,,0,1,0.249051,0.414577,0.336372,0,0,0.102698,2.22045e-16,1.02141e-14,8.18115e-19
near5_3_R2p5_g0p08_l0p00_h0p00,"(5, 3)",2.5,0.08,0,0,unimodal,0,12,,,0,1,0.284484,0.408046,0.30747,0,0,0.0461,0,8.65974e-15,4.14869e-19
near5_3_R2p5_g0p08_l0p00_h0p25,"(5, 3)",2.5,0.08,0,0.25,unimodal,0,13,,,0,1,0.280785,0.409987,0.309229,0,0,0.0485157,1.11022e-16,9.21485e-15,3.74933e-19
near5_3_R2p5_g0p08_l0p00_h0p45,"(5, 3)",2.5,0.08,0,0.45,unimodal,0,14,,,0,1,0.277041,0.411944,0.311015,0,0,0.0498633,2.22045e-16,9.54792e-15,3.73442e-19
near5_3_R2p5_g0p08_l0p04_h0p00,"(5, 3)",2.5,0.08,0.04,0,unimodal,0,12,,,0,1,0.315932,0.391562,0.292506,0,0,0.0479691,0,8.99281e-15,4.06576e-19
near5_3_R2p5_g0p08_l0p04_h0p25,"(5, 3)",2.5,0.08,0.04,0.25,unimodal,0,13,,,0,1,0.313189,0.392994,0.293817,0,0,0.0508215,1.11022e-16,8.88178e-15,4.00647e-19
near5_3_R2p5_g0p08_l0p04_h0p45,"(5, 3)",2.5,0.08,0.04,0.45,unimodal,0,13,,,0,1,0.310232,0.39453,0.295238,0,0,0.0524204,2.22045e-16,8.43769e-15,4.15417e-19
near5_3_R2p5_g0p08_l0p08_h0p00,"(5, 3)",2.5,0.08,0.08,0,unimodal,0,12,,,0,1,0.344548,0.376399,0.279054,0,0,0.0493716,0,8.32667e-15,3.86035e-19
near5_3_R2p5_g0p08_l0p08_h0p25,"(5, 3)",2.5,0.08,0.08,0.25,unimodal,0,13,,,0,1,0.342686,0.377353,0.279961,0,0,0.0526173,1.11022e-16,8.10463e-15,4.23516e-19
near5_3_R2p5_g0p08_l0p08_h0p45,"(5, 3)",2.5,0.08,0.08,0.45,unimodal,0,13,,,0,1,0.340477,0.378483,0.28104,0,0,0.0544332,1.11022e-16,8.32667e-15,4.06893e-19
near5_3_R2p5_g0p08_l0p12_h0p00,"(5, 3)",2.5,0.08,0.12,0,unimodal,0,12,,,0,1,0.370678,0.362422,0.2669,0,0,0.0504028,0,9.10383e-15,4.11446e-19
near5_3_R2p5_g0p08_l0p12_h0p25,"(5, 3)",2.5,0.08,0.12,0.25,unimodal,0,12,,,0,1,0.369626,0.362933,0.267441,0,0,0.0540138,1.11022e-16,7.54952e-15,4.21822e-19
near5_3_R2p5_g0p08_l0p12_h0p45,"(5, 3)",2.5,0.08,0.12,0.45,unimodal,0,13,,,0,1,0.368118,0.363678,0.268204,0,0,0.0560219,2.22045e-16,8.65974e-15,4.09964e-19
near5_3_R2p5_g0p12_l0p00_h0p00,"(5, 3)",2.5,0.12,0,0,double_peak,87.7889,11,62,95,0.329368,0.315153,0.217037,0.46895,0.314013,1,0.807717,0.0447448,0,7.43849e-15,3.39184e-19
near5_3_R2p5_g0p12_l0p00_h0p25,"(5, 3)",2.5,0.12,0,0.25,double_peak,88.3141,12,61,96,0.343212,0.326447,0.212572,0.471564,0.315864,1,0.816248,0.0484354,1.11022e-16,6.88338e-15,4.32834e-19
near5_3_R2p5_g0p12_l0p00_h0p45,"(5, 3)",2.5,0.12,0,0.45,double_peak,89.9423,12,61,97,0.356595,0.337,0.208119,0.474163,0.317718,1,0.824518,0.0505773,2.22045e-16,7.10543e-15,3.66765e-19
near5_3_R2p5_g0p12_l0p04_h0p00,"(5, 3)",2.5,0.12,0.04,0,double_peak,76.425,11,70,87,0.289273,0.287664,0.242445,0.454206,0.303348,1,0.73558,0.0465871,2.22045e-16,7.99361e-15,4.02341e-19
near5_3_R2p5_g0p12_l0p04_h0p25,"(5, 3)",2.5,0.12,0.04,0.25,double_peak,76.6037,12,69,88,0.300661,0.298291,0.238483,0.456519,0.304998,1,0.74567,0.0509041,1.11022e-16,7.99361e-15,4.24364e-19
near5_3_R2p5_g0p12_l0p04_h0p45,"(5, 3)",2.5,0.12,0.04,0.45,double_peak,77.8324,12,68,89,0.311039,0.307713,0.234381,0.458904,0.306715,1,0.755608,0.053533,2.22045e-16,7.54952e-15,3.63377e-19
near5_3_R2p5_g0p12_l0p08_h0p00,"(5, 3)",2.5,0.12,0.08,0,unimodal,0,11,,,0,1,0.266161,0.440396,0.293443,0,0,0.049879,2.22045e-16,6.99441e-15,4.15893e-19
near5_3_R2p5_g0p12_l0p08_h0p25,"(5, 3)",2.5,0.12,0.08,0.25,unimodal,0,11,,,0,1,0.262711,0.442401,0.294888,0,0,0.0527449,1.11022e-16,7.77156e-15,4.20975e-19
near5_3_R2p5_g0p12_l0p08_h0p45,"(5, 3)",2.5,0.12,0.08,0.45,unimodal,0,12,,,0,1,0.258993,0.444552,0.296455,0,0,0.0558189,2.22045e-16,8.10463e-15,3.59142e-19
near5_3_R2p5_g0p12_l0p12_h0p00,"(5, 3)",2.5,0.12,0.12,0,unimodal,0,11,,,0,1,0.288348,0.427436,0.284216,0,0,0.0535964,0,7.66054e-15,3.99376e-19
near5_3_R2p5_g0p12_l0p12_h0p25,"(5, 3)",2.5,0.12,0.12,0.25,unimodal,0,11,,,0,1,0.285412,0.429132,0.285456,0,0,0.0540689,1.11022e-16,6.88338e-15,4.13352e-19
near5_3_R2p5_g0p12_l0p12_h0p45,"(5, 3)",2.5,0.12,0.12,0.45,unimodal,0,12,,,0,1,0.2821,0.431038,0.286863,0,0,0.0575557,2.22045e-16,7.43849e-15,4.29161e-19
near5_3_R2p5_g0p16_l0p00_h0p00,"(5, 3)",2.5,0.16,0,0,double_peak,76.5498,11,43,75,0.391075,0.326961,0.174123,0.480198,0.345679,1,0.87032,0.0519225,0,1.88738e-15,4.33681e-19
near5_3_R2p5_g0p16_l0p00_h0p25,"(5, 3)",2.5,0.16,0,0.25,double_peak,77.3485,11,43,75,0.408094,0.337667,0.169282,0.482992,0.347727,1,0.873453,0.0478511,1.11022e-16,2.88658e-15,4.33681e-19
near5_3_R2p5_g0p16_l0p00_h0p45,"(5, 3)",2.5,0.16,0,0.45,double_peak,79.4275,11,43,76,0.426247,0.348822,0.164532,0.485724,0.349744,1,0.881846,0.0511234,1.11022e-16,2.66454e-15,3.78711e-19
near5_3_R2p5_g0p16_l0p04_h0p00,"(5, 3)",2.5,0.16,0.04,0,double_peak,71.7969,9,45,73,0.342383,0.305201,0.195027,0.468179,0.336795,1,0.844506,0.0572921,0,3.21965e-15,4.33681e-19
near5_3_R2p5_g0p16_l0p04_h0p25,"(5, 3)",2.5,0.16,0.04,0.25,double_peak,71.1845,11,45,74,0.356816,0.31579,0.190388,0.470845,0.338767,1,0.853796,0.0522207,1.11022e-16,2.66454e-15,4.33681e-19
near5_3_R2p5_g0p16_l0p04_h0p45,"(5, 3)",2.5,0.16,0.04,0.45,double_peak,71.7648,11,45,74,0.371328,0.325976,0.185714,0.473522,0.340765,1,0.856489,0.05362,1.11022e-16,2.88658e-15,4.33681e-19
near5_3_R2p5_g0p16_l0p08_h0p00,"(5, 3)",2.5,0.16,0.08,0,double_peak,66.2571,9,48,71,0.304134,0.284593,0.214838,0.456776,0.328385,1,0.816118,0.0623269,0,1.9984e-15,4.33681e-19
near5_3_R2p5_g0p16_l0p08_h0p25,"(5, 3)",2.5,0.16,0.08,0.25,double_peak,64.411,11,48,71,0.318396,0.296591,0.21044,0.459294,0.330266,1,0.818201,0.0568846,1.11022e-16,2.66454e-15,4.33681e-19
near5_3_R2p5_g0p16_l0p08_h0p45,"(5, 3)",2.5,0.16,0.08,0.45,double_peak,65.8435,11,48,72,0.330443,0.306135,0.205893,0.461887,0.33222,1,0.8283,0.0553715,1.11022e-16,1.77636e-15,4.31987e-19
near5_3_R2p5_g0p16_l0p12_h0p00,"(5, 3)",2.5,0.16,0.12,0,double_peak,60.8409,9,50,68,0.274203,0.265906,0.233651,0.44594,0.320409,1,0.774976,0.0670928,0,1.55431e-15,4.33681e-19
near5_3_R2p5_g0p16_l0p12_h0p25,"(5, 3)",2.5,0.16,0.12,0.25,double_peak,59.9601,11,50,69,0.288716,0.279278,0.229523,0.448293,0.322184,1,0.786162,0.0613819,1.11022e-16,3.10862e-15,4.33681e-19
near5_3_R2p5_g0p16_l0p12_h0p45,"(5, 3)",2.5,0.16,0.12,0.45,double_peak,60.1595,11,50,69,0.299051,0.288316,0.225148,0.450778,0.324074,1,0.787637,0.0568817,2.22045e-16,2.10942e-15,4.33681e-19
near5_3_R2p5_g0p20_l0p00_h0p00,"(5, 3)",2.5,0.2,0,0,double_peak,75.985,9,34,62,0.460742,0.321371,0.143629,0.472567,0.383805,1,0.912212,0.0666156,0,1.23235e-14,4.33681e-19
