t,f_total,f_shortcut_no,f_shortcut_yes,survival,shortcut_share_inst,shortcut_share_cum
396,9.349288031044729e-05,2.6364578512015026e-05,6.712830179843226e-05,0.016415727879711677,0.7180044253159142,0.11725923868091749
397,9.175369171485731e-05,2.6341340351037295e-05,6.541235136382001e-05,0.016323974187996818,0.712912474051745,0.1173147990299481
398,9.017797680715411e-05,2.648629782485326e-05,6.369167898230085e-05,0.01623379621118966,0.7062886220934598,0.11736878794271183
399,8.876493402373122e-05,2.679440688573992e-05,6.19705271379913e-05,0.016145031277165933,0.6981419838764656,0.1174211862087761
400,8.751366204327896e-05,2.7260741274486614e-05,6.0252920768792346e-05,0.016057517615122655,0.6884973084430508,0.11747197877404991
401,8.642312028428375e-05,2.7880459723280973e-05,5.8542660561002784e-05,0.01597109449483837,0.6773958214934864,0.11752115453030937
402,8.549209104722117e-05,2.864877265381177e-05,5.684331839340939e-05,0.01588560240379115,0.6648956376796568,0.11756870610486678
403,8.471914365596573e-05,2.9560908829287663e-05,5.5158234826678064e-05,0.015800883260135182,0.6510716757320993,0.11761462965220185
404,8.410260092691865e-05,3.061208240661761e-05,5.349051852030104e-05,0.015716780659208264,0.6360150331947746,0.11765892464921367
405,8.364050826737592e-05,3.179746081943765e-05,5.184304744793827e-05,0.01563314015094089,0.6198318078389741,0.11770159369558378
406,8.333060567673701e-05,3.31121339040277e-05,5.0218471772709304e-05,0.015549809545264151,0.6026413868575606,0.11774264232056526
407,8.317030289529896e-05,3.4551084658502195e-05,4.861921823679676e-05,0.015466639242368851,0.5845742596128608,0.11778207879733578
408,8.31566579156115e-05,3.610916200106722e-05,4.7047495914544285e-05,0.01538348258445324,0.5657694416036864,0.11781991396587142
409,8.328635904072121e-05,3.778105586574031e-05,4.55053031749809e-05,0.015300196225412519,0.5463716231457781,0.11785616106512081
410,8.355571064215484e-05,3.956127494388561e-05,4.3994435698269244e-05,0.015216640514770365,0.526528173360703,0.11789083557508083
411,8.396062273825997e-05,4.144412734742435e-05,4.251649539083562e-05,0.015132679892032107,0.506386136789113,0.1179239550692044
412,8.449660448063281e-05,4.342370443487143e-05,4.107290004576138e-05,0.015048183287551472,0.48608935587672714,0.11795553907740423
413,8.515876160294666e-05,4.549386800469291e-05,3.966489359825375e-05,0.014963024525948524,0.4657758385824303,0.1179856089597576
414,8.594179785270398e-05,4.76482410221795e-05,3.829355683052449e-05,0.01487708272809582,0.4455754683670451,0.11801418779086807
415,8.684002039245804e-05,4.988020200642242e-05,3.695981838603563e-05,0.014790242707703363,0.42560812651819174,0.11804130025470023
416,8.784734912309393e-05,5.218288316342037e-05,3.5664465959673565e-05,0.01470239535858027,0.4059822671450178,0.11806697254957449
417,8.895732984806636e-05,5.454917231022782e-05,3.440815753783854e-05,0.014613438028732204,0.38679395612037315,0.1180912323028928
418,9.016315116431846e-05,5.697171859377443e-05,3.3191432570544035e-05,0.014523274877567886,0.36812635918252323,0.11811410849506106
419,9.145766493323304e-05,5.9442941966961956e-05,3.201472296627108e-05,0.01443181721263465,0.3500496430741243,0.11813563139198295
420,9.283341015368761e-05,6.195504634429864e-05,3.087836380938898e-05,0.014338983802480963,0.3326212379602259,0.11815583248542116
421,9.428264002939824e-05,6.450003632008482e-05,2.978260370931343e-05,0.014244701162451568,0.31588639965986237,0.11817474444045677
422,9.579735199454978e-05,6.706973729443327e-05,2.8727614700116506e-05,0.014148903810457017,0.2998790060684654,0.11819240104922595
423,9.736932043552502e-05,6.965581881659865e-05,2.771350161892637e-05,0.014051534490021491,0.28462252273063154,0.11820883719007408
424,9.899013182265555e-05,7.224982092158552e-05,2.6740310901070034e-05,0.013952544358198834,0.2701310767923441,0.11822408879124091
425,0.0001006512219446021,7.484318320516629e-05,2.5808038739435807e-05,0.013851893136254232,0.2564105853939897,0.1182381927981771
426,0.00010234391491949191,7.742727635459713e-05,2.491663856489479e-05,0.01374954922133474,0.24345989289637082,0.11825118714358987
427,0.0001040594636415291,7.99934358277682e-05,2.4066027813760907e-05,0.013645489757693212,0.23127188024594425,0.11826311071932506
428,0.00010578909130964939,8.253299735251545e-05,2.3256093957133946e-05,0.013539700666383565,0.2198345185616759,0.11827400334921187
429,0.00010752403367608636,8.503733390056919e-05,2.2486699775517166e-05,0.013432176632707475,0.20913184714831126,0.11828390576202628
430,0.00010925558164757239,8.749789377727863e-05,2.1757687870293754e-05,0.013322921051059903,0.1991448632846778,0.1182928595637667
431,0.00011097512387040441,8.99062394589486e-05,2.1068884411455806e-05,0.013211945927189498,0.1898523171378464,0.11830090720848191
432,0.00011267418893279684,9.225408680441492e-05,2.0420102128381917e-05,0.013099271738256701,0.18123140997767678,0.11830809196694403
433,0.00011434448682381878,9.453334426638098e-05,1.98111425574378e-05,0.012984927251432882,0.17325839756456884,0.11831445789251888
434,0.00011597794929771,9.6736151730997e-05,1.924179756671299e-05,0.012868949302135176,0.16590910326686492,0.11832004978365042
435,0.00011756676880539392,9.885491862109725e-05,1.8711850184296666e-05,0.01275138253332978,0.15915934727499437,0.11832491314244516
436,0.00011910343567140282,0.00010088236090927554,1.822107476212728e-05,0.012632279097658378,0.15298529936951455,0.11832909412891447
437,0.00012058077321401143,0.00010281153670139253,1.7769236512618893e-05,0.012511698324444365,0.147363763218547,0.11833263951050826
438,0.0001219919705289056,0.00010463588006893926,1.7356090459966345e-05,0.01238970635391546,0.14227240026304744,0.11833559660664932
439,0.00012333061268191814,0.00010634923282966086,1.6981379852257286e-05,0.012266375741233541,0.13768990101471357,0.11833801322805619
440,0.00012459070808394293,0.00010794587399967437,1.6644834084268553e-05,0.0121417850331496,0.1335961111406005,0.11833993761071976
441,0.00012576671285074997,0.00010942054666665704,1.6346166184092938e-05,0.01201601832029885,0.12997211912098935,0.11834141834447554
442,0.00012685355198171046,0.00011076848206218358,1.608506991952688e-05,0.011889164768317138,0.12680031160535418,0.11834250429619038
443,0.00012784663722402404,0.00011198542064157757,1.586121658244649e-05,0.011761318131093114,0.12406440190251605,0.11834324452765566
444,0.0001287418815225252,0.0001130676300113208,1.5674251511204403e-05,0.011632576249570589,0.12174943635930917,0.1183436882083504
445,0.00012953570998913342,0.000114011919576743,1.5523790412390413e-05,0.011503040539581455,0.11984178273074415,0.1183438845233069
446,0.0001302250673601024,0.00011481565181599092,1.5409415544111478e-05,0.011372815472221354,0.11832910403878605,0.11834388257637521
447,0.00013080742194301743,0.00011547675011975797,1.5330671823259456e-05,0.011242008050278337,0.11720032086510987,0.11834373128924477
448,0.00013128076608860228,0.00011599370316955549,1.5287062919046788e-05,0.011110727284189733,0.11644556452945624,0.11834347929663724
449,0.00013164361325445476,0.00011636556586005272,1.5278047394402044e-05,0.010979083670935278,0.1160561231699939,0.11834317483813658
450,0.00013189499175848333,0.00011659195680285158,1.530303495563174e-05,0.010847188679176795,0.11602438236361214,0.1183428656471695
451,0.00013203443534873753,0.00011667305247966101,1.5361382869076525e-05,0.01071515424382806,0.11634376159903353,0.11834259883769059
452,0.00013206197074321983,0.00011660957814189175,1.5452392601328076e-05,0.010583092273084838,0.11700864763992941,0.11834242078916253
453,0.00013197810231786408,0.00011640279558092616,1.5575306736937925e-05,0.010451114170766974,0.11801432558429588,0.11834237703045274
454,0.00013178379414294843,0.00011605448791849121,1.5729306224457228e-05,0.010319330376624027,0.11935690823558581,0.11834251212329186
455,0.00013148044958757437,0.00011556694158945884,1.591350799811554e-05,0.01018784992703645,0.12103326424599824,0.11834286954595918
456,0.000131069888728351,0.00011494292570985033,1.6126963018500655e-05,0.010056780038308101,0.12304094536865448,0.11834349157787263
457,0.00013055432381195236,0.00011418566904068427,1.636865477126809e-05,0.009926225714496148,0.1253781130592438,0.11834441918576877
458,0.00012993633303170707,0.00011329883477348729,1.6637498258219782e-05,0.00979628938146444,0.1280434645955408,0.11834569191215925
459,0.00012921883288579384,0.00011228649337570999,1.693233951008385e-05,0.009667070548578648,0.13103615883180889,0.1183473477667465
460,0.00012840504938897802,0.000111153093743937,1.7251955645041024e-05,0.009538665499189669,0.13435574167165026,0.11834942312147102
461,0.00012749848841116826,0.00010990343291964452,1.7595055491523733e-05,0.0094111670107785,0.1380020713248118,0.11835195260984778
462,0.00012650290541449762,0.00010854262462638838,1.7960280788109236e-05,0.009284664105364004,0.14197524340852755,0.1183549690312286
463,0.00012542227485625216,0.00010707606688876238,1.8346207967489784e-05,0.009159241830507751,0.14627551596011612,0.11835850326060116
464,0.00012426075951793393,0.00010550940899234834,1.875135052558558e-05,0.009034981070989817,0.15090323444288375,0.11836258416450572
465,0.00012302268001123767,0.00010384851804031092,1.917416197092676e-05,0.008911958390978579,0.15585875685016184,0.1183672385236144
466,0.00012171248469993922,0.00010209944535641272,1.9613039343526497e-05,0.00879024590627864,0.161142379040893,0.11837249096247937
467,0.00012033472026286468,0.00010026839297620652,2.0066327286658164e-05,0.008669911186015775,0.16675426047299033,0.11837836388691249
468,0.00011889400310747451,9.836168045818068e-05,2.0532322649293834e-05,0.0085510171829083,0.17269435053619644,0.11838487742941178
469,0.00011739499182640591,9.638571223488799e-05,2.1009279591517925e-05,0.008433622191081895,0.17896231572284382,0.11839204940300073
470,0.00011584236087083566,9.434694571078034e-05,2.149541516005533e-05,0.008317779830211059,0.18555746791126554,0.11839989526379224
471,0.0001142407755950183,9.225186029881595e-05,2.1988915296202346e-05,0.00820353905461604,0.1924786940711318,0.11840842808253495
472,0.00011259486880608915,9.010692757211614e-05,2.2487941233973005e-05,0.008090944185809952,0.19972438773121828,0.11841765852534097
473,0.0001109092189324679,8.791858269024715e-05,2.299063624222075e-05,0.007980034966877485,0.20729238257659752,0.11842759484373659
474,0.00010918832990320726,8.56931972422982e-05,2.349513266090906e-05,0.007870846636974276,0.21517988856260473,0.11843824287411615
475,0.00010743661280966257,8.343705363103933e-05,2.3999559178623247e-05,0.007763410024164615,0.22338343094584967,0.11844960604662058
476,0.000105658369400143,8.115632110427149e-05,2.4502048295871517e-05,0.007657751654764471,0.23189879263685056,0.11846168540339985
477,0.0001038577774379701,7.885703352122668e-05,2.500074391674342e-05,0.0075538938773265,0.24072096027353673,0.11847447962616002
478,0.00010203887793382003,7.654506892372204e-05,2.5493809010097996e-05,0.007451854999392682,0.2498440743990998,0.1184879850728356
479,0.00010020556424455262,7.422613096389749e-05,2.5979433280655132e-05,0.0073516494351481285,0.25926138410090765,0.11850219582317051
480,9.836157301309561e-05,7.190573222292678e-05,2.6455840790168828e-05,0.007253287862135033,0.2689652064292075,0.11851710373293495
481,9.65104769075094e-05,6.958917943824054e-05,2.6921297469268864e-05,0.007156777385227523,0.2789468908652149,0.11853269849645212
482,9.465567910222393e-05,6.728156064066442e-05,2.7374118461559507e-05,0.007062121706125299,0.28919678904840646,0.11854896771705765
483,9.280040943072135e-05,6.498773418757424e-05,2.781267524314711e-05,0.0069693212966945774,0.29970422990331974,0.11856589698506714
484,9.094772212671264e-05,6.271231966380413e-05,2.823540246290852e-05,0.006878373574567866,0.31045750022820395,0.11858346996278289
485,8.91004950601793e-05,6.045969060869537e-05,2.8640804451483932e-05,0.006789273079507685,0.32144383072327115,0.11860166847603083
486,8.726143036556104e-05,5.823396901541645e-05,2.9027461350144592e-05,0.0067020116491421245,0.3326493873472041,0.1186204726116822
487,8.543305635187612e-05,5.603902153756601e-05,2.9394034814310113e-05,0.006616578592790249,0.3440592677996193,0.11863986082058335
488,8.361773057866039e-05,5.387845732813435e-05,2.9739273250526035e-05,0.006532960862211588,0.3556575028372706,0.11865981002528947
489,8.181764397727772e-05,5.175562742716635e-05,3.0062016550111367e-05,0.006451143218234311,0.36742706204617853,0.11868029573197628
490,8.003482589434766e-05,4.967362560695143e-05,3.036120028739623e-05,0.006371108392339963,0.3793498636140651,0.11870129214588654
491,7.827114993269653e-05,4.76352905772617e-05,3.0635859355434835e-05,0.006292837242407266,0.39140678758109304,0.11872277228965589
492,7.652834046529706e-05,4.564320944805475e-05,3.088513101724231e-05,0.006216308901941969,0.4035776919956554,0.11874470812385578
493,7.480797969903439e-05,4.369972234312822e-05,3.110825735590616e-05,0.006141500922242935,0.4158414313694893,0.11876707066908915
494,7.311151516772887e-05,4.180692805542478e-05,3.13045871123041e-05,0.006068389407075206,0.42817587681621205,0.1187898301289781
495,7.14402675375585e-05,3.996669063299609e-05,3.147357690456241e-05,0.005996949139537648,0.44055793727278136,0.11881295601339012
496,6.979543861274488e-05,3.818064678399388e-05,3.1614791828751005e-05,0.005927153700924904,0.4529635812472427,0.1188364172612632
497,6.817811943498791e-05,3.645021398940747e-05,3.172790544558044e-05,0.005858975581489915,0.46536785861092833,0.11886018236240681
498,6.658929837653264e-05,3.477659921354853e-05,3.181269916298411e-05,0.005792386283113382,0.47774492206086266,0.11888421947767816
499,6.50298691338183e-05,3.316080810443156e-05,3.186906102938675e-05,0.0057273564139795645,0.490068048019698,0.11890849655695857
500,6.350063853626816e-05,3.1603654579138725e-05,3.1896983957129426e-05,0.005663855775443296,0.5023096569164668,0.11893298145438463
501,6.200233409282192e-05,3.010577069292445e-05,3.1896563399897476e-05,0.005601853441350474,0.5144413330012068,0.11895764204032194
502,6.0535611207171154e-05,2.866761669512829e-05,3.186799451204286e-05,0.005541317830143303,0.5264338440885804,0.11898244630960496
503,5.910106000122681e-05,2.728949117985576e-05,3.1811568821371045e-05,0.005482216770142075,0.5382571618971083,0.11900736248560581
504,5.7699211695023264e-05,2.597154124477746e-05,3.172767045024581e-05,0.005424517558447053,0.5498804839474508,0.11903235911973548
505,5.633054449994498e-05,2.4713772577214777e-05,3.161677192273021e-05,0.005368187013947107,0.5612722582995996,0.11905740518602367
506,5.499548899076148e-05,2.35160593928526e-05,3.147942959790888e-05,0.005313191524956346,0.5724002127373939,0.11908247017046833
507,5.369443293038883e-05,2.2378154158874388e-05,3.131627877151444e-05,0.005259497092025957,0.5832313903401096,0.1191075241548903
508,5.2427725529484295e-05,2.1299697039983276e-05,3.112802848950102e-05,0.005207069366496473,0.5937321937034107,0.11913253789507518
509,5.119568113085796e-05,2.0280225012588222e-05,3.091545611826974e-05,0.005155873685365615,0.603868440371928,0.1191574828930296
510,4.999858231619024e-05,1.931918059933225e-05,3.067940171685799e-05,0.005105875103049425,0.613605432306899,0.11918233146322536
511,4.8836682439623805e-05,1.84159201830593e-05,3.0420762256564506e-05,0.0050570384206098,0.6229080424161351,0.1192070567927492
512,4.7710207599410605e-05,1.75697218662001e-05,3.014048573321051e-05,0.00500932821301039,0.6317408212992738,0.11923163299532044
513,4.6619358064899896e-05,1.6779792848350175e-05,2.9839565216549725e-05,0.00496270885494549,0.6400681273862538,0.11925603515918037
514,4.5564309181725584e-05,1.6045276301465197e-05,2.9519032880260387e-05,0.004917144545763765,0.6478542835474294,0.119280239388899
515,4.454521178306645e-05,1.5365257728561816e-05,2.917995405450463e-05,0.004872599333980699,0.6550637630057735,0.11930422284118201
516,4.356219213929872e-05,1.4738770798043673e-05,2.8823421341255046e-05,0.0048290371418414,0.6616614069624058,0.11932796375479846
517,4.261535148222601e-05,1.416480265173166e-05,2.8450548830494354e-05,0.004786421790359174,0.6676126757363597,0.11935144147478241
518,4.170476514335726e-05,1.3642298690329925e-05,2.806246645302734e-05,0.004744717025215816,0.672883934403288,0.1193746364710931
519,4.0830481348410024e-05,1.3170166845371682e-05,2.766031450303834e-05,0.004703886543867406,0.6774427728884822,0.11939753035194632
520,3.999251971235405e-05,1.2747281351633894e-05,2.7245238360720153e-05,0.004663894024155053,0.68125835923021,0.11942010587205415
521,3.91908694808901e-05,1.237248603856297e-05,2.6818383442327135e-05,0.004624703154674163,0.6843018232959611,0.1194423469360326
522,3.8425487565299094e-05,1.2044597163393779e-05,2.6380890401905315e-05,0.0045862776671088635,0.6865466666382422,0.11946423859725451
523,3.769629641811652e-05,1.1762405812355276e-05,2.5933890605761245e-05,0.004548581370690747,0.6879691924668132,0.11948576705244095
524,3.700318179711074e-05,1.1524679899624136e-05,2.5478501897486603e-05,0.004511578188893636,0.6885489479576591,0.11950691963229594
525,3.6345990464595545e-05,1.1330165796504152e-05,2.501582466809139e-05,0.0044752321984290406,0.6882691694001072,0.11952768478849825
526,3.5724527868218306e-05,1.1177589625667491e-05,2.4546938242550816e-05,0.004439507670560823,0.687117219102245,0.11954805207736972
527,3.513855584806094e-05,1.1065658257192191e-05,2.407289759086875e-05,0.00440436911471276,0.6850850016420686,0.11956801214054191
528,3.458779041320752e-05,1.099306004456963e-05,2.359473036863789e-05,0.004369781324299554,0.6821693460831232,0.11958755668294288
529,3.4071899628898184e-05,1.0958465339840773e-05,2.3113434289057414e-05,0.0043357094246706555,0.678372340280484,0.11960667844842258
530,3.35905016530399e-05,1.0960526827558583e-05,2.2629974825481313e-05,0.004302118923017615,0.6737016034838923,0.11962537119332951
531,3.314316295821283e-05,1.0997879717377327e-05,2.2145283240835502e-05,0.004268975760059403,0.6681704841736575,0.1196436296583435
532,3.272939677243138e-05,1.106914183475141e-05,2.166025493767997e-05,0.004236246363286971,0.6617981714812671,0.11966144953885882
533,3.234866176882441e-05,1.1172913648504486e-05,2.117574812031992e-05,0.004203897701518146,0.6546097106473742,0.1196788274541996
534,3.200036103112503e-05,1.1307778272922998e-05,2.069258275820203e-05,0.004171897340487021,0.6466359157034344,0.11969576091593546
535,3.168384131843892e-05,1.1472301480560077e-05,2.0211539837878843e-05,0.0041402134991685826,0.6379131758280967,0.11971224829554963
536,3.139839264922496e-05,1.1665031760130453e-05,1.973336088909451e-05,0.004108815106519358,0.6284831554771199,0.1197282887916947
537,3.114324822080618e-05,1.1884500451761627e-05,1.9258747769044558e-05,0.004077671858298552,0.6183923922289575,0.1197438823972534
538,3.091758467706327e-05,1.212922198947026e-05,1.8788362687593012e-05,0.004046754273621489,0.6076918001143691,0.11975902986640292
539,3.0720522733279226e-05,1.2397694278086277e-05,1.8322828455192948e-05,0.004016033750888209,0.5964360897851525,0.11977373268186173
540,3.055112816343144e-05,1.2688399228982615e-05,1.7862728934448825e-05,0.003985482622724777,0.5846831200109279,0.11978799302247811
541,3.0408413151595723e-05,1.2999803475919658e-05,1.7408609675676064e-05,0.003955074209573182,0.5724931974874369,0.11980181373130039
542,3.0291338005563847e-05,1.333035928911405e-05,1.6960978716449797e-05,0.003924782871567618,0.5599283436517212,0.11981519828424757
543,3.0198813227307805e-05,1.3678505702327475e-05,1.652030752498033e-05,0.0038945840583403104,0.5470515480403565,0.11982815075948135
544,3.012970193157597e-05,1.404266986437673e-05,1.608703206719924e-05,0.0038644543564087344,0.5339260276697264,0.11984067580755975
545,3.0082822600702704e-05,1.4421268623027886e-05,1.566155397767482e-05,0.0038343715338080317,0.5206145109970161,0.11985277862243558
546,3.00569521606751e-05,1.4812710345789222e-05,1.5244241814885874e-05,0.003804314581647356,0.5071785633285407,0.119864464913344
547,3.005082936065014e-05,1.5215396978694745e-05,1.4835432381955394e-05,0.003774263752286707,0.4936779682154647,0.11987574087760763
548,3.0063158435470845e-05,1.5627726340805594e-05,1.4435432094665253e-05,0.003744200593851235,0.4801701765850793,0.11988661317437171
549,3.0092613028308084e-05,1.604809464888304e-05,1.4044518379425043e-05,0.003714107980822927,0.4667098322838692,0.11989708889926705
550,3.013784034837141e-05,1.6474899263535038e-05,1.3662941084836374e-05,0.003683970140474556,0.45334837954222196,0.11990717555998531
551,3.0197465536700066e-05,1.6906541645137176e-05,1.3290923891562889e-05,0.0036537726749378556,0.4401337547818359,0.11991688105273952
552,3.0270096211375387e-05,1.734143050500556e-05,1.2928665706369824e-05,0.0036235025787264806,0.4271101623228829,0.11992621363957151
553,3.0354327162098073e-05,1.7777985134678544e-05,1.2576342027419529e-05,0.0035931482515643826,0.4143179310237842,0.11993518192645915
554,3.0448745162953373e-05,1.8214638893768204e-05,1.2234106269185167e-05,0.0035626995064014294,0.40179344678119144,0.11994379484216833
555,3.055193387135016e-05,1.864984283469124e-05,1.1902091036658918e-05,0.003532147572530079,0.3895691541745583,0.11995206161778812
556,3.0662478780567715e-05,1.908206944069881e-05,1.1580409339868905e-05,0.003501485093749511,0.37767361936856736,0.1199599917668828
557,3.077897219307649e-05,1.9509816452009996e-05,1.1269155741066495e-05,0.0034707061215564347,0.36613164566948764,0.11996759506619044
558,3.0900018181814e-05,1.9931610753524618e-05,1.096840742828938e-05,0.0034398061033746206,0.3549644328282229,0.119974881536796
559,3.1024237506890226e-05,2.034601229655619e-05,1.0678225210334036e-05,0.0034087818658677304,0.3441897712381325,0.11998186142570542
560,3.1150272455760296e-05,2.0751618026289133e-05,1.0398654429471161e-05,0.0033776315934119705,0.3338222625256122,0.11998854518774757
561,3.127679157572756e-05,2.114706578622764e-05,1.0129725789499919e-05,0.003346354801836242,0.3238735586089054,0.1199949434677327
562,3.140249426871598e-05,2.1531038170765286e-05,9.87145609795069e-06,0.0033149523075675265,0.3143526120402768,0.12000106708279802
563,3.15261152195637e-05,2.190226629716018e-05,9.623848922403515e-06,0.003283426192347963,0.3052659312883366,0.12000692700487472
564,3.164642863062448e-05,2.225953346864249e-05,9.38689516198199e-06,0.0032517797637173387,0.2966178355082451,0.12001253434321542
565,3.1762252237203365e-05,2.2601678701099366e-05,9.160573536103998e-06,0.003220017511480135,0.2884107042438933,0.1200179003269256
566,3.187245108027957e-05,2.292760008676441e-05,8.944850993515155e-06,0.0031881450603998556,0.28064521837323014,0.12002303628744936
567,3.197594101506213e-05,2.3236257969568754e-05,8.739683045493371e-06,0.003156169119384793,0.2733205894199198,0.12002795364096537
568,3.207169193616242e-05,2.3526677908272576e-05,8.545014027889846e-06,0.0031240974274486313,0.2664347750938241,0.12003266387065682
569,3.215873070252838e-05,2.3797953405168283e-05,8.360777297360096e-06,0.0030919386967461025,0.2599846795788727,0.12003717850882571
570,3.2236143747747464e-05,2.404924838001117e-05,8.186895367736295e-06,0.003059702552998355,0.25396633765502313,0.12004150911883046
571,3.230307936386271e-05,2.4279799370864863e-05,8.023279992997846e-06,0.0030273994736344924,0.24837508222121538,0.12004566727683277
572,3.235874964943748e-05,2.4488917445726665e-05,7.869832203710817e-06,0.002995040723985055,0.24320569518197144,0.12004966455334853
573,3.240243211522336e-05,2.467598981109453e-05,7.726442304128834e-06,0.0029626382918698318,0.23845254197751362,0.12005351249460462
574,3.243347094341009e-05,2.4840481106030953e-05,7.5929898373791365e-06,0.0029302048209264215,0.23410969028345388,0.12005722260371245
575,3.2451277899041335e-05,2.4981934372741045e-05,7.469343526300291e-06,0.00289775354302738,0.23017101358960498,0.12006080632167566
576,3.245533289474442e-05,2.5099971697190103e-05,7.355361197554313e-06,0.0028652982101326357,0.22663028049684208,0.1200642750082579
577,3.244518421242128e-05,2.5194294515812166e-05,7.25088969660912e-06,0.0028328530259202145,0.22348123065466205,0.12006763992274272
578,3.242044838796389e-05,2.5264683586882928e-05,7.155764801080962e-06,0.0028004325775322506,0.22071763830809768,0.1200709122046254
579,3.238080976736752e-05,2.531099862762292e-05,7.069811139744598e-06,0.0027680517677648826,0.2183333644382593,0.12007410285428188
580,3.232601974480325e-05,2.533317762053695e-05,6.992842124266299e-06,0.0027357257480200795,0.21632239847253304,0.1200772227136661
581,3.225589569525882e-05,2.5331235794862773e-05,6.924659900396047e-06,0.002703469852324821,0.21467889051407982,0.12008028244709233
582,3.217031961625012e-05,2.5305264291274208e-05,6.86505532497591e-06,0.002671299532708571,0.21339717500065433,0.12008329252216352
583,3.20692364948306e-05,2.5255428520143657e-05,6.813807974686945e-06,0.0026392302962137404,0.21247178665401953,0.12008626319091019
584,3.195265241767136e-05,2.518196622569823e-05,6.770686191973129e-06,0.002607277643796069,0.2118974695267743,0.12008920447120865
585,3.1820632443341536e-05,2.508518527028815e-05,6.735447173053385e-06,0.0025754570113527275,0.21166917989597583,0.12009212612854869
586,3.1673298257079665e-05,2.496546115471129e-05,6.707837102368374e-06,0.0025437837130956476,0.21178208369471052,0.12009503765822364
587,3.151082562930634e-05,2.4823234292093318e-05,6.687591337213017e-06,0.002512272887466341,0.21223154911540268,0.12009794826801631
588,3.133344169988455e-05,2.4659007054198953e-05,6.674434645685597e-06,0.002480939445766457,0.21301313496340846,0.12010086686145524
589,3.114142211068479e-05,2.4473340610239328e-05,6.668081500445465e-06,0.0024497980236557718,0.21412257528719633,0.12010380202171471
590,3.0935088009358835e-05,2.4266851579238188e-05,6.6682364301206465e-06,0.002418862935646413,0.2155557607627719,0.12010676199623169
591,3.07148029473722e-05,2.4040208517822485e-05,6.674594429549712e-06,0.002388148132699041,0.21730871726529363,0.12010975468211106
592,3.0480969695295354e-05,2.379412826590978e-05,6.686841429385572e-06,0.0023576671630037454,0.21937758202022248,0.120112787612388
593,3.0234026998114602e-05,2.3529372173176583e-05,6.70465482493802e-06,0.002327433136005631,0.2217585776898368,0.12011586794321348
594,2.9974446292903483e-05,2.324674222941082e-05,6.727704063492662e-06,0.0022974586897127275,0.22444798471841867,0.12011900244202592
595,2.9702728410604614e-05,2.294707712188273e-05,6.755651288721884e-06,0.0022677559613021227,0.2274421122306713,0.12012219747676724
596,2.9419400282921278e-05,2.2631248242717632e-05,6.7881520402036455e-06,0.002238336561019201,0.23073726775267894,0.12012545900619757
597,2.9125011674419782e-05,2.23001556689285e-05,6.8248560054912825e-06,0.002209211549344782,0.2343297260026676,0.12012879257135778
598,2.8820131958912098e-05,2.195472413727557e-05,6.8654078216365265e-06,0.0021803914173858696,0.2382156969796082,0.12013220328822322
599,2.8505346958036654e-05,2.1595899035473928e-05,6.909447922562727e-06,0.0021518860704278333,0.2423912935609686,0.12013569584158713
600,2.8181255858699628e-05,2.1224642430479855e-05,6.9566134282197725e-06,0.002123704814569133,0.2468524988063031,0.12013927448020514
601,2.784846822469403e-05,2.0841929153664557e-05,7.006539071029472e-06,0.0020958563463444393,0.2515951331505039,0.12014294301322649
602,2.750760111639612e-05,2.044874296164275e-05,7.058858154753371e-06,0.0020683487452280436,0.25661482165908983,0.12014670480793124
603,2.7159276330963166e-05,2.004607279037674e-05,7.113203540586424e-06,0.00204118946889708,0.26190696150754783,0.1201505627887856
604,2.680411777394028e-05,1.963490911893859e-05,7.169208655001693e-06,0.0020143853511231397,0.26746668983717864,0.12015451943782085
605,2.6442748971641697e-05,1.921624045799692e-05,7.2265085136447785e-06,0.001987942602151498,0.2732888521308729,0.12015857679633504
606,2.6075790732119153e-05,1.8791049976716176e-05,7.284740755402977e-06,0.001961866811419379,0.2793679712435303,0.12016273646790883
607,2.5703858960982455e-05,1.83603122803285e-05,7.343546680653955e-06,0.0019361629524583966,0.2856982172132674,0.12016699962272136
608,2.532756263680745e-05,1.7924990349175585e-05,7.402572287631866e-06,0.0019108353898215891,0.29227337797100256,0.12017136700314425
609,2.494750194936972e-05,1.7486032648534614e-05,7.461469300835105e-06,0.0018858878878722193,0.2990868310573922,0.12017583893058631
610,2.4564266602489743e-05,1.704437041705142e-05,7.5198961854383216e-06,0.0018613236212697295,0.3061315164473965,0.1201804153135548
611,2.4178434281878665e-05,1.6600915140117884e-05,7.577519141760783e-06,0.001837145186987851,0.31339991057402783,0.12018509565689317
612,2.379056928704436e-05,1.6156556213062708e-05,7.634013073981649e-06,0.0018133546177008064,0.32088400163416464,0.1201898790721498
613,2.340122132506386e-05,1.5712158797585265e-05,7.689062527478594e-06,0.0017899533963757427,0.3285752662508785,0.12019476428902662
614,2.301092446285903e-05,1.5268561873462704e-05,7.742362589396324e-06,0.0017669424719128838,0.3364646475587258,0.12019974966785171
615,2.26201962335346e-05,1.4826576486210816e-05,7.793619747323784e-06,0.0017443222756793491,0.3445425347711921,0.1202048332130154
616,2.2229536891357056e-05,1.4386984190087657e-05,7.842552701269401e-06,0.0017220927387879923,0.3527987442832703,0.1202100125873051
617,2.1839428809074073e-05,1.395053568460437e-05,7.888893124469704e-06,0.0017002533099789178,0.3612225023573851,0.12021528512707072
