N,beta,peak_id,t_left,t_peak,t_right,mass_total,fraction_total,mass_yes,mass_no,shortcut_share,dominant_site,dominant_site_fraction,site_entropy
121,0.12,peak3,332,387,479,0.04560558746401787,0.04560560746296578,0.005246799423081741,0.04035878804093613,0.11504729386988795,76,0.03348358926304003,3.994557895323143
121,0.12,other,,,,0.6563851282154938,0.6563854160532944,0.003285769435067015,0.6530993587804266,0.005005856004081013,44,0.08264756809633717,3.073724962944658
121,0.14,peak1,96,132,176,0.11248802172457352,0.11248807204830628,0.0547655025520335,0.05772251917254001,0.4868563044528121,48,0.03751953498026075,3.806338899650627
121,0.14,peak2,177,231,332,0.19266877477131064,0.192668860965483,0.023012140454115367,0.1696566343171953,0.11943886850077168,120,0.04361862209501895,3.732360967636736
121,0.14,peak3,333,387,479,0.045432862854349734,0.04543288317963605,0.006014278291481516,0.03941858456286821,0.13237726864719707,76,0.033089983214315305,4.011171603184719
121,0.14,other,,,,0.6494098932802643,0.6494101838065748,0.0037817028688312145,0.6456281904114327,0.00582329112623967,44,0.08263653326600783,3.075793213586585
121,0.16,peak1,96,132,177,0.11843913128020976,0.11843918532177028,0.06150360352704041,0.05693552775316935,0.5192844869955339,48,0.03519401400525561,3.818577863142268
121,0.16,peak2,178,231,333,0.19370759875961693,0.19370768714477146,0.026329110600259407,0.16737848815935757,0.13592192959313246,120,0.04318005541559756,3.7491427732429123
121,0.16,peak3,334,387,479,0.045259440944047026,0.04525946159508347,0.0067546017421449694,0.03850483920190205,0.14924182891466764,76,0.03271175899967103,4.026255069941138
121,0.16,other,,,,0.6425933727350368,0.6425936659383747,0.004264696765472206,0.6383286759695642,0.006636695842847862,44,0.08262436934604292,3.0778571974905966
121,0.18,peak1,96,132,177,0.12397554827317163,0.12397560595568637,0.06783158598054045,0.056143962292631175,0.547136809841552,28,0.03325164465639894,3.824275423230534
121,0.18,peak2,178,231,333,0.1948417288006864,0.1948418194553441,0.02970789872512279,0.16513383007556362,0.15247195201964425,120,0.04273821506480386,3.7651051955237502
121,0.18,peak3,334,387,479,0.045252049363008334,0.045252070417579504,0.007581209869727609,0.03767083949328072,0.16753296207452942,76,0.032275348893590836,4.044666758448428
121,0.18,other,,,,0.6359302082900313,0.6359305041713895,0.00473533074005828,0.631194877549974,0.007446305708280834,44,0.08261110195165951,3.0799193238889058
121,0.2,peak1,96,132,177,0.12927729726271364,0.12927735858674153,0.07390350981653857,0.055373787446175035,0.5716665755036165,28,0.03467077651208182,3.8277280897408676
121,0.2,peak2,178,231,334,0.19621999826718634,0.19622009134617932,0.03322092452773428,0.16299907373945205,0.16930447875398733,120,0.04228084720763875,3.782331608432549
121,0.2,peak3,335,386,479,0.045086953154412156,0.0450869745418764,0.008276957047618385,0.036809996106793766,0.18357765314661567,76,0.0319236056237092,4.057319900211453
121,0.2,other,,,,0.6294152769555321,0.6294155755252022,0.0051941450634250775,0.6242211318921073,0.008252333957556675,44,0.08259675689803453,3.081981673530013
121,0.22,peak1,96,132,177,0.13435528267028235,0.1343553476382714,0.07973112309808611,0.05462415957219619,0.5934349696822275,28,0.03591784742569675,3.8296248491959686
121,0.22,peak2,178,231,335,0.19768203808071938,0.19768213367059295,0.03676030548771145,0.16092173259300793,0.18595673053867007,120,0.04182899125733526,3.799010419920655
121,0.22,peak3,336,386,479,0.04491851721156427,0.04491853893207779,0.00894687991966062,0.03597163729190365,0.19918021508860595,76,0.03158541356303318,4.068952186638961
121,0.22,other,,,,0.6230436784840053,0.6230439797590581,0.005641644007217872,0.6174020344767873,0.009054973514770527,44,0.08258136010975207,3.084046040057169
121,0.24,peak1,96,132,177,0.1392198081083173,0.13921987672440767,0.08532552986466393,0.053894278243653386,0.6128835474207668,28,0.03702049895603079,3.830439631693735
121,0.24,peak2,178,230,335,0.19902065400524432,0.19902075209487224,0.040183068765377444,0.15883758523986688,0.2019040132604458,120,0.041409090227615394,3.812926447230126
121,0.24,peak3,336,386,479,0.044948321428061065,0.04494834358136041,0.009731342027018102,0.035216979401042965,0.21650067717418392,76,0.031180585067208617,4.084453748315257
121,0.24,other,,,,0.61681072359707,0.616811027599359,0.00607829886878263,0.6107324247282883,0.009854398823249485,44,0.08256493753989991,3.0861139646119655
121,0.26,peak1,96,132,176,0.14353415545788892,0.14353422755368214,0.09037634101636406,0.05315781444152485,0.6296504182440348,28,0.0380635397338762,3.8260351537547113
121,0.26,peak2,177,230,336,0.2009713307301964,0.2009714316761173,0.044080529347395474,0.15689080138280087,0.219337400947867,120,0.040925834586161565,3.830937171092625
121,0.26,peak3,337,386,479,0.04478208858105076,0.044782111074652985,0.010357527510408474,0.034424561070642276,0.2312872811115646,76,0.030867307177712116,4.0943303179783666
121,0.26,other,,,,0.6107119229409605,0.6107122296955471,0.006504550708972096,0.6042073722319891,0.010650767513508838,44,0.08254751509801325,3.088186765219471
121,0.28,peak1,96,132,176,0.14796782468746789,0.14796790042387425,0.09550243772653837,0.052465386960929526,0.6454270577286315,28,0.038946524650515436,3.825386555230344
121,0.28,peak2,177,230,336,0.2024541415107244,0.20245424513561155,0.04754964247376912,0.1549044990369553,0.23486623745481797,120,0.04052270620010271,3.8436928211906976
121,0.28,peak3,337,386,479,0.04483454523960292,0.04483456818788471,0.011117346512804039,0.03371719872679887,0.24796385138716534,76,0.03048283772449089,4.108266339456199
121,0.28,other,,,,0.6047429767187162,0.6047432862526296,0.00692081283230917,0.5978221638864071,0.011444221923602832,44,0.08252911858611683,3.0902655620573167
121,0.3,peak1,96,132,176,0.15221513176789703,0.15221521115191025,0.10042459689704847,0.05179053487084858,0.6597543603626702,28,0.03973948995197835,3.824393571054499
121,0.3,peak2,177,230,337,0.20421782058883847,0.20421792709355965,0.05118778430038127,0.15303003628845724,0.2506528771719687,120,0.04010256128128895,3.8582297536041645
121,0.3,peak3,338,386,479,0.044666761166861274,0.04466678446169877,0.011700048926358727,0.032966712240502544,0.26194083969175525,76,0.03019365992327636,4.116683017521153
121,0.3,other,,,,0.5988997649515654,0.5989000772928307,0.0073274730357407785,0.5915722919158252,0.012234890485110428,44,0.08250977364216794,3.0923512994100837
141,0.0,peak1,112,270,368,0.23964263642346997,0.23964292034389445,0.0,0.23964263642346997,0.0,0,0.03389209805874732,4.069188851049107
141,0.0,peak2,369,452,558,0.04678438060128292,0.04678443602982184,0.0,0.04678438060128292,0.0,89,0.03353121787975091,3.909983539844647
141,0.0,other,,,,0.7135717982107481,0.7135726436262838,0.0,0.7135717982107481,0.0,51,0.07636989655633615,3.1463157545318134
141,0.02,peak1,112,270,376,0.24809217288393387,0.24809247573888657,0.011948669524226966,0.23614350335970694,0.0481622188452393,0,0.03245589627686804,4.183012918666461
141,0.02,peak2,377,452,558,0.04659720493576355,0.04659726181863145,0.0009784492347222576,0.0456187557010413,0.020998024153403537,89,0.0330337475609232,3.9510772521481217
141,0.02,other,,,,0.7053094014461724,0.7053102624424824,0.0005699418074323159,0.7047394596387391,0.0008080734586320591,51,0.07635849467807224,3.1484419765892935
141,0.04,peak1,112,153,204,0.06825441676808003,0.06825450248044175,0.01743650289130517,0.05081791387677487,0.25546336364652017,56,0.050247473685821144,3.7365918652785086
141,0.04,peak2,205,270,380,0.18816117970113877,0.188161415989717,0.006245574210808463,0.18191560549033028,0.033192682043811955,0,0.04244697363710754,3.7028686033577842
141,0.04,peak3,381,452,558,0.04633246170829749,0.046332519891561015,0.001829950607059465,0.044502511101238026,0.03949607984528365,89,0.03261257581962671,3.979025747991111
141,0.04,other,,,,0.6972506860465479,0.6972515616382803,0.0011236082899063634,0.6961270777566413,0.0016114839503095907,51,0.0763461155894684,3.1505377542788806
141,0.06,peak1,112,154,205,0.0756867191577724,0.07568681679702816,0.025625138691727715,0.05006158046604468,0.33856849625508206,56,0.044688974578854755,3.817044205932004
141,0.06,peak2,206,270,383,0.1888757248256191,0.18887596848375895,0.009516005098366604,0.1793597197272525,0.05038236177334237,140,0.04196874905413377,3.728781986284791
141,0.06,peak3,384,452,558,0.046048038622894895,0.04604809802692601,0.0026268314046350386,0.04342120721825986,0.05704545694437002,89,0.03222273614630923,4.0015875755794985
141,0.06,other,,,,0.6893882273506136,0.6893891166922866,0.0016618313827705489,0.6877263959678435,0.002410588572359481,51,0.07633277271214545,3.152609682853202
141,0.08,peak1,112,154,206,0.08282089994564948,0.08282100957432384,0.03349160199582353,0.04932929794982595,0.4043858738289745,56,0.04028560721171782,3.863412464481042
141,0.08,peak2,207,270,385,0.18966946958837788,0.18966972065076104,0.01280630438815894,0.17686316520021894,0.0675190604790074,140,0.041508233056937106,3.7524122999865615
141,0.08,peak3,386,452,558,0.04579335577082845,0.04579341638674654,0.003409639740160344,0.04238371603066809,0.07445708406310708,89,0.03183452986389925,4.022415559353261
141,0.08,other,,,,0.6817149510132071,0.6817158533881682,0.002185378777913993,0.6795295722352938,0.00320570756834062,51,0.07631848081455767,3.154663266988821
141,0.1,peak1,112,154,206,0.08960314402122575,0.08960326559750877,0.040994444261034574,0.048608699760191186,0.45751122584854337,56,0.03673674098745559,3.889291303258687
141,0.1,peak2,207,270,386,0.19056574954329614,0.19056600810872654,0.016141686184011475,0.17442406335928465,0.08470402589497919,140,0.0410427804906146,3.774669350056958
141,0.1,peak3,387,452,558,0.04560563656369017,0.045605698442811024,0.004206571860286064,0.04139906470340411,0.09223798146993105,89,0.03142971946884268,4.043489295206416
141,0.1,other,,,,0.6742241130430805,0.6742250278509533,0.002694960010255868,0.6715291530328252,0.0039971278957857,51,0.07630325581570527,3.1567031637175753
141,0.12,peak1,112,154,206,0.09609133389168302,0.09609146742114703,0.04818277768940604,0.047908556202276985,0.5014268793866373,56,0.03380285004592886,3.904186273268891
141,0.12,peak2,207,270,387,0.19157060012701355,0.19157086633540632,0.01951976782872386,0.1720508322982897,0.10189333757780174,140,0.040574963508776075,3.7959592379315366
141,0.12,peak3,388,452,558,0.045427395211991774,0.04542745833834759,0.0049822743925502285,0.04044512081944156,0.10967554642523339,89,0.031036732246507236,4.06266758567621
141,0.12,other,,,,0.6669092811613928,0.6669102079050985,0.003191231902767546,0.6637180492586254,0.004785106449875998,51,0.07628711460786558,3.1587333472174763
141,0.14,peak1,112,154,206,0.10229968545098973,0.10229983093481756,0.05507166539614193,0.04722802005484781,0.538336605370365,56,0.03133678891156017,3.9124001871224685
141,0.14,peak2,207,270,388,0.1926773250040473,0.19267759901696,0.022936132304464386,0.16974119269958293,0.11903908414746052,140,0.04010694346325432,3.8164152282442254
141,0.14,peak3,389,452,558,0.045257250031579634,0.04525731439343904,0.005736926605274311,0.03952032342630532,0.12676259828582592,89,0.03065541514016393,4.080241322887992
141,0.14,other,,,,0.6597643173817284,0.6597652556547831,0.0036748034427828103,0.6560895139389463,0.005569872977317493,51,0.07627007489676103,3.1607572271368816
141,0.16,peak1,112,154,206,0.10824159757347404,0.1082417550110614,0.061675307908720264,0.0465662896647538,0.5697930305108003,32,0.032074094767407725,3.9164389769031818
141,0.16,peak2,207,270,389,0.19387980985484962,0.19388009185336208,0.026386828906492445,0.16749298094835718,0.13609890027356253,140,0.03964060527509808,3.8361265341272555
141,0.16,peak3,390,452,558,0.04509377635124759,0.04509384194022182,0.00647058563952484,0.03862319071172276,0.1434917667822651,89,0.03028565793885298,4.096433154914581
141,0.16,other,,,,0.6527833617208473,0.6527843111953547,0.004146240153565997,0.6486371215672814,0.0063516327110969975,51,0.07625215505769337,3.1627777373849137
141,0.18,peak1,112,154,206,0.11392970728312504,0.11392987667399707,0.06800710132314515,0.0459226059599799,0.5969215838862967,32,0.03353319951229012,3.917828411586932
141,0.18,peak2,207,270,390,0.19517245978595965,0.19517274996868675,0.029868317714565773,0.16530414207139388,0.153035514064441,140,0.03917758301143457,3.8551549738141384
141,0.18,peak3,391,451,558,0.0449355291746074,0.044935595984824446,0.0071832140551310476,0.03775231511947635,0.1598560023009634,89,0.029927381727842876,4.111418719224586
141,0.18,other,,,,0.64596081695691,0.6459617773724915,0.004606068017443601,0.641354748939466,0.007130568753601129,51,0.07623337400627213,3.164797405131594
141,0.2,peak1,112,154,205,0.1191929047429876,0.11919308581010436,0.073905771699119,0.04528713304386861,0.6200517711895686,32,0.0348310681223289,3.91424536167235
141,0.2,peak2,206,270,391,0.1967331780328323,0.1967334768921427,0.033551338310806166,0.1631818397220261,0.1705423490144955,140,0.03869264842621719,3.8751235424060058
141,0.2,peak3,392,451,558,0.04478106375783203,0.04478113178518749,0.007874704835824146,0.03690635892200788,0.17584899006439728,89,0.029580528650756704,4.125339927759286
141,0.2,other,,,,0.6392913343587968,0.6392923055125658,0.005054777000121612,0.6342365573586748,0.007906844232749542,51,0.07621375108247427,3.166818405960996
141,0.22,peak1,112,154,205,0.12438355139649207,0.12438374437663985,0.07970605565109738,0.0446774957453947,0.6408086499879863,32,0.03593070212112887,3.9126414131405487
141,0.22,peak2,206,269,391,0.19807905758145505,0.19807936489962835,0.03701248600578881,0.16106657157566626,0.18685713905200882,140,0.03825450539064498,3.8912858141866566
141,0.22,peak3,392,451,558,0.044766039215600274,0.04476610866977461,0.00864265079482454,0.03612338842077574,0.19306266415932347,89,0.029190644398703853,4.142167214002628
141,0.22,other,,,,0.632769800316354,0.6327707820539568,0.005492824219960609,0.6272769760963934,0.008680604253259977,51,0.07619330594685944,3.168842608979129
141,0.24,peak1,112,154,205,0.12935336192810035,0.12935356682461974,0.08526950623961366,0.044083855688486724,0.6591982223624755,33,0.03689681609374386,3.910381813406172
141,0.24,peak2,206,269,392,0.1996292806057538,0.1996295968197598,0.04058786120365991,0.15904141940209388,0.20331617225940185,140,0.03780779297133589,3.908451693022962
141,0.24,peak3,393,451,558,0.04462444965543613,0.04462452034083834,0.009297913791709026,0.03532653586372709,0.2083591812000388,89,0.028865173927529693,4.154261905433515
141,0.24,other,,,,0.6263913238070798,0.6263923160147822,0.005920636800870001,0.6204706870062092,0.009451977662917756,51,0.07617205848785959,3.1708716144064284
141,0.26,peak1,112,154,204,0.13385363758266278,0.1338538539836805,0.09035519063018499,0.043498446952477794,0.6750297732804247,33,0.03780798827203688,3.9038857120611685
141,0.26,peak2,205,269,392,0.20135522274934625,0.20135554828009694,0.04432142324515838,0.15703379950418786,0.22011558796431704,140,0.037353368823108475,3.9251282388221527
141,0.26,peak3,393,451,558,0.04463829833187993,0.0446383704985641,0.010045596087735148,0.034592702244144784,0.22504433329979223,89,0.028492439518638463,4.169504620645502
141,0.26,other,,,,0.620151224639906,0.6201522272376582,0.006338614442997442,0.613812610196909,0.010221078651707882,51,0.07615002873914846,3.172906785395706
141,0.28,peak1,112,154,204,0.13838500947576063,0.13838523775719055,0.09544996429322218,0.04293504518253847,0.6897420801198926,33,0.03857444947092353,3.9008212228230086
141,0.28,peak2,205,269,393,0.20306392452516797,0.20306425950164578,0.04795612452705038,0.15510779999811758,0.23616269920512958,140,0.03692223629005593,3.9411247369537765
141,0.28,peak3,394,451,558,0.044504393969360935,0.0445044673842975,0.010663653389619537,0.03384074057974141,0.23960900123616855,89,0.028188914234062223,4.18003145390758
141,0.28,other,,,,0.6140450224214604,0.6140460353568663,0.006747131741458039,0.6072978906800021,0.010988008199872727,51,0.07612723680617313,3.174949275308776
141,0.3,peak1,112,154,203,0.14241284820362732,0.1424130878525858,0.10003258813536967,0.04238026006825769,0.702412664286717,33,0.039323296781863526,3.8935121120879717
141,0.3,peak2,204,269,393,0.20497490173481242,0.20497524666170866,0.05178268303973744,0.153192218695075,0.2526293834097387,140,0.03648214658001887,3.9567705105970186
141,0.3,peak3,394,451,558,0.04454214109370424,0.04454221604816134,0.01139002516116674,0.0331521159325375,0.25571346328424815,89,0.02783445726517092,4.193840147026152
141,0.3,other,,,,0.6080684261944392,0.6080694494375445,0.007146540279898406,0.6009218859145404,0.011752855389359076,51,0.07610370280100569,3.1770000513478167
161,0.0,peak1,128,309,420,0.23033473311805244,0.2303362896048652,0.0,0.23033473311805244,0.0,0,0.032979886367831744,4.106059159848765
161,0.0,peak2,421,517,638,0.0467661256551711,0.04676644167723552,0.0,0.0467661256551711,0.0,102,0.03137319435560964,3.971814149297104
161,0.0,other,,,,0.7228923837730753,0.7228972687178996,0.0,0.7228923837730753,0.0,58,0.07094498586739147,3.219833316063512
161,0.02,peak1,128,309,432,0.23900787204659357,0.239009525624642,0.012014996875245086,0.22699287517134842,0.05027029767832423,0,0.03149501538493085,4.2359064614361674
161,0.02,peak2,433,517,638,0.0465228845792463,0.046523206448229236,0.0009075704594937599,0.04561531411975254,0.01950804357257383,102,0.03092874687563809,4.011006796741947
161,0.02,other,,,,0.7144623249132993,0.7144672679271289,0.0005507552067866557,0.713911569706513,0.0007708666889517097,58,0.07092927255261322,3.221884822990598
161,0.04,peak1,128,176,235,0.059303503390514684,0.05930392269887529,0.017516684465345454,0.04178681892516922,0.2953735186604029,64,0.04463557872215529,3.857548452819172
161,0.04,peak2,236,309,437,0.18823336857150869,0.18823469948487256,0.006278115366693219,0.18195525320481548,0.0333528290671173,0,0.03964607327620838,3.7726390366590525
161,0.04,peak3,438,517,638,0.0462143560685005,0.04621468282939609,0.001707838396280125,0.04450651767222037,0.036954715840867895,102,0.030545824024411597,4.037193355115903
161,0.04,other,,,,0.7062417014698948,0.706246694986856,0.0010864477990823627,0.7051552536708127,0.001538351242671097,58,0.07091277975745418,3.2239079939722433
161,0.06,peak1,128,177,235,0.06687304589081276,0.06687352840458306,0.025711380501751452,0.04116166538906131,0.38448047579187306,64,0.03902712570844162,3.929755517830182
161,0.06,peak2,236,309,439,0.18893500913270378,0.18893637236870392,0.009532170070653356,0.17940283906205046,0.05045211109582221,0,0.03917191994356006,3.799659659605611
161,0.06,peak3,440,517,638,0.04596191463784429,0.045962246270065114,0.002509942764580814,0.04345197187326348,0.0546091864178819,102,0.030151520324342998,4.06208287619056
161,0.06,other,,,,0.6982228150206832,0.6982278529566481,0.001607836256800867,0.6966149787638822,0.0023027552555028425,58,0.0708955149574221,3.225909506657601
161,0.08,peak1,128,177,235,0.07410978309909633,0.07411032813717668,0.03355508726457257,0.040554695834523764,0.4527754077987813,64,0.03472830732048516,3.9659022964019273
161,0.08,peak2,236,309,441,0.18977361493284964,0.18977501061696123,0.01285049677471685,0.17692311815813277,0.06771487584964817,0,0.03869057416087631,3.8252330205341196
161,0.08,peak3,442,517,638,0.045710915091098876,0.04571125127059328,0.0032821644052578197,0.042428750685841066,0.07180264054475129,102,0.029773042983038938,4.083664943957557
161,0.08,other,,,,0.6903983324623405,0.690403409975269,0.0021156184791872486,0.688282713983153,0.0030643447119024585,58,0.07087748728043809,3.227894939614385
161,0.1,peak1,128,177,235,0.08103014921639094,0.0810307560612209,0.04106501114320831,0.03996513807318262,0.5067868138011722,64,0.031328318833054675,3.9837347551921085
161,0.1,peak2,236,309,443,0.19074018356295397,0.19074161203982806,0.0162259382632409,0.17451424529971304,0.08506827434128747,0,0.03820462163166269,3.8497642853968346
161,0.1,peak3,444,517,638,0.0454609129238108,0.04546125338622188,0.004026445289295924,0.04143446763451487,0.08856938918151414,102,0.029408712572628778,4.102761915915183
161,0.1,other,,,,0.6827612652289959,0.6827663785127293,0.0026104378253772437,0.6801508274036184,0.0038233537230641097,58,0.07085870727948292,3.22986900689388
161,0.12,peak1,128,177,235,0.08764961319350563,0.08765028112042107,0.04825735067605944,0.03939226251744618,0.5505711767320732,37,0.029149161567485544,3.991605711979175
161,0.12,peak2,236,309,444,0.19176448071770297,0.19176594204369668,0.019610159035648167,0.17215432168205477,0.10226168559607417,160,0.037729095349219005,3.8725298726949333
161,0.12,peak3,445,517,638,0.04527333586348495,0.04527368086534489,0.004786326289228694,0.04048700957425625,0.10572064545146737,102,0.029029730143219096,4.1225054008905415
161,0.12,other,,,,0.6753049498628055,0.6753100959705374,0.0030928884837890004,0.6722120613790165,0.004579987877206215,58,0.07083918672838535,3.231835721388393
161,0.14,peak1,128,177,235,0.09398274531356682,0.09398347361166,0.05514736599849929,0.03883537931506755,0.5867818163270713,37,0.031008380559570316,3.9938469011828093
161,0.14,peak2,236,309,445,0.19288718477563194,0.19288867951137734,0.02303061902810517,0.16985656574752683,0.1193994253941473,160,0.03726108315538139,3.894402031491344
161,0.14,peak3,446,516,638,0.04509929085687159,0.045099640343656905,0.005529938810681534,0.039569352046190054,0.12261697923879795,102,0.028659100922614644,4.140870517312054
161,0.14,other,,,,0.6680230298394644,0.6680282065333055,0.0035635202506167536,0.6644595095888477,0.005334427244930642,58,0.07081893843860584,3.233798514313873
161,0.16,peak1,128,177,234,0.09994020723540974,0.09994099440993388,0.06164962466750581,0.03829058256790392,0.6168650873645855,37,0.03258341694934643,3.990335026697675
161,0.16,peak2,235,309,446,0.1942057148376723,0.19420724449020546,0.026583651899276493,0.16762206293839582,0.13688398367420113,160,0.03677976629547528,3.9164634866593495
161,0.16,peak3,447,516,638,0.04493676297513179,0.04493711691751384,0.006256713084938067,0.038680049890193746,0.13923372914957313,102,0.02829735869641821,4.158023230542787
161,0.16,other,,,,0.6609094385590322,0.6609146441823462,0.004022842787454463,0.6568865957715782,0.006086829076348778,58,0.07079797609504669,3.235760326020165
161,0.18,peak1,128,177,233,0.10560036390415116,0.10560120898196766,0.06783916266979455,0.03776120123435659,0.642414099362093,37,0.03392627157947872,3.9845378896899364
161,0.18,peak2,234,309,446,0.19556336114043957,0.1955649261564311,0.03014180736836653,0.16542155377207302,0.15412809021379445,160,0.03630811140127324,3.936808926954594
161,0.18,peak3,447,516,638,0.044869888996913763,0.044870248072833754,0.007028905014722069,0.03784098398219169,0.15665082245257017,102,0.027909464363600804,4.177075930622999
161,0.18,other,,,,0.6539583834192758,0.6539636167887672,0.004471329419227682,0.6494870540000487,0.006837330222527256,58,0.07077631410910179,3.2377236771652527
161,0.2,peak1,128,177,233,0.11111379300279418,0.11111469616371653,0.07386523109751304,0.037248561905281155,0.6647710342824454,37,0.03505225399902103,3.98016428214366
161,0.2,peak2,234,308,447,0.1969811953134166,0.1969827964262329,0.03368536555891584,0.1632958297545008,0.17100802696074152,160,0.035847617028842746,3.9564757296865753
161,0.2,peak3,448,516,638,0.04473255260269253,0.044732916200157576,0.00772636330663907,0.037006189296053454,0.17272350574901033,102,0.027564982072711793,4.19219917681913
161,0.2,other,,,,0.6471643308950554,0.647169591209893,0.004909420525952205,0.6422549103691031,0.007586049310168671,58,0.07075396748730774,3.2396907259158887
161,0.22,peak1,128,177,232,0.11622875170020093,0.11622971103363484,0.07948127882507738,0.03674747287512355,0.683834917457347,37,0.036063493403850774,3.9721816114606683
161,0.22,peak2,233,308,447,0.19853796618167496,0.19853960488213482,0.037336443318439556,0.1612015228632354,0.18805694465649114,160,0.03538354260187391,3.975480962430449
161,0.22,peak3,448,516,638,0.044703035793903265,0.04470340476557513,0.008482466742867161,0.0362205690510361,0.18975146972063195,102,0.02719063483293029,4.209561031068491
161,0.22,other,,,,0.6405219925530866,0.6405272793186556,0.005337526575197959,0.6351844659778876,0.008333088695241925,58,0.0707309517141106,3.2416633148787453
161,0.24,peak1,128,177,231,0.12107650158596184,0.12107751617337174,0.08481661752781293,0.0362598840581489,0.7005208807391488,37,0.036957212597071264,3.9636223199297387
161,0.24,peak2,232,308,448,0.2003046623609444,0.20030634085830692,0.0411229330792888,0.15918172928165555,0.20530192654820095,160,0.034911573144653804,3.9952789256869305
161,0.24,peak3,449,516,638,0.044584144464660025,0.04458451806739105,0.009148544828986062,0.035435599635673956,0.2051972722329062,102,0.026865378800393146,4.222913481478675
161,0.24,other,,,,0.6340263119367696,0.6340316249009303,0.005756030836370767,0.6282702811003987,0.009078536218453984,58,0.07070728264739594,3.2436430102734777
161,0.26,peak1,128,177,231,0.1258671124122818,0.12586818306162623,0.09008065437695918,0.0357864580353226,0.7156806305518243,37,0.03770795858611783,3.9580951903895785
161,0.26,peak2,232,308,448,0.20186603190634136,0.20186774901679683,0.04468131270225793,0.15718471920408345,0.22134141281871766,160,0.034484163927450594,4.011478593265146
161,0.26,peak3,449,516,638,0.044585897304825976,0.044586276560858826,0.009886858172720125,0.03469903913210584,0.22174855212906014,102,0.02650674105284996,4.23872238653361
161,0.26,other,,,,0.6276724522607204,0.6276777913607177,0.006165291812914923,0.6215071604478057,0.009822466782967887,58,0.07068297642554541,3.2456311351028715
161,0.28,peak1,128,177,230,0.13022916592410247,0.13023029025339414,0.09490529968450613,0.03532386623959633,0.7287561047562642,37,0.03842263828977022,3.949094365020225
161,0.28,peak2,231,308,449,0.20382685202795903,0.20382861176049313,0.04856498212770144,0.1552618699002576,0.23826586950888962,160,0.03402510461730992,4.030149209479255
161,0.28,peak3,450,516,638,0.04447956379566245,0.04447994780853777,0.010519875615266818,0.03395968818039562,0.23651031434558925,102,0.026201958135311846,4.250505174631275
161,0.28,other,,,,0.6214557848591573,0.6214611501775746,0.006565645424172539,0.614890139434985,0.010564943772565468,58,0.07065804938491456,3.2476287975792952
161,0.3,peak1,128,177,229,0.1343524122749623,0.134353589435859,0.09947922969289795,0.03487318258206436,0.7404350097511181,37,0.039070874422711184,3.9399750204781885
161,0.3,peak2,230,308,449,0.2057596460620943,0.2057614488746033,0.05240123973140279,0.15335840633069153,0.2546720930672145,160,0.03358795397555075,4.046793747819393
161,0.3,peak3,450,516,638,0.04450730166325635,0.04450769162465897,0.011239055132891107,0.03326824653036525,0.25252160236372345,102,0.02586043734887922,4.264877623815114
161,0.3,other,,,,0.6153718783365143,0.6153772700648789,0.006957406964838462,0.6084144713716756,0.011306020326515188,58,0.07063251798670411,3.2496369157318803
181,0.0,peak1,143,348,472,0.2271160631660999,0.22712151163001187,0.0,0.2271160631660999,0.0,0,0.03152843674560507,4.15161593559718
181,0.0,peak2,473,582,717,0.04674890446646602,0.04675002596230105,0.0,0.04674890446646602,0.0,115,0.029578331842997352,4.027173630833583
181,0.0,other,,,,0.726111043165034,0.7261284624076875,0.0,0.726111043165034,0.0,66,0.06666600691226905,3.2828389902598354
181,0.02,peak1,143,348,489,0.23589690393279952,0.2359027319417483,0.012052914316596773,0.22384398961620278,0.05109399112771024,0,0.030062907904119408,4.292893911397993
181,0.02,peak2,490,582,717,0.04646134468434673,0.046462492546519046,0.0008549041000037595,0.04560644058434296,0.01840033055030766,115,0.029164906216603396,4.065575686510901
181,0.02,other,,,,0.7176170462473904,0.7176347755117326,0.0005419256429632887,0.7170751206044269,0.0007551738713526405,66,0.06665962431763357,3.284908143929093
181,0.04,peak1,143,200,265,0.05619693559779612,0.056198361433706864,0.01752991715455244,0.03866701844324368,0.31193724298447173,72,0.04129081347014463,3.9420763557766403
181,0.04,peak2,266,348,494,0.18829981368779866,0.18830459125500026,0.006308470768202776,0.1819913429195959,0.033502267711545526,0,0.0373142965331494,3.836825067279274
181,0.04,peak3,495,582,717,0.04614272637243506,0.04614389711165031,0.0016348362150006481,0.0445078901574344,0.035429987422183916,115,0.028790966070052066,4.092543777040144
181,0.04,other,,,,0.7093351528564963,0.7093531501996421,0.001069692434655083,0.7082654604218408,0.00150802118060472,66,0.06665231228508105,3.286945608199259
181,0.06,peak1,143,200,266,0.0638346203945399,0.06383627991542293,0.02573908004399033,0.038095540350549545,0.40321505610757774,72,0.03583513814423116,4.012509066310359
181,0.06,peak2,267,348,497,0.18903318841653266,0.18903810274862745,0.009571544871179647,0.17946164354535293,0.050634203185997415,0,0.036839369990192425,3.865921582700913
181,0.06,peak3,498,582,717,0.045848699052395955,0.045849890989828446,0.0023989111797945314,0.04344978787260143,0.052322339114858035,115,0.028421451769635796,4.116380891119009
181,0.06,other,,,,0.7012574956203615,0.7012757263461209,0.001583969571228444,0.6996735260491326,0.0022587559935130512,66,0.06664408331134755,3.2889589730582816
181,0.08,peak1,143,200,265,0.0710943512916327,0.07109624155223218,0.03355743806809923,0.037536913223533475,0.4720127191321415,72,0.03172531924257267,4.044088082515911
