scan_name,case_id,corridor_halfwidth,bx,delta_core,delta_open,kappa_c2o,kappa_o2c,phase,t_peak1,t_valley,t_peak2,valley_over_max,sep_peaks,no_leak_total,leak_total,rollback_total,late_window_name,late_window_lo,late_window_hi,late_hit_mass,late_flux_c2o,late_flux_o2c,late_L0R0,late_L0R1,late_L1R0,late_L1R1,late_rollback_share,late_tau_out_prob,late_tau_out_mean_event_time,late_tau_out_mean_hit_time,late_tau_out_ratio,late_tau_out_early_mass,late_tau_out_late_mass,late_tau_out_no_exit_mass,late_tau_mem_prob,late_tau_mem_mean_event_time,late_tau_mem_mean_hit_time,late_tau_mem_ratio,late_tau_mem_early_mass,late_tau_mem_late_mass,late_tau_mem_no_exit_mass,late_left_core_share,late_left_shoulders_share,late_left_outer_share,late_corridor_share,late_outer_reservoir_share,late_target_funnel_share
width_bx,width_h1_bx_m0p04,1,-0.04,1.0,0.55,0.002,0.002,0,,,,,0.0,0.8638067445896931,0.13619325541030686,0.7691979708592185,late,260,360,0.1867613660623438,0.000627410461081084,0.0004125305450825833,0.43366212529020975,0.561290402573343,0.0020046001682713695,0.0030428719681759916,0.5643332745415189,0.6839864371807389,259.27034167428684,310.04392402944836,0.8362374540507397,0.04479111246906481,0.6391953247116742,0.3160135628192611,0.0033565548209513007,175.3635257818353,310.04392402944836,0.5656086515186121,0.0011613334551798917,0.002195221365771409,0.9966434451790487,0.0033947147722278486,0.0,0.0019269733361675593,0.8989680827882052,0.009069891856653464,0.08664033724674602
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,0,,,,,0.0,0.9139535143259278,0.08604648567407226,0.557824288893589,late,260,360,0.24868057302541202,0.0016151869728159463,0.0007188089000657013,0.46070991343241663,0.5306459054034681,0.00395081580396818,0.004693365360147168,0.5353392707636153,0.7850624742138095,239.9508151952953,304.23957236831455,0.7886903512499326,0.05091261949085334,0.7341498547229561,0.21493752578619052,0.0064891638572767375,170.98369150739313,304.23957236831455,0.5620034572636037,0.0020899367051183454,0.004399227152158392,0.9935108361427233,0.003266750416021108,0.0,0.0022465493380773353,0.8431389733519217,0.02020634841019846,0.13114137848378138
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,0,,,,,0.0,0.9430692546962886,0.056930745303711415,0.44279695049693063,late,260,360,0.22454683832653566,0.0033323484204195127,0.0007601783410786328,0.5121761521778553,0.47065908415405733,0.009382951068156425,0.0077818125999309425,0.47844089675398827,0.8963849735928772,213.8848442534062,301.77530902414145,0.7087552820177737,0.0747137250407181,0.8216712485521591,0.10361502640712283,0.014828659391325825,153.60571981726292,301.77530902414145,0.5090069174777144,0.006559742465883329,0.008268916925442496,0.9851713406086742,0.002464720344695818,0.0,0.0019136457652852064,0.7412041058677978,0.03800589501289145,0.21641163300932953
width_bx,width_h1_bx_p0p08,1,0.08,1.0,0.55,0.002,0.002,0,,,,,0.0,0.9538617303994222,0.046138269600577764,0.36958459671546356,late,260,360,0.1786213830637464,0.0059983798197745025,0.0005643719985393848,0.5791828223369716,0.3853944015494684,0.022400741815480893,0.013022034298079096,0.3984164358475475,0.9732503404784669,184.39555714252336,303.12955033448134,0.6083061085237527,0.18643508027216452,0.7868152602063024,0.026749659521533076,0.03356204271882982,123.41986775715682,303.12955033448134,0.4071522146916129,0.023772229307066385,0.009789813411763437,0.9664379572811702,0.0013024403468913962,0.0,0.000977150642385715,0.6130957832022907,0.05164767461464411,0.33297695119378806
width_bx,width_h2_bx_m0p16,2,-0.16,1.0,0.55,0.002,0.002,0,,,,,0.0,0.8665744862859895,0.13342551371401043,0.9575767072351253,late,260,360,0.0016865829757824525,9.23799030800847e-07,1.1127845905632479e-06,0.3102407972359055,0.688699094556546,0.0002954623261842872,0.0007646458813644017,0.6894637404379104,0.3148026748351551,279.45418862690104,323.5380214737989,0.8637445062991834,0.02382648375007467,0.29097619108508044,0.6851973251648449,0.0005475820683746698,163.6126271176924,323.5380214737989,0.5056982989893887,0.00026319462963843277,0.000284387438736237,0.9994524179316253,0.002645444550151313,0.0011136855013555284,0.0006364498561830625,0.9385936068751837,0.000632961521100185,0.05637785169602632
width_bx,width_h2_bx_m0p12,2,-0.12,1.0,0.55,0.002,0.002,1,529,1317,1881,0.2553635849229889,0.5954635542831975,0.8525961539411702,0.14740384605882975,0.9360743625077281,peak2,1855,1907,0.008904585019263887,0.001115076064424843,0.0002838012038385058,0.00043446703873363144,0.8537128165754058,0.0006847963022862952,0.14516792008357426,0.99888073665898,0.9993060929113496,354.59943294004944,1880.9999549940856,0.18851644945476057,0.9863703661096415,0.01293572680170818,0.0006939070886503584,0.12003968163062143,532.2086754256919,1880.9999549940856,0.2829392281550402,0.10214234334908544,0.017897338281535988,0.8799603183693786,0.0449428760701616,0.03062128292516485,0.16283884966410717,0.5496061217390196,0.17977949120530823,0.032211378396238693
width_bx,width_h2_bx_m0p08,2,-0.08,1.0,0.55,0.002,0.002,2,395,1080,1686,0.08135465983186779,1.6331435800126501,0.8712463218422497,0.12875367815775035,0.8919661232862289,peak2,1660,1712,0.012702182141560533,0.0011640974939843758,0.0004660340181603211,0.0009508579859928979,0.8811529949058483,0.0015914397585609047,0.11630470734959786,0.9974577022554462,0.9999992526648666,327.5871827454397,1685.9997736596652,0.1942984737384468,0.999323338270881,0.0006759143939855106,7.473351334441602e-07,0.08770100726411954,431.218130579691,1685.9997736596652,0.2557640501004814,0.0755086109647014,0.012192396299418137,0.9122989927358804,0.024396455259595683,0.017245838250040512,0.1016500907045418,0.46529736366640373,0.3424510306328211,0.04895922148659718
width_bx,width_h2_bx_m0p04,2,-0.04,1.0,0.55,0.002,0.002,0,,,,,0.0,0.8983366992009657,0.10166330079903432,0.8089503083255652,late,260,360,0.21331541139286098,0.0004037037151488444,0.0003243631732448018,0.32658662299362184,0.6703096303771922,0.0009895723681820942,0.002114174261003982,0.6724238046381962,0.5280967238945192,255.51098426566963,310.87871426590607,0.8218992569787896,0.0352944547571803,0.49280226913733893,0.4719032761054808,0.0018915544222967667,170.63535396555517,310.87871426590607,0.5488807889870659,0.0006865810087458286,0.001204973413550938,0.9981084455777033,0.0032499425959395326,0.0014934432571266408,0.0014514134369384823,0.8897430463634091,0.005746320647525924,0.09831583369906025
width_bx,width_h2_bx_p0p00,2,0.0,1.0,0.55,0.002,0.002,0,,,,,0.0,0.9376144503662257,0.062385549633774386,0.6494173325935937,late,260,360,0.2783950568070139,0.0010222048847778244,0.0005671838331901294,0.3520450190951891,0.6426942757064276,0.001938838988769391,0.0033218662096139297,0.6460161419160415,0.6597367258755189,238.71183781859662,304.85374962942393,0.7830372370645645,0.039119839687659363,0.6206168861878596,0.3402632741244811,0.0036697856973892896,168.7982312403462,304.85374962942393,0.5537023292169936,0.0012122851601799945,0.002457500537209295,0.9963302143026107,0.002973016954178828,0.0014094517989882887,0.0016397673565082358,0.8373800080228397,0.01304510830029354,0.14355264756719152
width_bx,width_h2_bx_p0p04,2,0.04,1.0,0.55,0.002,0.002,0,,,,,0.0,0.964112190402119,0.035887809597880925,0.5553744328210313,late,260,360,0.24518543951987612,0.0020574672133429686,0.0005947485866135059,0.4023012529931853,0.5875370763502367,0.0045086391921991655,0.005653031464378857,0.5931901078146156,0.8221244382070961,215.69169626785302,301.944147220447,0.7143430275215046,0.05641126289615124,0.7657131753109448,0.17787556179290387,0.008387412898556375,153.71132051406872,301.944147220447,0.509072031794825,0.0036822774243744413,0.004705135474181934,0.9916125871014436,0.002159048771817663,0.0010397026153117848,0.0013594594250734991,0.7409417142358612,0.02491395881836228,0.22958611613357335
width_bx,width_h2_bx_p0p08,2,0.08,1.0,0.55,0.002,0.002,0,,,,,0.0,0.9719466473797062,0.028053352620293775,0.484065784361747,late,260,360,0.19190934634883805,0.0036129565133204596,0.00043045213469926786,0.474443056121611,0.505309576565268,0.010570093258691573,0.009677274054429589,0.5149868506196976,0.9487212937097732,189.04462599746188,303.01820712375036,0.6238721685798156,0.14706051335643108,0.8016607803533421,0.051278706290226794,0.01881940359526539,125.12789710844253,303.01820712375036,0.41293854351577375,0.013138720114479956,0.005680683480785435,0.9811805964047347,0.0011259850190366205,0.0005288491856622673,0.0006705350870883079,0.6169598521914943,0.03344524788203852,0.3472695306346801
width_bx,width_h3_bx_m0p16,3,-0.16,1.0,0.55,0.002,0.002,0,,,,,0.0,0.8765360578425156,0.12346394215748442,0.9474305037441393,late,260,360,0.0016932768452512757,5.975522535710903e-07,8.047253155995662e-07,0.3802160335878411,0.619059591700888,0.00026151989213899553,0.00046285481913173023,0.6195224465200198,0.20684882007264468,272.61677004223503,324.04487505831537,0.8412932622161505,0.017836673223399616,0.18901214684924506,0.7931511799273553,0.00035282653654035586,160.6506445305753,324.04487505831537,0.49576665732381814,0.00017364081662790866,0.0001791857199124472,0.9996471734634597,0.0026665731488687097,0.002081574080905038,0.0004932550367130531,0.9304835743072419,0.0004232136454344153,0.063851809780837
