scan_name,case_id,corridor_halfwidth,bx,delta_core,delta_open,kappa_c2o,kappa_o2c,window,region,occupancy_share
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,middle,left_outer,0.00011387420261666164
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,middle,corridor,0.913392992688279
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,middle,outer_reservoir,0.002085101148920202
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,middle,target_funnel,0.08372057638350638
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,late,left_core,0.002464720344695818
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,late,left_shoulders,0.0
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,late,left_outer,0.0019136457652852064
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,late,corridor,0.7412041058677978
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,late,outer_reservoir,0.03800589501289145
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,late,target_funnel,0.21641163300932953
width_bx,width_h1_bx_p0p08,1,0.08,1.0,0.55,0.002,0.002,early,left_core,1.235967852182636e-09
width_bx,width_h1_bx_p0p08,1,0.08,1.0,0.55,0.002,0.002,early,left_shoulders,0.0
width_bx,width_h1_bx_p0p08,1,0.08,1.0,0.55,0.002,0.002,early,left_outer,0.0
