scan_name,case_id,corridor_halfwidth,bx,delta_core,delta_open,kappa_c2o,kappa_o2c,window,lo,hi,none,left_only,mem_only,both
delta,delta_core_p0p80_open_p0p40,2,-0.08,0.8,0.4,0.002,0.002,peak2,2096,2148,0.07682360111241142,0.7928095716669625,0.005100919185598705,0.12526590803502735
delta,delta_core_p0p80_open_p0p55,2,-0.08,0.8,0.55,0.002,0.002,peak1,519,571,0.8670752504551568,0.12835635378544985,0.002802761710751806,0.0017656340486414761
delta,delta_core_p0p80_open_p0p55,2,-0.08,0.8,0.55,0.002,0.002,valley,1406,1458,0.16979849849205084,0.6364238092465585,0.023883491158701406,0.16989420110268935
delta,delta_core_p0p80_open_p0p55,2,-0.08,0.8,0.55,0.002,0.002,peak2,2050,2102,0.09298051294033298,0.7710708735028686,0.006682504183659319,0.12926610937313898
delta,delta_core_p0p80_open_p0p80,2,-0.08,0.8,0.8,0.002,0.002,peak1,514,566,0.8573473128531707,0.1375818677965,0.0029669935353957852,0.002103825814933495
delta,delta_core_p0p80_open_p0p80,2,-0.08,0.8,0.8,0.002,0.002,valley,1378,1430,0.19583207929206223,0.5709881832083797,0.03412260812491569,0.19905712937464234
delta,delta_core_p0p80_open_p0p80,2,-0.08,0.8,0.8,0.002,0.002,peak2,1991,2043,0.12179526968958743,0.7361105558497616,0.009917941071363333,0.13217623338928775
delta,delta_core_p0p95_open_p0p00,2,-0.08,0.95,0.0,0.002,0.002,peak1,411,463,0.9559035800471759,0.041774241382909964,0.001998994977983405,0.00032318359193080445
delta,delta_core_p0p95_open_p0p00,2,-0.08,0.95,0.0,0.002,0.002,valley,1163,1215,0.1926341829195043,0.7034438672846702,0.01619129575947957,0.08773065403634588
delta,delta_core_p0p95_open_p0p00,2,-0.08,0.95,0.0,0.002,0.002,peak2,1940,1992,0.05969752131507406,0.8588663051020632,0.002408205094280969,0.07902796848858175
delta,delta_core_p0p95_open_p0p20,2,-0.08,0.95,0.2,0.002,0.002,peak1,405,457,0.9403600738310294,0.057235591100701644,0.0019336998090348988,0.00047063525923400564
delta,delta_core_p0p95_open_p0p20,2,-0.08,0.95,0.2,0.002,0.002,valley,1148,1200,0.16811409870594496,0.6947929532015614,0.019762768292765586,0.11733017979972815
delta,delta_core_p0p95_open_p0p20,2,-0.08,0.95,0.2,0.002,0.002,peak2,1843,1895,0.08089945842043454,0.8295667279927973,0.003445027267405437,0.08608878631936281
delta,delta_core_p0p95_open_p0p40,2,-0.08,0.95,0.4,0.002,0.002,peak1,401,453,0.9274415824500095,0.06999413747224019,0.00194047861020453,0.0006238014675457232
delta,delta_core_p0p95_open_p0p40,2,-0.08,0.95,0.4,0.002,0.002,valley,1133,1185,0.17073516813629475,0.6521283244346345,0.026660511754741704,0.15047599567432912
delta,delta_core_p0p95_open_p0p40,2,-0.08,0.95,0.4,0.002,0.002,peak2,1775,1827,0.10638740905472006,0.7992091400842908,0.004930373013693027,0.08947307784729619
delta,delta_core_p0p95_open_p0p55,2,-0.08,0.95,0.55,0.002,0.002,peak1,398,450,0.9207384840351287,0.07657178693761363,0.0019654173906720226,0.0007243116365856833
delta,delta_core_p0p95_open_p0p55,2,-0.08,0.95,0.55,0.002,0.002,valley,1119,1171,0.1805593220010148,0.6104626804195097,0.0339746251403945,0.175003372439081
delta,delta_core_p0p95_open_p0p55,2,-0.08,0.95,0.55,0.002,0.002,peak2,1736,1788,0.12720548363935283,0.7763160058469544,0.006318351735475321,0.09016015877821731
delta,delta_core_p0p95_open_p0p80,2,-0.08,0.95,0.8,0.002,0.002,peak1,393,445,0.9149162295604548,0.08220714026757783,0.0020247398212471708,0.0008518903507202052
delta,delta_core_p0p95_open_p0p80,2,-0.08,0.95,0.8,0.002,0.002,valley,1097,1149,0.20209358375164194,0.5371464160166047,0.049434357710451134,0.21132564252130223
delta,delta_core_p0p95_open_p0p80,2,-0.08,0.95,0.8,0.002,0.002,peak2,1686,1738,0.16307503166651444,0.738191591065279,0.009069416435300614,0.08966396083290583
delta,delta_core_p1p00_open_p0p00,2,-0.08,1.0,0.0,0.002,0.002,peak1,382,434,0.9618537739597366,0.036069927787125505,0.0018216711863862124,0.00025462706675164355
delta,delta_core_p1p00_open_p0p00,2,-0.08,1.0,0.0,0.002,0.002,valley,1096,1148,0.2009829661440111,0.6944247129508662,0.017298967775312736,0.08729335312981004
delta,delta_core_p1p00_open_p0p00,2,-0.08,1.0,0.0,0.002,0.002,peak2,1855,1907,0.06534773783388553,0.8587886273578575,0.0024232060719575435,0.07344042873629948
delta,delta_core_p1p00_open_p0p20,2,-0.08,1.0,0.2,0.002,0.002,peak1,376,428,0.9487532194654019,0.0491277604018756,0.0017528653681211802,0.00036615476460123095
delta,delta_core_p1p00_open_p0p20,2,-0.08,1.0,0.2,0.002,0.002,valley,1081,1133,0.17434142307039907,0.6871843198040901,0.02131512236402786,0.11715913476148289
delta,delta_core_p1p00_open_p0p20,2,-0.08,1.0,0.2,0.002,0.002,peak2,1763,1815,0.0880687191001616,0.8294743406928545,0.0034325194927475496,0.07902442071423625
delta,delta_core_p1p00_open_p0p40,2,-0.08,1.0,0.4,0.002,0.002,peak1,372,424,0.9378026859065232,0.059965432898832126,0.001749846929103436,0.0004820342655412962
delta,delta_core_p1p00_open_p0p40,2,-0.08,1.0,0.4,0.002,0.002,valley,1067,1119,0.17575688649066973,0.644303664846587,0.028918813186270275,0.15102063547647313
delta,delta_core_p1p00_open_p0p40,2,-0.08,1.0,0.4,0.002,0.002,peak2,1697,1749,0.11545577704509882,0.7983517698147423,0.004877081941533058,0.08131537119862578
delta,delta_core_p1p00_open_p0p55,2,-0.08,1.0,0.55,0.002,0.002,peak1,369,421,0.932121516546027,0.06555664436128365,0.0017643292578967556,0.0005575098347926776
delta,delta_core_p1p00_open_p0p55,2,-0.08,1.0,0.55,0.002,0.002,valley,1054,1106,0.18473222691861413,0.6019239588523763,0.036964630517544395,0.17637918371146527
delta,delta_core_p1p00_open_p0p55,2,-0.08,1.0,0.55,0.002,0.002,peak2,1660,1712,0.13732449803041236,0.7749744947054753,0.0062051358845040434,0.08149587137960831
delta,delta_core_p1p00_open_p0p80,2,-0.08,1.0,0.8,0.002,0.002,peak1,364,416,0.9272241909466634,0.07032102724128084,0.001802701325744207,0.0006520804863113995
delta,delta_core_p1p00_open_p0p80,2,-0.08,1.0,0.8,0.002,0.002,valley,1033,1085,0.20454573658082797,0.5270778493588313,0.05400623154172243,0.21437018251861836
delta,delta_core_p1p00_open_p0p80,2,-0.08,1.0,0.8,0.002,0.002,peak2,1612,1664,0.17492255454097855,0.7356875696808537,0.008826229867789973,0.08056364591037775
