scan_name,case_id,corridor_halfwidth,bx,delta_core,delta_open,kappa_c2o,kappa_o2c,window,lo,hi,hit_mass,flux_c2o,flux_o2c,occupancy_mass,L0R0,L0R1,L1R0,L1R1,rollback_share
width_bx,width_h3_bx_p0p00,3,0.0,1.0,0.55,0.002,0.002,late,260,360,0.2937848541152769,0.0007285210643834389,0.00047276927360899565,89.8225370745462,0.4238205979595192,0.5724233878986369,0.0016966205324796407,0.002059393609364443,0.5744827815080014
width_bx,width_h3_bx_p0p04,3,0.04,1.0,0.55,0.002,0.002,early,10,60,2.2055318538410833e-14,1.5332754084625528e-21,1.0167696280385748e-21,1.3070702532416862e-12,0.9907385484554312,0.00926138202503752,6.951950796154703e-08,2.3383794782777212e-14,0.009261382025060903
width_bx,width_h3_bx_p0p04,3,0.04,1.0,0.55,0.002,0.002,middle,120,200,0.1384287359366771,5.938990509555687e-05,2.033563556578401e-05,24.53943253431317,0.6114835931679861,0.38800558556191667,0.0003289099290503998,0.00018191134104704354,0.3881874969029637
width_bx,width_h3_bx_p0p04,3,0.04,1.0,0.55,0.002,0.002,late,260,360,0.2632565172010835,0.0014731947548679131,0.0005068872286692632,79.66027266421938,0.4729058674393609,0.5200617984746861,0.0036352908692986606,0.0033970432166541796,0.5234588416913403
width_bx,width_h3_bx_p0p08,3,0.08,1.0,0.55,0.002,0.002,early,10,60,2.46886794789328e-13,1.8724778373443945e-20,1.2156827870689123e-20,1.4631033761846538e-11,0.9911776884178842,0.008822235738535826,7.584355661041804e-08,2.3397261328499936e-14,0.008822235738559224
width_bx,width_h3_bx_p0p08,3,0.08,1.0,0.55,0.002,0.002,middle,120,200,0.27501109777082283,0.00018100130549353867,4.357738195621793e-05,47.36016077495932,0.6315719163004264,0.36768913802997816,0.0004934520054261166,0.00024549366416917203,0.3679346316941473
width_bx,width_h3_bx_p0p08,3,0.08,1.0,0.55,0.002,0.002,late,260,360,0.20878891329427757,0.0025579072276277247,0.00036876362763752483,63.31061217409993,0.5406769720201331,0.4459160890903501,0.007832861896698502,0.0055740769928183985,0.4514901660831685
width_bx,width_h4_bx_m0p16,4,-0.16,1.0,0.55,0.002,0.002,early,10,60,1.1482871664006772e-20,0.0,0.0,6.794763450211587e-19,0.9886870751053739,0.011312924894626156,0.0,0.0,0.011312924894626156
width_bx,width_h4_bx_m0p16,4,-0.16,1.0,0.55,0.002,0.002,middle,120,200,8.031205972278485e-06,4.539528817851594e-10,4.509944860309989e-10,0.001496908551963524,0.5960443232995825,0.4038665169098458,5.578479121960962e-05,3.3374999351969805e-05,0.4038998919091978
width_bx,width_h4_bx_m0p16,4,-0.16,1.0,0.55,0.002,0.002,late,260,360,0.001607190938489796,4.102326926327199e-07,6.077175980185142e-07,0.5214323104697172,0.4131342664129378,0.5863152752099912,0.00022898768901629304,0.00032147068805475035,0.5866367458980459
width_bx,width_h4_bx_m0p12,4,-0.12,1.0,0.55,0.002,0.002,peak1,553,605,0.035825321842681446,0.00011638051026239022,0.0001515519521933696,20.74300251184258,0.24877562749812107,0.7442246189796159,0.0016533200171667181,0.005346433505096496,0.7495710524847123
width_bx,width_h4_bx_m0p12,4,-0.12,1.0,0.55,0.002,0.002,valley,1340,1392,0.008825075066406497,0.0009304890560588942,0.0005864991523913037,12.055048558222921,0.0390795330570537,0.7962340966959708,0.013164526089239747,0.1515218441577359,0.9477559408537066
width_bx,width_h4_bx_m0p12,4,-0.12,1.0,0.55,0.002,0.002,peak2,1852,1904,0.011628331073089068,0.0009679828374838524,0.0005322786994296251,21.83800648596135,0.012356158139646146,0.8679866808515885,0.0035043887056700465,0.11615277230309541,0.9841394531546839
width_bx,width_h4_bx_m0p08,4,-0.08,1.0,0.55,0.002,0.002,peak1,397,449,0.07560623953447843,0.00012620128406697073,0.0001840612175254113,31.981821968316673,0.3342575643748951,0.6619630916355512,0.0013148891328764655,0.0024644548566770895,0.6644275464922283
width_bx,width_h4_bx_m0p08,4,-0.08,1.0,0.55,0.002,0.002,valley,1079,1131,0.005150847312205676,0.0009471827213885131,0.0009796433719019184,5.691692912143607,0.05514825089439157,0.58586974457238,0.06095085662846999,0.2980311479047584,0.8839008924771383
width_bx,width_h4_bx_m0p08,4,-0.08,1.0,0.55,0.002,0.002,peak2,1640,1692,0.014886996851619469,0.0008014133764718367,0.0007513697542354106,24.80173384425735,0.03632710708322025,0.8678425362957439,0.007838804676594794,0.08799155194444105,0.955834088240185
width_bx,width_h4_bx_m0p04,4,-0.04,1.0,0.55,0.002,0.002,early,10,60,1.0224029078108592e-16,0.0,0.0,6.049497907529791e-15,0.9893674462758373,0.010632553724162632,0.0,0.0,0.010632553724162632
