t,f_total,f_a,f_b
4777,5.0845096594013284e-05,5.0845096594013284e-05,0.0
4778,5.0822598352926616e-05,5.0822598352926616e-05,0.0
4779,5.080010504648718e-05,5.080010504648718e-05,0.0
4780,5.077761670699552e-05,5.077761670699552e-05,0.0
4781,5.075513336672432e-05,5.075513336672432e-05,0.0
4782,5.073265505791788e-05,5.073265505791788e-05,0.0
4783,5.0710181812791263e-05,5.0710181812791263e-05,0.0
4784,5.068771366352978e-05,5.068771366352978e-05,0.0
4785,5.066525064228818e-05,5.066525064228818e-05,0.0
4786,5.064279278118995e-05,5.064279278118995e-05,0.0
4787,5.062034011232675e-05,5.062034011232675e-05,0.0
4788,5.059789266775763e-05,5.059789266775763e-05,0.0
4789,5.057545047950839e-05,5.057545047950839e-05,0.0
4790,5.0553013579570874e-05,5.0553013579570874e-05,0.0
4791,5.05305819999024e-05,5.05305819999024e-05,0.0
4792,5.0508155772424986e-05,5.0508155772424986e-05,0.0
4793,5.048573492902473e-05,5.048573492902473e-05,0.0
4794,5.046331950155114e-05,5.046331950155114e-05,0.0
