t,f_total,f_near,f_far,N_direct,N_detour,F_clean,F_linger,F_rollback,F_no_return
2344,1.5963352774444669e-07,1.2057062304859003e-19,1.5963352774432612e-07,1.3705290854246554e-31,1.2057062304846458e-19,3.946137317042299e-08,9.417081433454298e-08,2.6001340239375566e-08,1.3363218750496598e-07
2345,1.5880949430075492e-07,1.1994791474783276e-19,1.5880949430063496e-07,1.332995098502471e-31,1.19947914747711e-19,3.925766880005719e-08,9.368471340457322e-08,2.586711209601984e-08,1.329423822046304e-07
2346,1.5798971529892566e-07,1.1932842442055727e-19,1.5798971529880633e-07,1.29648903589711e-31,1.1932842442043907e-19,3.90550161724723e-08,9.320112209409605e-08,2.5733577032253226e-08,1.3225613826656835e-07
2347,1.5717416876749658e-07,1.1871213541621496e-19,1.5717416876737787e-07,1.2609827463651975e-31,1.1871213541610027e-19,3.8853409855871463e-08,9.272002744328719e-08,2.560073146823437e-08,1.3157343729915865e-07
2348,1.563628328485215e-07,1.1809903117069378e-19,1.563628328484034e-07,1.2264488496272224e-31,1.180990311705825e-19,3.8652844446523144e-08,9.224141655927384e-08,2.54685718426215e-08,1.30894261005797e-07
2349,1.5555568579698359e-07,1.174890952058649e-19,1.5555568579686609e-07,1.1928607152535393e-31,1.1748909520575693e-19,3.845331456861594e-08,9.176527661578845e-08,2.5337094612476733e-08,1.302185911844044e-07
2350,1.547527059802115e-07,1.168823111291321e-19,1.5475270598009462e-07,1.1601924421286111e-31,1.168823111290273e-19,3.825481487411432e-08,9.129159485282437e-08,2.52062962531709e-08,1.295464097269387e-07
2351,1.5395387187729872e-07,1.1627866263298323e-19,1.5395387187718244e-07,1.128418838477652e-31,1.162786626328816e-19,3.805734004261493e-08,9.082035857629351e-08,2.507617325828887e-08,1.2887769861890843e-07
2352,1.5315916207852547e-07,1.156781334945448e-19,1.531591620784098e-07,1.0975154024402698e-31,1.156781334944462e-19,3.7860884781203797e-08,9.035155515768547e-08,2.4946722139535346e-08,1.2821243993888926e-07
2353,1.523685552847842e-07,1.1508070757513809e-19,1.5236855528466912e-07,1.0674583031761314e-31,1.1508070757504246e-19,3.766544382431415e-08,8.988517203372856e-08,2.481793942664114e-08,1.2755061585804272e-07
