t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
320,91,0.008880118401578688,0.2372964972866305,0.7582634435125801,0.004440059200789344,0.23285643808584114,0.004440059200789344
321,98,0.008827856792545365,0.2363903874448259,0.7591956841589014,0.004413928396272682,0.2319764590485532,0.004413928396272682
322,100,0.008797653958944282,0.23704789833822093,0.7585532746823069,0.004398826979472141,0.23264907135874877,0.004398826979472141
323,88,0.0077108433734939755,0.23325301204819276,0.7624096385542168,0.004337349397590362,0.22987951807228915,0.0033734939759036144
324,86,0.006647673314339981,0.2312440645773979,0.7649572649572649,0.003798670465337132,0.22839506172839505,0.002849002849002849
325,100,0.00615530303030303,0.22964015151515152,0.7665719696969697,0.003787878787878788,0.22727272727272727,0.0023674242424242425
326,113,0.005687203791469194,0.22606635071090048,0.7706161137440758,0.0033175355450236967,0.22369668246445498,0.002369668246445498
327,100,0.005159474671669793,0.23358348968105067,0.7640712945590994,0.0023452157598499064,0.23076923076923078,0.0028142589118198874
328,117,0.005633802816901409,0.23661971830985915,0.7610328638497652,0.002347417840375587,0.23333333333333334,0.0032863849765258214
329,102,0.0056364490371066224,0.23813997181775481,0.7595115077501174,0.0023485204321277596,0.23485204321277595,0.0032879286049788633
330,104,0.005607476635514018,0.2411214953271028,0.7565420560747663,0.002336448598130841,0.23785046728971962,0.0032710280373831778
331,102,0.0055891942244993015,0.2408011178388449,0.7568700512342804,0.002328830926874709,0.2375407545412203,0.0032603632976245926
332,105,0.005113900511390051,0.24360762436076244,0.7540678754067875,0.0023245002324500234,0.2408182240818224,0.002789400278940028
333,107,0.004618937644341801,0.24896073903002308,0.7491916859122402,0.0018475750577367205,0.246189376443418,0.002771362586605081
334,113,0.004578754578754579,0.25686813186813184,0.7413003663003663,0.0018315018315018315,0.2541208791208791,0.0027472527472527475
335,95,0.004551661356395084,0.2535275375512062,0.7437414656349568,0.0027309968138370506,0.25170687300864814,0.0018206645425580337
336,98,0.0050022737608003635,0.25284220100045474,0.7439745338790359,0.0031832651205093224,0.25102319236016374,0.0018190086402910413
337,115,0.004578754578754579,0.25595238095238093,0.7408424908424909,0.003205128205128205,0.25457875457875456,0.0013736263736263737
338,92,0.005011389521640091,0.2605922551252847,0.7362186788154897,0.0031890660592255125,0.25876993166287016,0.0018223234624145787
339,106,0.005507113354749885,0.2565396971087655,0.7402478201009638,0.0032124827902707664,0.25424506654428636,0.002294630564479119
340,108,0.005938784833257195,0.25308359981726813,0.7437185929648241,0.0031978072179077205,0.25034262220191866,0.002740977615349475
341,98,0.005930656934306569,0.2563868613138686,0.7404197080291971,0.0031934306569343066,0.25364963503649635,0.002737226277372263
342,102,0.006419073819348923,0.2585969738651995,0.7377349839523154,0.0036680421824850985,0.2558459422283356,0.002751031636863824
343,114,0.006466512702078522,0.25958429561200924,0.7367205542725174,0.003695150115473441,0.25681293302540414,0.002771362586605081
344,107,0.006514657980456026,0.26570497906002793,0.7305723592368544,0.0037226617031177293,0.2629129827826896,0.002791996277338297
345,99,0.006578947368421052,0.26550751879699247,0.730733082706767,0.0037593984962406013,0.262687969924812,0.002819548872180451
346,102,0.0070389488503050214,0.2674800563115908,0.7287658376349132,0.003754106053496011,0.2641952135147818,0.00328484279680901
347,98,0.00794392523364486,0.27009345794392525,0.7257009345794393,0.004205607476635514,0.26635514018691586,0.003738317757009346
348,111,0.008423022929340197,0.2671970051474029,0.7281235376696303,0.004679457182966776,0.2634534394010295,0.003743565746373421
349,101,0.008325624421831638,0.2664199814986124,0.72895467160037,0.004625346901017576,0.2627197039777983,0.0037002775208140612
350,112,0.008804448563484708,0.2659870250231696,0.7293790546802595,0.004633920296570899,0.2618164967562558,0.004170528266913809
351,107,0.009174311926605505,0.26330275229357797,0.731651376146789,0.005045871559633028,0.2591743119266055,0.004128440366972477
352,91,0.00869167429094236,0.26578225068618483,0.7296431838975297,0.004574565416285453,0.2616651418115279,0.004117108874656907
